Runyoro,English
"akasumi kona mbaire ntungire nitekereza okugarukwamu, nyega ekintu kihyaka","Everytime I have thought I've figured it out, I learn something new."
arolerire kumara ekitebe emyaka atakabaire mukuru,She has managed a team for years before she became director.
Ebiro bisatu omu rubuga kobunga.,in a city we'd planned to visit.
"kakuba gavumenti etekamu omubintu sente ebikyegarukamu kara, ntusobora okuba nebyobuhangwa ebiyonjo","If the government invests in renewable energy earlier, we could have a cleaner environment now."
abekento kumaliriza nibaija alipota y'omwaka,The finance team will finalize the annual report.
noyetagisibwa okaire okuba oyonjire amaino gawe emirundi ebiri buli mwaka,You have needed to have your teeth cleaned twice a year.
abaserurizi basoma endubata y'ebinyonyi bazonzora ekika ekihyaka ekyebinyonyi,researchers study bird migration patterns when they discovered a new species.
ntangainege wange munywani owaira ijo,I ran into an old friend yesterday.
eka yaitu ekajaguza amagesa namazina agokusima itaka,Our family always celebrated the harvest with a dance that thanks the earth.
embuzi bazihare omubazi gw'enjoka nkabuliro,The goats have regularly been dewormed.
Pamba ekafooka ekirimwa ekirukuleeta entahya omu Uganda omukutandika okwekyasa ekya 20.,Cotton became a cash crop in the early 20th century Uganda.
"nyikaire ntakukinihira ngu ninyija kugura eka yange, baitu ndi hanu, ninyija kutekaho hakipapura omukono wiiki ekwija","I never will think l'd be able to buy mu own home, but here l am, signing the papers next week."
tukaha okusima hali emyoyo y'omurusozi habwa emyandara na amabale,We gave thanks to the spirits of the mountains for the rocks and stones.
"hakumalira y'omusomo gunu, twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire","By the end of this project, we have trained one thousand farmers in organic methods."
naija okumara okundindisa esha yona,She will make me wait for an hour.
okumara andindisize esaha yona,She has made me wait for an hour.
"Omuntu obwafa , ekyaro kiija kugaragara , kababe bamanyire rundi kurungi tibamanyire.","When someone dies , the whole village comes to pay respects , whether they knew them well or not."
Kiro kyaijo omuzini ahaisanizeege omunyoro habwo bumanzibwe.,The praise singer honored the chief's bravery with his song yesterday.
"y'omusomo hakumalira gunu, ni twija kuba twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire","By the end of this project, we train one thousand farmers in organic methods."
irwaro erahuro ry'ebitabu byabarwaire ebikukwataho obwomezi bwabo,hospital had a patient library with health information.
bakozesa okulima turakita omusiri,They plow the fields using a tractor.
bwali obujanjabi bwasente nyingi baitu nibukoraho,The treatment will be expensive but effective.
"mutabani wange akagwize,""ruhanga ali nkaha?"" nkamusongera hamutima gwange n'ogwe","My son has asked me,""Where is God?""I pointed to my heart and his."
Omusoro og'wendema eya matwale kukahambiriza baingi kupagasa.,Colonial taxation forced many into wage labor.
nkasiga ekihemeheme kandi kandi nakisindika hamutimbagano ijo,I draw a funny cartoon and posted it on social media yesterday.
taxi empyaka bakagitandikaho omwaka oguhwaire,The new tax was implemented next year.
naija omulimi kwombera omusirigwe gwamuhogo wiiki ekwija,The farmer will weed his cassava field next week.
ebiro bisaatu murubuga orutubaire kwetekaniza kubungira,days in a city we will never plan to visit.
abantu baisoroize omuka y'omunyoro habworukurato,People have gathered at the chief's house for the meeting.
omwaka gw'enkumi ibiri asaatu okukeha tukatunga kwingi muno habwokusisikara kwobuhangwa,"By 2030, we achieved a significant reduction in the loss of biodiversity."
abazirweneho bagarukire n'ebitekerezo ebihyaka n'okunihira,Veterans have returned with new ideas and expectations.
"kakuba isomero lyakubulize obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school you miserable, consider whether there's another way."
omutendereza abakuru amanyirire nekizina kye ijo,The praise singer has honored the chief's bravery with his song yesterday.
embuzi nizihebwa omubazi gwenjoka buli kasumi,The goats are being dewormed regularly.
nsabire obusnge omumadini gona-ntwena tuli bana baruhanga omu,I have prayed for peace among all religions-we're all children of the God.
bakitunnzi naija kiguzi kutangatangana omukuru,The sales team will present to a major client.
tuzikire abafu baitu omwitaka nambere baisenkuru itwe bahumura,We have buried our dead in the ground where our ancestors rest.
abekento nibaija alipota y'omwaka,The finance team will finalize the annual
ebyafayo eby'okubaza nibija kwoleka okwijuka kw'abantu abakuru,Oral history will project record elders ' memories.
ekitebe kigwire 1977 omu habw'okwahukana mupolipo,The community has collapsed in 1977 due to political differences.
omusaija naija kuteka sente omumasamba,He will invest in a real estate investment
irwaro rigagira eryahuro ry'ebitabu ebirukukwataho byabarwaire obwomezi bwabo,The hospital has had a patient library with health information.
akandindisa okumara esaha yona,She made me wait for an hour.
"omuntu weena owotaganana tangana anyina ekyamanyire iwe ekyotamanyire , kandi kinu nikisemera kukuha omugisa okwega",Every person you meet knows something you don't—that's a chance to learn.
ekyaro kaitu kibaire nikiyamba abo boona abatakwesobora,Our village has always helped those who are in need.
kaheereza Akarwarro obuheereza obukwatiraine n'okuzaara.,The clinic provides prenatal care for expectant mothers.
Ninyujuka akasumi akananyiire kimu ngu nuwe nywani owahikire- obwataransekeriize omukasu kange akabi.,I remember the exact moment l knew she was a true friend - when she didn't laugh at my worst moment.
"omurundi gw'okubanza ninyija kugenda mwomubudabuda, nkatina ekinazonzora hali nyowe","The first time I will go to therapy, I was terrified of what I might discover about myself."
abantu bakwesoroleza omuka y'omunyoro habw'orukurato,People gathered at the chief's house for the meeting.
abaingi abantu abesoroize abaijwiire omwiro omuzaano gutakatandikire,The crowd is buzzing with excitement before the show starts.
nkatera ekihemeheme kandi nakisindika hamutimbagano ijo,I have drawn a funny cartoon and posted it on social media yesterday.
"akasumi kona mbaire nitekereza ntungire okugarukwamu, nyega ekintu kihyaka","Everytime I have thought I've figured it out, I learn new."
nkasunga ekituru kyomutini nikyoleka ngu kikagamba oruganikyo rw'omukama owamani ijo,I watch a shadow puppet show that told the story of a great king yesterday.
ekika kyababiito kilema kurugira kimu omukyasa kya 16th,The Babiito dynasty rules Bunyoro since the 16th century.
omulimi naija kugesa amacande ge kandi agatwale hakyoma,The farmer will harvest his sunflower and took it for pressing yesterday.
Okusendwa kw'itaka kuleteriize abalimi itaka kuleka lyaabo bakagenda mu bibuga.,The soil erosion has been forcing forcing farers to abandon their land and move to cities.
okutwarwa kwitaka kihambiriza okuleka abalimi itaka lyabo kandi bagenda mumbuga,The soil erosion forces farers to abandon their land and move to cities.
"Kakuba ntaratungire obumanzi bw'okubaza nawe eki, buno obunywani.","If l hadn't mustered the courage to talk to her that day , we would have missed out on friendship."
"Obuntekereza ngu nkyetegeriize,nubwo nyega ekihyaka. ekintu","Everytime I think I've figured it out, I learn something new."
omulimi agesa amacande ge kandi yagatwara hakyoma ijo,The farmer harvests his sunflower and took it for pressing yesterday.
Abebyokuseruliriza bakaba nibecumitiriza obubarozire y'ebinyonyi emiringo ebihyaaka.,The researchers were studying bird migration patterns when they discovered a new species.
omumwaka gw'enkumi ibiri asaatu tufunire okukeha kwingi muno hakusisika kwobuhanwa,"By 2030, we achieve a significant reduction in the loss of biodiversity."
ebizina byenzarwa n'okucekeca hamu n'orunyegebirabaga mubuli mukoro,Traditional music and will dance accompained ceremonies.
"Omukyaro kyaitu omuntu obwafa boona ,abasi,bensi baterana bazagika abafeerwa.","When someone die in our village , the whole community comes together to support the family."
akasoroza omukazi embibo entoro z'okwahura,She collects indigenous seeds for preservation.
akaire ruko kamu sabbiti erukwija nitwija kuhumuraho ha mwaro,"This time next week, we'll be lying on a beach."
omusaija akateka sente ze omumasamba,He invested in a real estate investment trust.
dora ebinyonyi omumwanya; tibirikwija kusiga rundi baitu iwe owomwiguru obirisa,"Look at the birds of the air; they will not sow or reap, yet your heavenly father feeds them."
ninyijuka akasumi kenyini nikimanya akaba munyani owamazima-atansekereze omukasumi obukaba nidi kubi,I remembered the exact moment l knew she was a true friend - when she didn't laugh at my worst moment.
bakaziha embuzi omubazi gw'enjoka nkabulikiro,The goats were regularly dewormed.
NRA ekora nejakutandikaho endi,The NRA will develop a parallel administration.
"Kakuba ndi wokukugambira ekintu kimu hali enaku, nikyo otaligyehugura-ogirabemu. ngu","If I could tell you one thing about grief, it's that you never get over it-you get through it."
gavumenti enkora eresireho empyaka hali abalimi abakulima ebyokulya,The government provided subsidies for farmers who practice sustainable agriculture.
taxi empyaka bagitandikireho omwaka ogurukwija,The new tax has been implemented next year.
Omusaija akuziibwe hamulimo.,He has received a raise at work.
abasija bombekere abato orugo rw'ente ouhyaka,The young men have built the new kraal for the cattle.
arolera ekitebe emyaka kumara nyingi atakabaire mukuru,She manages a team for years before she became director.
okuhandika kwabaramagi nikwija okutandika omukyasa kya m'uganda 19th,Missionary writings will document 19th century Uganda.
nkasiga ekihemeheme kandi nakisindika kandi hamutimbagano ijo,I draw a funny cartoon and posted it on social media yesterday.
obujanjabi byasente nyingi baitu nibukoraho,The treatment was expensive but effective.
buli muntu oratangatangaineho amanyire ekintu ky'otamanyire - nigw'omugisa kukyega,Every person you have met knows something you don't — that's a chance to learn.
omulimi agesa amacande ge kandi yagatwara hakyoma ijo,The farmer harvests his sunflower and took it for pressing yesterday.
abantu nibaija kwombeka iramizo nambere erihyaka bona batina,The community will build a new shrine at the sacred spring.
"gunu omurundi erukwija, wiiki tubyamire hamusa gwenyanja","This time next week, we have lied on a beach."
busayo kintu ekibi nkokurubata mukigana otajaire sokisi,There was nothing worse than stepping in a puddle with socks on.
tukaha okusima hali emyoyo y'omurusozi habwa emyandara na amabale,We gave thanks to the spirits of the mountains for the rocks and stones.
"kakuba omuntu afwa omukyaro kyaitu, abantu bona nibaija kwesoroza baije okusagika eka","When someone die in our village, the whole community will together come to support the family."
cukamba y'omuyanja ehuzo eturukize zamakamba okwerwanaho,The sea cucumber has squirted sticky threads to defend itself.
tihabaireho ekintu ekibi nkoku rubata omukigana otaine sokisi,There has been nothing worse than stepping in a puddle with socks on.
tuzika abafu baitu omwitaka nambere baisenkuru itwe bahumura,We bury our dead in the ground where our ancestors rest.
birubatire ebihuka hamu omurukara bihimbire ebisosonkole nibibigara omukiju,The ants have marched in a long line carrying crumbs back to their nest.
irwaro line erahuro ry'ebitabu byabarwaire ebikukwataho bwabo obwomezi,The hospital had a patient library with health information.
igana lyabantu lika semererwa omukoro gutakatandikire,The crowd has buzzed with excitement before the show starts.
omusoro omuhya nigwija omuunkora mumwaka omuhyaka,The new tax will be implemented year.
aija kurolera ekitebe kumare emyaka atakabaire mukuru,She will manage a team for years before she became director.
omulimi ayombire omusiri gwamuhogo wiiki ehwaire,The farmer weeds his cassava field last week.
omusoro gwa aberambanda nigwija kuhambiriza omubusibi,Colonial taxation will force many into wage labor.
"gunu omurundi erukwija, wiiki tubyame kubyama hamusa gwenyanja","This time next week, we lay on a beach."
nija kugura mu ebintu supamaketi buli wiiki,I will buy groceries from the supermarket every week.
Ekka yaitu ejaguza amagesa na mazina ag'okusiima ensi.,Our family has always celebrated the harvest with a dance that thanks the earth.
taxi empyaka nejakutandika ogurukwija omwaka,The new tax is implemented next year.
rwegaali y'omwika kuraba omu bugwa izooba rukaba muno nta hungi reho kakube kukoimya.,The train ride through the countryside was so beautiful that i did'nt sleep a wink.
"kakuba ntatunge okwegaramu obumanzi nkabaza nawe kirokinu, titwanditungire obuyani bunu","If l will not muster the courage to talk to her day, we would have missed out on this friendship."
ebyafayo eby'okubaza byolekere okwijuka kw'abantu abakuru,Oral history has projected record elders ' memories.
ninyija kusiga ekihemeheme kandi nkisindike hamutimbagano nyekya,I will draw a funny cartoon and posted it on social media yesterday.
"kakuba oraba ogondeze okumanya ebyobuhangwa baitu, tandika n'ebyokulya baitu","If you have wanted to understand our culture, start with our food."
okutwarwa kwitaka nikwija okuletera abalimi okuleka itaka lyabo kandi bakagenda mumbuga,The soil erosion will force farers to abandon their land and move to cities.
egali y'omwika eraba aheru y'orubuga neja kuba nungi muno nti nkaba okubyama ntasobora ntagirozire,The train ride through the countryside will so be beautiful that i did'nt sleep a wink.
okubaira emiti nambere ebaire etemerwe nikija kugaraho irindiro lyebesoro by'omukisaka mukicweka byali nambere,The reforestation project will bring back wildlife that had disappeared from the area.
ebihuka nibija kurubatira murukara ebisosonkole bihimbire nibibigara omukiju,The ants will march in a long line carrying crumbs back to their nest.
okaire noyetagisibwa okuba oyonjire amaino gawe emirundi ebiri buli mwaka,You have needed to have your teeth cleaned twice a year.
kakuba gavumenti yataireho omuhendo gwahansiho habwengo zamani gizooba abantu abaingi bakubaire nibakozesa amaani agaani agarukugarurwa buhyaaka,"If the government had subsidized solar panels, more people would use renewable energy now."
"kakuba nkugambira ekintu hali kimu ekiniga,kiri ngu tokwija kukirugaho-nokirabamu","If I told you one thing about grief, it's that you never get over it-you get through it."
"kakuba nkugambire mba ekintu kimu hali ekiniga, ngu tokwija kukirugaho-nokirabam","If I have told you one thing about grief, it's that you never get over it-you get through it."
"omuro mpaka gutagwe nyenkya,ogaruke hairwaro","If the fever did not go down by tomorrow, come back to the clinic."
omunya nigwija okucicya gwako omukira kandi katoroke hali ekinyonyi,The skink will wiggle its tail and escaped from the bird's grasp.
abantu bombekere iramizo erihyaka namebere bona batina,The community has built a new shrine at the sacred spring.
"omuro gutagwe mpaka nyenkya,ogaruke hairwaro","If the fever did not go down by tomorrow, come back to the clinic."
abazirweneho bagarukire n'ebitekerezo ebihyaka n'okunihira,Veterans have returned with new ideas and expectations.
takafikaga omugabo gwa abakama babizinesi,He never missed a dividend payment.
egali y'omwika eraba aheru y'orubuga ekaba nungi muno nti nkaba ntasobora okubyama ntagirozire,The train ride through the countryside was so beautiful that i did'nt sleep a wink.
tarukwija kufika omugabo abakama gwa babizinesi,He will never miss a dividend payment.
"Omwehanga hangi ekisisani nyaisatu , akaiihamu kurungi ,mukikuya kyomuti kimu kiti.",The sculptor has chiseled a figure out of a single block of wood.
eka yaitu ekajaguza amagesa namazina agokusima itaka,Our family always celebrated the harvest with a dance that thanks the earth.
Akatebe akeby'ensimbi nikamaliiriza ensoborra ( ripoota ) eyabuli mwaka.,The finance team is finalizing the annual report.
"akasumi kona ninyija kutekereza ntungire okugarukwamu, nyega ekintu kihyaka",Everytime I will think I've figured it I learn something new.
gavumenti etairo enkora empyaka hali abalimi abakulima ebyokulya,The government has provided subsidies for farmers who practice sustainable agriculture.
omutezi wenanga akateranizaho omulere ha bandi,The harmonica player added a bluesy feel to the band's sound.
buli muntu oratangatangaineho amanyire ekintu ky'otamanyire - nigw'omugisa kukyega,Every person you have met knows something you don't — that's a chance
ebihuka birubatire hamu omurukara bihimbire ebisosonkole nibibigara omukiju,The ants have marched in a long line carrying crumbs back to their nest.
ninyija ekihemeheme kusiga kandi nkisindike hamutimbagano nyekya,I will draw a funny cartoon and posted it on social media yesterday.
omukago gw'obusubuzi omuhyaka gwimukize ebitundwa aheru,The new trade deal has boosted exports.
noyetagisa okujwara pulasita okumara wiiki mukaaga,You have needed to wear a cast for six weeks.
irwaro rigagira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo,hospital has had a patient library with health information.
"akasumi kona ntekereza ntungire okugarukwamu, nyega ekintu kihyaka","Everytime I thought I've figured it out, I learn something new."
nija kugura ebintu mu supamaketi buli wiiki,I will buy groceries from the supermarket every week.
