Runyoro,English
Obworaba nogonza kwetrgereza ebyobuhangi bwaaitu tandika nebyokulya byaitu.,"If you want to understand our culture, start with our food."
irwaro rikatekaho obujanjabi abaine enda,The clinic provided prenatal care for expectant mothers.
nyinenkuru nyowe kuruka naija ebibo eby'akatale kumara emyaka nyingi,My grandmother will weave baskets for the market for many years.
anaga enjura naija kuzina nukwo egwe enjura egi eyitukwendera ebirimwa ijo,The rainmaker will dance to bring the rain that we need for the crops yesterday.
cukamba y'omuyanja ekaturukya z'amakamba ehuzo okwerwanaho,The sea cucumber squirted sticky threads to defend itself.
"nkaba nttaine kuninhira kwona ngu ninyija kusobora kugura eka eyang,baitu ndi hanu, nitekakaho omukono hakipapura wiiki erukwija","I never have thought l'd be able to buy mu own home, but here l am, signing the papers next week."
"omukazi akangamba,""omusana nigwija kujwa omurundi gundi nyenkya, kandi naiwe oti.""","She tells me,""The sun will rise again tomorrow, and so will you""."
egali y'omwika eraba aheru y'orubuga ebaire nungi muno nti nkaba ntasobora kubyama ntagirozire,The train ride through the countryside has so been beautiful that i did'nt sleep a wink.
omukazi naija kwega hakulima n'okulisa okwokwebaisaho,She will learn about sustainable agriculture.
Ntaaha nyine obuleemezi okutekaho omutiima.,I've been having difficulty concetrating.
"kakuba omuntu afwa, ekyaro kyona nikija okunahukara, oba babamanyire muno rundi tibabamanyire","When someone will die, the whole village comes to pay respects, whether they knew them well or not."
ninyijuka akasumi kenyini nikimanya akaba munyani owamazima-atansekereze omukasumi obukaba nidi kubi,I remembered the exact moment l knew she was a true friend - when she didn't laugh at my worst moment.
andindisize okumara esaha yona,She has made me wait for an hour.
akatebe nikahayo akatunzi hali omuguzi owamaani,The sales team is presenting to a major client.
eka yaitu nija kujaguzaga amagesa namazina itaka agokusima,Our family will always celebrate the harvest with a dance that thanks the earth.
Okusendwa kw'itaka kuleteriize abalimi itaka kuleka lyaabo bakagenda mu bibuga.,The soil erosion has been forcing forcing farers to abandon their land and move to cities.
omunya nigwija okucicya omukira gwako kandi katoroke hali ekinyonyi,The skink will wiggle its tail and escaped from the bird's grasp.
bukozire obujanjabi hamu n'emibazi endi,The medication has interacted with other drugs.
obujanjabi hamu bukakora n'emibazi endi,The medication interacted with other drugs.
egali y'omwika eraba aheru y'orubuga ekaba nungi muno nti nkaba ntasobora okubyama ntagirozire,The train ride through the countryside was so beautiful that i did'nt sleep a wink.
ninyija kwijuka akasumi kenyini akaba owamazima-nambere munyani atalinsekeraize omukasumi obukaba nidi kubi,I will remember the exact moment l knew she was a true friend - when she didn't laugh at my worst moment.
nyinenkuru nyowe arukaka ebigega eby'akatale kumara emyaka nyingi,My grandmother weaves baskets for the market for many years.
bakitunnzi naija kutangatangana kiguzi omukuru,The sales team will present to a major client.
omukago gw'obusubuzi omuhyaka gwimukya ebitundwa aheru,The new trade deal exports.
tukaha okusima hali emyoyo y'omurusozi habwa emyandara na amabale,We gave thanks to the spirits of the mountains for the rocks and stones.
omusoro omuhya nigwija kuteebwa omuunkora mumwaka omuhyaka,The new tax will be implemented next year.
obujanjabi bukakora hamu n'emibazi endi,The medication interacted with other drugs.
takafikaga omugabo gwa abakama babizinesi,He never missed a dividend payment.
ekika kyabaiito kulema bunyoro kurugira mukyasi kya 16th,The Babiito dynasty will rule Bunyoro the 16th
"kakuba ntalitungire okwegaramu obumanzi nkabaza nawe kirokinu, titwanditungire bunu obunyani","If l did not muster the courage to talk to her that day, we would have missed out on this friendship."
ekitebe kigwire omu 1977 habw'okwahukana mupolipo,The community has collapsed in 1977 due to political differences.
irwaro ritaireho obujanjabi bw'abzaire abaine enda,The clinic has provided prenatal care for expectant mothers.
irwaro rikatekaho obujanjabi abaine bw'abazaire enda,The clinic provided prenatal care for expectant mothers.
abaserurizi basomereho endubata y'ebinyonyi bazonzoire obu ekika ekihyaka ekyebinyonyi,The researchers have studied bird migration patterns when they discovered a new species.
embya ehambizege y'omukisaka impala mayiro nyingi okuhikya ejwahire,The wild dog has chased the impala for miles until it tired out.
irwaro ritaireho obujanjabi bw'abzaire abaine enda,The clinic has provided prenatal care for expectant mothers.
cukamba y'omuyanja ehuzo nejakuturukya zamakamba okwerwanaho,The sea cucumber will squirt sticky threads to defend itself.
arolera ekitebe kumara emyaka nyingi atakabaire mukuru,She manages a team for years before she became director.
omusoro gwa aberambanda nigwija kuhambiriza baingi omubusibi,Colonial taxation will force many into wage labor.
ninyija kwijuka akasumi kenyini akaba munyani owamazima-nambere atalinsekeraize omukasumi obukaba ndi kubi,I will remember the exact moment l knew she was a true friend - when she didn't laugh at my worst moment.
ebiro bisaatu murubuga orutubaire tuturukwija kwetekaniza kubungira,Three days in a city we will never plan to visit.
omukazi ayegere hakulima n'okulisa okwokwebaisaho,She has learned about sustainable agriculture.
naija okundindisa okumara esha yona,She will make me wait for an hour.
irwaro erahuro ry'ebitabu byabarwaire ebikukwataho obwomezi bwabo,hospital had a patient library with health information.
"kakuba basi etandeka eki ekiro, kurora tindikwija munyani wange muno","If i will not miss the bus that day, i never would have met my best friend."
"kakuba gavumeti eratekamu sente omubintu ebikwegarukamu kara, ntusobora okuba n'ebyobuhangwa ebiyomjo",If the government will invest in renewable we could have a cleaner environment now.
tukaha okusima hali emyoyo y'omurusozi habwa emyandara na amabale,We gave thanks to the spirits of the mountains for the rocks and stones.
nkasabira obusinge omumadini gona- ntwena tuli baana baruhanga,I prayed for peace among all religions-we're all children of the same God.
enju yemizaano yaharutuutu empyaka nijja kwoolekaga emizano yasekisipiya buli bwiirre oburutagata,The new theater will stage Shakespeare plays every summer.
"akasumi kona mbaire nitekereza ntungire okugarukwamu, nyega ekintu kihyaka","Everytime I have thought I've figured it out, I learn something new."
noija kwetagisibya okujwara pulasita okumara wiiki mukaaga,You will need to wear a cast for six weeks.
okubaira emiti nambere ebaire etemerwe nikija kugaraho irindiro lyebesoro by'omukisaka mukicweka nambere byali,The reforestation project will bring back wildlife that had disappeared from the area.
"kakuba gavumenti erakehya omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi","If the government will subsidize solar panels, more people would use renewable energy now."
"mutabani wange akagwize,""ruhanga ali nkaha?"" nasonga hamutima gwange n'ogwe","My son is God?""I pointed to my heart and his."
"kakuba isomero lyakubulize obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school made you miserable, consider whether there's another way."
omutendereza abakuru amanyirire nekizina kye ijo,The praise singer has honored the chief's bravery with his song yesterday.
ninja kwirukira mwa munyani wange omukuru nyencya,I will run into an old friend yesterday.
embya y'omukisaka nija kuhambya impala mayiro nyingi okuhikya ejwahire,The wild dog will chase the impala for miles until it tired out.
Ninyujuka akasumi akananyiire kimu ngu nuwe nywani owahikire- obwataransekeriize omukasu kange akabi.,I remember the exact moment l knew she was a true friend - when she didn't laugh at my worst moment.
akatunga okwimukiza ha mulimo,He received a raise at work.
"nkaba ngu ntakunihira nisobora okugura eka yange, baitu ndi hanu, nitekaho omukono hakipapura wiiki ekwija","I never thought l'd be able to buy mu own home, but here l am, signing the papers next week."
omusomesa wange owunyenda naija kungamba nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara,My favorite teacher will tell me that i had a gift- for writing those words stayed with me.
ekituru kyomutini nikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo,I have watched a shadow puppet show that told the story of a great king yesterday.
ninyijuka akasumi nikimanya kenyini akaba munyani owamazima-atansekereze omukasumi obukaba nidi kubi,I remembered the exact moment l knew she was a true friend - when she didn't laugh at my worst moment.
obujanjabi bwali bwasente nyingi baitu nibukoraho,The treatment will be expensive but effective.
"kakuba gavumenti eba ekendize omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi","If the government has subsidized solar panels, more people would use renewable energy now."
abasaija abato bakombekere orugo r'ente oruhyaka,The young men built the new kraal for the cattle.
"mutabani wange naija kukaguza,""ruhanga ali nkaha?"" ninjakusomnga hamutima gwange n'ogwe","My son will ask me,""Where is God?""I pointed to my heart and his."
"mutabani wange akagwize,""ruhanga ali nkaha?"" nkamusongera hamutima gwange n'ogwe","My son has asked me,""Where is God?""I pointed to my heart and his."
igana lyabantu nirija kusemererwa omukoro gutakatandikire,The crowd will buzz with excitement before the show starts.
"Obusasi bwija nkebigonzi ebiro ebimu ,ebiro ninyikya ebindi tindukusobora.","The grief comes in waves some days l can breath , some days l can't."
ebizina byenzarwa n'okucekeca hamu n'orunyegebirabaga mubuli mukoro,Traditional music and will dance accompained ceremonies.
abasija abato bombekere orugo rw'ente ouhyaka,The young men have built the new kraal for the cattle.
buli muntu watangantangaine amanyire ekintu ky'otamanyire - nigw'omugisa kukyega,Every person you met knows something you don't  that's a chance to learn.
ebyefuna bihambirize emihendo y'ebintu okweyongera muno,The economy has faced inflationary pressures.
omulimi ayombire omusiri gwamuhogo wiiki ehwaire,The farmer weeds his cassava field last week.
okuhandika kwabaramagi kukatandikwaho omukyasa kya 19th om'uganda,Missionary writings have documented 19th century Uganda.
bakitunzi batangatangaine kiguzi omukuru,The sales team has presented to a major client.
"kakuba nkugambira ekintu kimu hali ekiniga,kiri ngu tokwija kukirugaho-nokirabamu","If I told you one thing about grief, it's that you never get over it-you get through it."
omusoro omuhya nigwija omuunkora mumwaka omuhyaka,The new tax will be implemented year.
embya y'omukisaka ehambizege impala mayiro nyingi okuhikya ejwahire,The wild dog has chased the impala for miles until it tired out.
izaniro ly'emizano elihyaka balitekanize shakespeare azanira buli y'omusana musizoni,The new theater has staged Shakespeare plays every summer.
oyetagisize okutekaho okwokya rundi aisi nambere hantungire obuhuta,You have needed to apply heat or ice to the injured area.
gavumenti neja kuletaho enkora empyaka hali abalimi abakulima ebyokulya,The government will provide subsidies for farmers who practice sustainable agriculture.
omusoro gwa nigwija aberambanda kuhambiriza baingi omubusibi,Colonial taxation will force many into wage labor.
nyijukire aksumi kenyini nkimanyire akaba munyani owamazima-nambere atalinsekeraize omukasumi obukaba kubi,have remembered the exact moment l knew she was a true friend - when she didn't laugh at my worst moment.
"kakuba omuntu afwa, ekyaro kyona nikija okunahukara, oba muno babamanyire rundi tibabamanyire","When someone will die, the whole village comes to pay respects, whether they knew them well or not."
akandindisa okumara esaha yona,She made me wait for an hour.
"ekiniga kizirege omubicweka ebimu ebiro ninsobora okwikya, ebiro ebindi tinkusobora","The grief has come in waves some days l can breath, some days l can't."
Abasungi nibaseyeya enyuma nomumaiso habwekizina ekiruugenda mpora. mpora,The crowd is swaying back and forth to the slow music.
ekitebe kyabantu nikinja kusagika bandi okuterayo akazina kandi kamu,The crowd will cheer for the band to play one more song.
nuwe ngu tikine buzibu bwona okusaba obukonyezi,He was the one who taught me that it's to ask for help.
"kakuba bus etandekere, tinanditangatangaine munyani wange muno","If i have not missed the bus that day, i never would have met my best friend."
ninyija okugira obuzibu by'okutekana n'okuhuliriza,I will have difficulty concetrating.
Abasebeni bakagaruka nentekereza empyaka hamu nokunihira.,Veterans returned with new ideas and expectations.
Kiro kyaijo ahaisanizeege omuzini omunyoro habwo bumanzibwe.,The praise singer honored the chief's bravery with his song yesterday.
"omurundi gw'okubanza nkagenda mwoyomubudabuda, nkatina hali ekinazonzora nyo","The first time I have gone to therapy, I was terrified of what I might discover about myself."
nkairukira mwamunwani wange ijo omukuru,I run into an old friend yesterday.
"mutabani akagwize,""ruhanga wange ali nkaha?"" nasonga hamutima gwange n'ogwe","My son asked me,""Where is God?""I pointed to my heart and his."
"y'omusomo hakumalira gunu, ni twija kuba twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire","By the end of this project, we train one thousand farmers in organic methods."
Enganikyo zoleka ebya abantu abakuru ebibamanyire,Oral history projects record elders' memories.
omunya gucikize omukira gwako kandi katoroka hali ekinyonyi,The skink has its tail and escaped from the grasp.
Omusoro og'wendema eya matwale kukahambiriza baingi kupagasa.,Colonial taxation forced many into wage labor.
abantu nibaija kwombeka iramizo erihyaka nambere bona batina,The community will build a new shrine at the sacred spring.
ninyija kusiga ekihemeheme kandi nkisindike hamutimbagano nyekya,I will draw a funny cartoon and posted it on social media yesterday.
okubura kwamaizi ebyobulimi kukatalibaniza n'obulisa omukicweka,The water scarcity affected agricultural production in the region.
Nuwe yangambiire ngu kirungi kusaba obuyambi.,He's one who taught me that it's to ask for help.
omukazi ataaha naworoza hamu nokulinda,She had been collecting indigenous seeds for preservation.
obujanjabi bukakora hamu n'emibazi endi,The medication with other drugs.
ebihuka bikarubatira hamu bihimbire murukara ebisosonkole nibibigara omukiju,The ants marched in a long line carrying crumbs back to their nest.
ebyenfuna nibija kuhambiriza emihendo okweyongera y'ebintu muno,The economy will face inflationary pressures.
nkega kwenyumirizamu nyeka ndi nobukuba muburumi-nikimanyisa nkyali mwomezi,I learned to be grateful even in pain-it means I'm still alive to feel.
kakuba gavumenti yataireho omuhendo gwahansiho habwengo zamani gizooba abantu abaingi bakubaire nibakozesa amaani agaani agarukugarurwa buhyaaka,"If the government had subsidized solar panels, more people would use renewable energy now."
okubura kwamaizi kutalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity affects agricultural production in the region.
omusaija takasferwaya embaagwa,He has never missed a dividend payment.
"hakumalira ye kyasa kinu, tuhindwire enkoragana yaitu n'ebyobuhangwa","The the end of century, we have transformed our relationship with nature."
"dora ebinyonyi omumwanya; rundi tibisigire okugesa, baitu iwe ise owomwiguru obirisa","Look at the birds of the air; they have not sown or reap, yet your heavenly father feeds them."
"dora ebinyonyi omumwanya; tibisigire rundi okugesa, baitu ise owomwiguru obirisa","Look at the birds of the air; they have not sown or reap, yet your heavenly father feeds them."
kakuba gavumenti yataireho gwahansiho omuhendo habwengo zamani gizooba abantu abaingi bakubaire nibakozesa amaani agaani agarukugarurwa buhyaaka,"If the government had subsidized solar panels, more people would use renewable energy now."
ebihuka bikarubatira hamu bihimbire murukara ebisosonkole nibibigara omukiju,The ants marched in a long line carrying crumbs back to their nest.
"omukazi akangambira,""omusana nigwija kujwa omurundi gundi nyenkya, kandi naiwe oti.""","She told me,""The sun will rise again tomorrow, and so will you""."
"kakuba omuntu afwa omukyaro kyaitu, abantu bona nibaija kwesoroza baije okusagika eka","When someone die in our village, the whole community will together come to support the family."
"kakuba obaire noyenda okwetegereza ebyobuhangwa baitu, tandika n'ebyokulya baitu.","If you wanted to understand our culture, start with our food."
ebyenfuna nibija kuhambiriza emihendo y'ebintu okweyongera muno,The economy will face inflationary pressures.
taxi empyaka bagitandikireho omwaka ogurukwija,The new tax has been implemented next year.
"Omukyaro kyaitu omuntu obwafa ,abasi,bensi boona baterana bazagika abafeerwa.","When someone die in our village , the whole community comes together to support the family."
ekitebe kyabantu nikinja kusagika bandi okuterayo akazina kandi kamu,The crowd will cheer for the band to play one more song.
"gunu omurundi wiiki erukwija, nitwija kubyama hamusa gwenyanja","This time next week, we will lie on a beach."
ekyoma kyomubaizi nikija kubaija ekisisani kuruga omukihinju kyekiti,The sculptor will chisel figure out of a single block of wood.
lyabantu igana bakatoka nokusemererwa omukoro gutakatandikire,The crowd buzzed with excitement before the show starts.
noyetagisibwa okaire okuba oyonjire amaino gawe emirundi ebiri buli mwaka,You have needed to have your teeth cleaned twice a year.
okucamuka kwamabale hansi omwitak nikwija kuletaho okuhangwaho obuhanga muhagati y'enyanja,The volcanic eruption will create a new island in the middle of the ocean.
okubura kwamaizi kutalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity affects agricultural production in the region.
abaserurizi nibaija kusoma endubata y'ebinyonyi obu barazonzora ekika ekihyaka ekyebinyonyi,The researchers will study bird migration patterns when they discovered a new species.
omusomesa wange owunyenda naija kungamba nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye,My favorite teacher will tell me that i had a gift- for writing those words stayed with me.
"kakuba isomero lyakubulize obusinge, tekerezamu haba kakuba haliyo omulingo gundi gwona","If school made you miserable, consider whether there's another way."
Orugendo rwegaali y'omwika kuraba omu bugwa izooba rukaba muno habwokuba nta hungi reho kakube kukoimya.,The train ride through the countryside was so beautiful that i did'nt sleep a wink.
nkasunga ekituru kyomutini nikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo,I watch a shadow puppet show that told the story of a great king yesterday.
nkasunga ekituru kyomutini nikyoleka ngu kikagamba oruganikyo rw'omukama owamani ijo,I watch a shadow puppet show that told the story of a great king yesterday.
"Enyunyuzi zaaka kukungi obuziba zili haraha ,n'etaara zomwabuga.",The stars shine brightly in the night sky away from city lights.
omumwaka ibiri gw'enkumi asaatu tufunire okukeha kwingi muno hakusisika kwobuhanwa,"By 2030, we achieve a significant reduction in the loss of biodiversity."
gavumenti eresireho enkora empyaka hali abalimi abakulima ebyokulya,The provided subsidies farmers who practice sustainable agriculture.
buli muntu watangantangaine amanyire ekintu - ky'otamanyire nigw'omugisa kukyega,Every person you met knows something you don't — that's a chance to learn.
"ekiniga nikija kwija omubicweka ebiro ebimu nisobora kwikya, ebiro ebindi tinkusobora","The grief will come in waves some days l can breath, some days l can't."
"nkaba nttaine kuninhira kwona ngu ninyija kusobora kugura eka eyang,baitu ndi hanu, nitekakaho omukono hakipapura wiiki erukwija","I never have thought l'd be able to buy mu own home, but here l am, signing the papers next week."
omutendereza naija kumanyira abakuru nekizina kye ijo,The praise singer honor the chief's bravery with song yesterday.
Abasungi nibaseyeya enyuma nomumaiso habwekizina ekiruugenda mpora mpora.,The crowd is swaying back and forth to the slow music.
ekitebe kikagwa omu 1977 mupolipo habw'okwahukana,The community collapsed in 1977 due to political differences.
naija kutunga okwimukizibwa ha mulimo,He will receive a raise at work.
"kakuba gavumenti omuhendo erakehya gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi","If the government will subsidize solar panels, more people would use renewable energy now."
okucamuka kwamabale hansi omwitaka kukabaruka kwaletaho okuhangwaho obuhanga muhagati y'enyanja,The volcanic eruption created a new island in the middle of the ocean.
ngira obuzibu by'okutekana n'okuhuliriza,I have had difficulty concetrating.
Akarwarro kaheereza obuheereza obukwatiraine n'okuzaara.,The clinic provides prenatal care for expectant mothers.
Ntiirelye ebisisani rudingisa nabusindika hamura kiro kyaijo.,I drew a funny cartoon and posted it on social media yesterday.
"hakumalira y'omusomo gunu, nitwegesa abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire","By the end of this project, we trained one thousand farmers in organic methods."
okubaira emiti nambere ebaire etemerwe kigaraho irindiro lyebisoro by'omukisaka mukicweka nambere byali,The reforestation project brings back wildlife that had disappeared from the area.
igana lyabantu lika semererwa omukoro gutakatandikire,The crowd has buzzed with excitement before the show starts.
ekika kyabaiito kulema nikija bunyoro kurugira kimu mukyasi kya 16th,The Babiito dynasty will rule Bunyoro since the 16th century.
enkoragana empyaka eyobusubuzi ekaimukya ebitundwa ye bw'obulimi aheru yihanga,The new trade deal boosted agricultural exports.
"dora ebinyonyi omumwanya; tibisigire rundi okugesa, baitu iwe ise owomwiguru obirisa","Look at the birds of the air; they have not sown or reap, yet your heavenly father feeds them."
abantu baisoroize omuka y'omunyoro habworukurato,People have gathered at the chief's house for the meeting.
takafikaga omugabo gwa abakama babizinesi,He has never missed a dividend payment.
nyirukire wange mwamunwani omukuru ijo,I have run into an old friend yesterday.
ekika kaitu nikija kugira engeri y'okutangira omwaka omuhyaka eyemabaganiza,Our clan will have its own special way of welcoming the new year.
ekitebe kigwire 1977 omu habw'okwahukana mupolipo,The community has collapsed in 1977 due to political differences.
"Enyunyuzi zaaka kukungi obuziba zili haraha ,n'etaara zomwabuga.",The stars shine brightly in the night sky away from city lights.
"omurundi gw'okubanza ninyija mwomubudabuda, kugenda nkatina ekinazonzora hali nyowe","The first time I will go to therapy, I was terrified of what I might discover about myself."
Hakumaliira kwe kyaasa kiru nitwiija kuba tumazire kwatundwira enkoragana yaitu n'ebyobuhangwa.,"The the end of this century ,we will have transformed our relationship with nature."
obaire noyenda okutekaho okwokya rundi aisi nambere hatunire obuhuta,You needed apply heat or ice to the injured area.
omulimi naija kugesa amacande ge kandi agatwale hakyoma,The farmer will harvest his sunflower and took it for pressing yesterday.
ekyaro kaitu kiguma nikiyamba abo abatakwesobora,Our village always helped those who are in need.
Abasigazi nibakora orugo rw'ente.,The young men are building the new kraal for the cattle.
abekento nibaija alipota y'omwaka,The finance team will finalize the annual
Uganda ey'ekyasa ekya eri 19 omubihandiiko ebyabakwenda abenjiri.,Missionary writings document 19th century Uganda.
okujwara noyetagisa pulasita okumara wiiki mukaaga,You have needed to wear a cast for six weeks.
taxi empyaka nejakutandika omwaka ogurukwija,new tax is implemented next year.
balima ni omusiri bakozesa turakita,They plowed the fields using a tractor.
omukazi naija kwega hakulima n'okulisa okwokwebaisaho,She will learn about sustainable agriculture.
obujanjabi nibwija kukorahamu n'emibazi endi,The medication will interact with other drugs.
buli orukwija muntu kutangatangana amanyire ekintu ky'otamanyire - nigw'omugisa kukyega,Every person you will meet knows something you don't — that's a chance to learn.
cukamba y'omuyanja ekaturukya ehuzo z'amakamba okwerwanaho,The sea cucumber squirted sticky threads to defend itself.
"kakuba obaire noyenda okwetegereza ebyobuhangwa baitu, tandika n'ebyokulya baitu.","If you wanted to understand our culture, start with our food."
"kakuba bus etandekere, tinanditangatangaine munyani wange muno","If i have not missed the bus that day, i never would have met my best friend."
nojakwetagisibwa okuyonja amaino gawe ebiri emirundi buli mwaka,You will need to have your teeth cleaned twice a year.
Okusendwa kw'itaka kuleteriize abalimi kuleka itaka lyaabo bakagenda mu bibuga.,The soil erosion has been forcing forcing farers to abandon their land and move to cities.
takafikaga omugabo gwa abakama babizinesi,He has never missed a dividend payment.
nyijukire aksumi kenyini nkimanyire akaba munyani owamazima-nambere omukasumi atalinsekeraize obukaba kubi,I have remembered the exact moment l knew she was a true friend - when she didn't laugh at my worst moment.
"hakumalira ye kyasa kinu, tuhindura ekoragana yaitu n'ebyobuhangwa","The the end of this century, we transform our relationship with nature."
owenanga ruhuhwa nayongeramu okukwatwaho kwobujure nokwecumitiriza gebidongp omumaraka,The harmonica player adds a bluesy feel to the band's sound.
"kakuba omuntu afwa omukyaro kyaitu, abantu bona nibaija kwesoroza baije okusagika eka","someone die in our village, the whole community will together come to support the family."
ngura ebintu omu buli supamaketi wiiki,I bought groceries from the supermarket every week.
abantu bombekere erihyaka iramizo namebere bona batina,The community has built a new shrine at the sacred spring.
anaga enjura naija kuzina nukwo enjura egwe egi eyitukwendera ebirimwa ijo,The rainmaker will dance to bring the rain that we for the yesterday.
"Obuntekereza ngu nkyetegeriize,nubwo nyega ekihyaka. ekintu","Everytime I think I've figured it out, I learn something new."
ekitebe ky'abantu kisagikire bandi okuterayo akazina kandi kamu,The crowd has cheered for the band to play one more song.
noija kwetagisibya okujwara pulasita okumara wiiki mukaaga,You will need to wear a cast for six weeks.
Noija kwetaagibwa kuteekaho obutagasi rundi obufuki ha kicweka ekihutaire.,You'll need to apply heat ice to the injured area.
naija kutunga okwimukizibwa ha mulimo,He will receive a raise at work.
omukazi akozire mukeeto kumara emyaka nyingi atakafokere CFO,She has worked in the accounting department for years before she became CFO.
Abasebeni bakagaruka nentekereza empyaka hamu nokunihira.,Veterans returned with new ideas and expectations.
Itwe tusiima emizimu ey'omunsozi nomumyandara namabaale.,We give thanks to the spirits of the mountains for the rocks and stones.
kakuba gavumenti yataireho omuhendo gwahansiho habwengo zamani gizooba abantu abaingi bakubaire nibakozesa amaani agaani agarukugarurwa buhyaaka,"the government had subsidized solar panels, more people would use renewable energy now."
okubura kwamaizi nikwija kutabaniza ebyokulima n'obulisa omukicweka,The water scarcity will affect agricultural production in the region.
omusomesa wange owunyenda agambira ngu nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye,My favorite tells me that i had a gift- for writing those words stayed with me.
ekyaro kaitu kiraguma nikiyamba abo boona abatakwesobora,Our village will always help those who are in need.
obujanjabi nibwija kukorahamu n'emibazi endi,medication will interact with other
"omurundi gw'okubanza ninyija mwomubudabuda, kugenda nkatina ekinazonzora hali nyowe","The first time I will go to therapy, I was terrified of what I might discover about myself."
