Runyoro,English
tukaruka ebira omwana waitu hanyuma y'emanzi eyalinzire ekyaro kyaitu,We name our son after the warrior who protected our village.
"ninyija okurora enyuma, nyetegereza nti akokali kasumi nambere bulikimu kyahindukire","Will back look, i realize that was the moment everything changed."
"okukorwa kwamaizi nikwija okubamu okucumuka ekika, okwekwata ekibale, kandi n'okugwa kwenjura","The water cycle will involve evaporation, condensation, and precipitation."
"kakuba obaire omuntu akusaba, nosobora okusabira eka yange esaara emu","If you have been the praying type, could you say one for my family?"
sente zempapura empyaka balihaihi okuzireta,The new currency notes are soon introduced.
"ekanisa yange ekaba ine enju etalimu bantu, kandi ngezaho okuyambayo omurundi gumu omuwiiki","My church had a homeless shelter, and I try to help there once a week."
"buli mugenzo gubaire gwine ekigurukumanyisa,nobu kiraba tutukugwetegereza","Every ritual has had a meaning, even if we don't always understand it."
Kulisiza ebisolo biingi hataito kikeheze kugarurwa buhyaka oku'itaka enjura obwerukuba eqwiire.,The overgrazing has been reducing the lands ability to recover after rain.
naija okugalihya emihanda y'entahyaye,He will diversify his income streams.
irwaro nirija okutunga omusabi owabaho obusagiki bwebyomwoyo,The hospital will have a chaplain available for spiritual support?
Buleemeziki obusobora kurunga omu kukozesa omubazi gunu?,What are the side effects of this drug?
ntangainege munywani wange owaira ijo,I ran into an old friend yesterday.
Embaza y'omurwaire ehindukireho habw'obujanjabi bwokubaza.,The patient's speech has improved with speech therapy.
abarangi nibaija okurozaho omukutu gw'okurangira omuhysks,The marketing team will test new advertising channels.
tutangira omwami omuhyaka n'ekijaguzo ekiha ekitinisa hali abaisenkuru abamukomeremu,We welcome the new chief with a ceremony that honors the ancestors who chose him.
kiki ekirikwija kuba ekyafayo ekyeka yawe hali kookoro,What will be your family history of cancer?
Enkoko nibaziriisa enjuma z'ebicooli.,The chickens are being fed with maize grain.
omumwaka gw'enkumi ibiri asaatu tufunire okukeha kwingi muno hakusisika kwobuhanwa,"By 2030, we achieve a significant reduction in the loss of biodiversity."
abantu bakehumuzamu habizina ebyamporampora,The crowd back swayed and forth to the slow music.
ninyja okusasura ebintu byange nsuwarensi ijo,I will pay my property insurance yesterday.
ljo omulimi akagesa ama candege agekijungu yagatwara rugasa,The farmer harvested his sunflower and took it for pressing yesterday.
Nyegere biingi hakwikiriza kwange habwokubaza nabantu abenyikiriza ezindi.,I've learned more about my own faith by talking to people of other faiths.
Ira natinaga Ruhanga baitu hati mpumurra omungonzize.,I used to be afraid of God-now I rest in God's love.
abekento nibaija kumaliriza alipota y'omwaka,The finance team will finalize the annual report.
omunya ruraiha rahuhanyga kira yairuka ekinyonyi kugikwaata,The skink wiggled its tail and escaped from the bird's grasp.
okulisa muno nikwija okukehya obusobozi bwitaka okugara enjura,The overgrazing will reduce the lands ability to recover after rain.
ebigonzi bitire omusa gwe enyanja gutabandize okutera omuranga,"The tsunami has struck the coastline without warning, causing massive destruction."
ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti,The sculptor chiseled a figure out of a single block of wood.
elyahuro ly'ebintu ebyafayo omubukama byatoro likatunga enyonyi y'ekijukyo,The Tooro kingdom's museum exhibited historical artifacts.
nsasura omusoro omubwire ijo,I pay my taxes on time yesterday.
Omulimo gwokugarraaho ebibira gugarwire enyamaiswa ezikaba zibuzire mukiikaro.,The reforestation project has brought back wildlife that had disappeared from the area.
ninyija okwaga ekintu kuruga hali abaana bange bulikiro- ninyenda obu tinkwenda,I will learn something from my children every single day — whether I want to or not.
ekeleziya haihi neka yange ekaba ine ebide ebitera ekiro kyona -nyegomba okubihuliriza,The temple near my home had bells that ring all day-I love hearing them.
naija okugira engeri akwija okundoramu endetere okuhura ninyowe nyeka omunsi,She will have this way of looking at me that makes me feel like the only person in the world
biki ebibaire birugiremu omukukozesa omubazi ogu?,What has been the side effects of this drug?
"obu natarukwija okurubata, nkega okuba wamani omubiro obunkaba","When I will not walk, I learned to be grateful for the days I could."
nkaba nyine ekitebe ky'okubalizaho n'abanyani bange bahaisomero ekibaire nikikora okumara emyaka ikumi,I had a group chat with my school friends that's been active for ten years.
orufu rwa isenkuru nyowe rubairekijaguzo ky'obwomezibwe - yatugambiraga enganikyo kandi twasekaga kuraba omuziga gaitu,My grandfather's funeral has been a celebration of his life - e told stories and laughed through our tears.
ekicweka kyenyegesa ey'obuhangwa kyegeseze ekumi nenkumi zabasomesa omubicweka by'obuhangwa,The environmental education center trained thousands of teachers in environmental topics.
enyange nija kwemera kurungi muno omumaizi gahaihi,The egret will stand perfectly still in the shallow water.
anagisa enjura akozire emigenzo lulinda ebirimwa ijo,The rainmaker has performed the ritual to protect the crops yesterday.
tukatangira omuhikirwaho omuhyaka n'ekijaguzo kyamani omumwezi ogurukwija,We welcomed the new chief with a big celebration next month.
Kugarraho buhyaka ebyasisikaire nukugenda omumaiso omubikaro ebyasisikaire.,Reconstruction efforts continue in affected areas.
"obworaba oine ekintu kyona ekyoyetagisize,iwe ngamba","Should you have needed anything, just let me know."
abantu baisoroize omuka y'omunyoro habworukurato,People have gathered at the chief's house for the meeting.
banka enkuru ekeheze amagoba,The central bank has lowered interest rates.
"kakuba obaire noyenda okwetegereza ebyobuhangwa baitu, tandika n'ebyokulya baitu.","If you wanted to understand our culture, start with our food."
ninja kuba nintina ruhanga- hati mpumura omungozi zaruhanga,I will use to be afraid of God-now I rest in God's love.
"Buli mwaka,nyetegerezaho muno kyonka nyetwarra bike.","Every year, I understand a little more and claim a little less."
ninyija okukebera emihendo yebintu buli nyenkyakara,I will check the stock prices every morning.
"Ekisaaru kigera mpora mpora kuraba mukihanga, nikireeta amaizi g'okusesiirra ebirimwa.","The river flows gently through the valley, providing water for irrigation."
okaire noyetagisibya okukebera igufwa lyawe ly'omugongo,You needed to have your bone density tested.
enkoko nibaija okuzirisa cacu,The chickens will be fed with maize grain.
omwani kituru hansi y'ebitoke,The coffee is shade-grown under banana trees.
kotoni akaba kirimwa kyasente omukyasi kya amkumi abiri m'uganda,Cotton became a major cash crop in the early 20th century Uganda.
omulimo gy'okuzirukya ekisaru gugaraho obwomezi bw'ebihangwa okumara emyaka etaano,The river reclamation project restores the ecosystem for five years.
nzinirenge ekidandali nabanywaani bange ekiro,I sang karaoke with my friends at the party last night.
"kakuba oburorwaho bweyongeraho, musere obuyambi by'abafumu bwango","If the symptoms have worsened, seek medical attention immediately."
omuranga gw'okumanyira eby'obuhangwa nigwija kuhika akakaikuru kamu,The environmental awareness campaign will reach over one million people.
tujagwize amagesa n'ekihuro ekikaba kirumu ebyokulya byona ebitwalimire,We have celebrated the harvest with a feast that includes all the food we have grown.
Akahuka nikajanjara muno mubantu?,The virus is circulating widely in the community.
Buli murwa guba namakuru noobu kiraaba tutugetegereza.,"Every ritual has a meaning, even if we don't always understand it."
ebiro bisaatu omurubuga orututekanizaga kubungira,Three days in a city we have never planned to visit.
ensi eyolekeze obukugu bwekika kyahaguru omumirimo,The earth has demostrate worked sophisticated engineering.
"omwaka ogututasobwoire ebisembo, nitwija okuhandika ebaroha - ekyaine eyange","The year we have not afforded gifts, we wrote each other letters instead - l still have mine."
ekinyonyi rururbatatoro kirekuurra handa kyacwanganiza ebiruka nukwo kihikeho amaizi,The penguin slid on its belly across the ice to reach the water.
okaire oyetagisibwe okutekaho ebizigo namberehamomere emirundi ebiri bulikiro,You have needed to apply the cream to the rash twice daily.
nkaba ndi parisi ngu nambere twatangata gaine,It was in Paris that they first met.
abalinzi bakora okuseruliriza hali engeri enjojo zibaza obu batungire okugarukwamu,The conservationists conduct research on elephant communication when they made a breakthrough discovery.
ninyija oba na akasondo omukisika kyange nambere nsasbira- kyanguhire baitu kihikirire hali nyowe,I will have a corner in my room where I pray-it's simple but holy to me.
Omubazi nigusobara kusasa baitu nigukora.,The treatment can be painful but is usually effective.
abajungu bahandikire ebyamaguzi kandi nendimi,Colonial officials have recorded local customs and languages.
mukene zesoroize hamu zona okuburanganiza esamaki enkoto,The sardines have together tightly packed to confuse the larger fish.
"kakuba nyine ekicweka kwokomeramu ahantu hona omusi, nandikomeremu akacweka akataito omuyanja","If I have anywhere lived in the world, I'd choose a small cottage by the sea."
ninyetaga kukehya sukali,I need to cut down on sugar.
Okusendwa kw'itaka kuleteriize abalimi kuleka itaka lyaabo bakagenda mu bibuga.,The soil erosion has been forcing forcing farers to abandon their land and move to cities.
"Kakuba nali ntatiire hansi y'ibaale , tinakwongiire kwombeka obw'omeezi bwange nkooku bugondeze.","If l had'nt hit rock bottom , l never would have rebuilt my life the way l wanted it."
naija okwongeze emirimoye yona habwe ebintubwe ebicwirwemu,He will accumulate a portfolio of dividend stocks.
"kakuba noija okutesiga omuhanda gwawe, tikine buzibu- abantu abakusinga bali","If you will be unsure about your path, that's okay — most people are."
naija okuhinduramu okusiga senteze omubulikimu,He will diversify his investments across sectors.
Omurwaire nayoleka oburorwaho bw'okukira.,The patient is showing signs of improvement.
tukahemba kando habwa baisenkuru itwe kandi tugabere enganikyo zabo hali abaana baitu,We lit a candle for our ancestors and tell their stories to our children.
omusigi akasiga ekisisani hakisika kisomero wiiki erukwija,The artist painted a mural on the school wall next week.
ninyija okusasura ebisale byange by'omutimbagano ijo,I will pay my internet bill yesterday.
Yusuf Lule akebembera ihanga habwakasumi kake.,Yusuf Lule served as president briefly.
omusoro omuhya nigwija kuteebwa omuunkora mumwaka omuhyaka,The new tax will be implemented next year.
asaswire amabanjage gona,He has paid off all his debts.
Kampuni nigalihya emirimoyayo omubusubuzi obwakalimagezi.,The company is expanding its e-commerce operations.
Abalinzi bebitwehinguliriize babaire nibekebiija engeso yebikuya byahansozi obubarozire ebintu ebikozesiibwe.,The conservationist were studying the behavior of mountain gorillas when they observed tool use.
Ai Ruhanga nolema ekayange kandi obalinde.,"Dear God ,please watch over my family and keep then safe."
irwaro likomeremu okujanjaba obwomezi byabakazi bonka,The clinic has specialized in women's health.
abaserurizi bahondire embera y'omuyaga obubazora orulengo rw'akabi ry'okutokora,The scientists have monitored air quality when they detected dangerous levels of pollution.
enyanja victoria ekaba nesingayo obukoto muafrika,Lake Victoria was the largest lake in Africa.
okucamuka kwamabale hansi omwitaka kuleterire okuhangwaho obuhanga muhagati y'enyanja,The volcanic eruption has created a new island in the middle of the ocean.
omulimi akahinduramu yagenda omukulinda eby'enyanja,The farm diversifies into fish farming.
joseph kony naija okwebembera orutaro rwokuhakaniza orwaLRA,Joseph Kony will lead to LRA rebellion.
obukama byakitara nibwija okwijukibwa omunganikyo n'omubizina,The Empire of Kitara will be remembered in epic poems and songs.
tutangirirege omwami omuhyaka n'ekijaguzo ky'ekitinisa hali abaisenkuru abamukomeremu,We have welcomed the new chief with a ceremony that honors the ancestors who chose him.
turukire omwana waitu hanyuma y'emanzi eyalinzire ekyaro kyatu,We have named our son after the warrior who protected our village.
"ekisurumba kikaseseka hakibaale, kyakora omuhangaizima omurungi","The waterfall cascaded down the cliff, creating a beautiful rainbow."
naija okubuza ebisumuruzobye,She will always lose her keys.
naija okubaigora omuti ogutali nugwo,He will bark up the wrong tree.
nibaja okwegura emotoka empyaka bonka na bonka,They will buy themselves a new car.
omuhendo gw'okuhingisa nigwija kuguma niguhinduka,The exchange rate will constantly fluctuate.
"kakuba oba yagegereho orulimi oruhyaka, nomanya omuniniro ry'okubaza orubazo rwonkubaza","If you have ever learned a new language, you know the thrill of your first real conservation."
"obumpimbire owaana wange owunazaire, nketegereza engozi zaruhanga hali itwe omungeri empyaka","When I have held my newborn baby, I understood God's love for us in a new way."
orora ota kasinga twija okuroramu muvi kirokinu,How about will watch a movie tonight?
abaserurizi basomereho endubata y'ebinyonyi obu bazonzoire ekika ekihyaka ekyebinyonyi,The researchers have studied bird migration patterns when they discovered a new species.
ninyija okwega muno hali okwikiriza kwange kuraba omukukaguza abantu abenyikirza ezindi,I will learn more about my own faith by talking to people of other faiths.
mpimire obusobozi byange na GPA ey'omwaka oguhwaire- ncyaliyo nikyakiterekereza,I have measured my worth by my GPA for years — I'm still unlearning that.
irwaro likaha okubungira n'okugema kwabaanakurungi,The clinic offered well-child visits and vaccinations.
"kakuba obaira omuntu akusaba, nosobora okusabira eka yange esaara emu?","If you was the praying type, could you say one for my family?"
"ninyija okwegambira nyeka ninyija okugenda omukitabu bukyali, kandi narora vidiyo mpaka saaha munana ez'ekiro","I will tell myself l'd go to bed early, and then watched videos until 2AM."
"kakuba obaire okyali omuhagati y'orukara orugumire, gumizamu n'osoma -tiniho hakumalira y'oruganikyo","If you have been in the middle of a hard chapter, keep reading - it's not the end of the story."
akarora ekyererezi ekyatakaroraga,He saw a strange light.
omukazi asoraize embibo entoro z'okwahura,She has collected indigenous seeds for preservation.
Abantu abalembwire ensi enu bakafuka-furukaga bahiigaga kandi basorooza ebyokulya.,The earliest inhabitants were nomadic hunter-gatherers.
orulengo rwemihendo nurwija kutekaana omubwanfu,The inflation rate will stabilize soon.
arolera ekitebe kumara emyaka nyingi atakabaire mukuru,She manages a team for years before she became director.
abasaija bombekere iramizo erihyaka erikwija okuha ekitinisa emyoyo y'ekisaru,The men have built the new shrine that will honor the spirit of the river.
"obu ndora enyuma, nyetegereza ngu akokali kasumi nabere bulikimu kikahinduka","Back looks, i realize that was the moment everything changed."
"Nkegambira nti ningenda kubyama kara, kandi namalirra nsugire ebisani mpaka saaha munaana ezanyenkyakara.","I told myself l'd go to bed early ,and then watched videos until 2AM."
naija kutunga okwimukizibwa ha mulimo,He will receive a raise at work.
"kakuba twija okilinda ebibira baitu, ntusobora okulinda engeri eby'ebihangwa eby'emihanda n'emihanda","If we will protect our forests, we can preserve biodiversity and prevent climate change."
tukaha okukehebwaho hamihendo buli mwaana n'abakuru,We gave discounts to students and seniors.
eka harwigi orukugarukaho nibaija okutugura ebyokulya by'omwezi gwona hanyuma y'okusemeza,The family next door will bring us meals for a whole month after my surgery.
ekicweka kyenyegesa ey'obuhangwa kyegesa ekumi nekumi zabasomesa omubicweka by'obuhangwa,The environmental education center trains thousands of teachers in environmental topics.
eka yaitu nija okuhondera omulingo gw'obusere gwenyini okumara ebyasa,Our family will follow the same marriage customs for generations.
embibo enu emyaka nija ruba nungi ha bwebicweeka ebyensozi,The new variety will be suitable for higher altitudes.
ekyombeko kya ntusi nija okwoleka obwakaiso byabaikazi orubuga abakara,The Ntusi will site shows evidence of early urban settlement.
nkakebera emihendo y'ebintu buli nyenkyakara,I checked the stock prices every morning.
tuhaireyo okwongezebwa kwa waranti hamasanyarazi,We offered extended warranties on electronics.
enu haihi ebaire nsonga kuru,This has been by far the best option.
Tuhemba emisimao kwijuka baisenkuru itwe kandi tugambira abaana baitu ebikubakwataho.,We light a candle for our ancestors and tell their stories to our children.
nyikaire nyine ekitebe ky'okubalizaho n'abanwani bange bahaisomero ekibaire kimazire emyaka ikumi nikikora,I have had a group chat with my school friends that's been active for ten years.
"nkaba ntakinihira nti ninyija kumaraho omwaka gunu, baitu hati ndihanu","I did not think I'd make it through that year, but here I am."
ebizina byenzarwa hamu n'okucekeca n'orunyegebirabaga mubuli mukoro,Traditional music and will dance accompained ceremonies.
nsabire obusnge omumadini gona-ntwena tuli bana baruhanga omu,I have prayed for peace among all religions-we're all children of the same God.
naija okukira kimu hanyuma y'okumusemeza,She will make a full recovery after the operation.
okulima enyiringani kukahondera orugyegye orwobuhangwa,Contour plowing followed the land's natural contours.
ekigongoro nikija okutahira omumusenyi obu ekihu kiragenda,The clam will burrow into the sand when the tide went out.
enkora y'okusesira ebirimwa amaizi ekayamba abalimi omukasumi kekyanda,The new irrigation system helped farmers during the dry season.
irwaro liherize okubungira n'okugema kwabaana kurungi,The clinic has offered well-child visits and vaccinations.
Ekiragiro rumara kiri omudiini zoona-okorre abandi iwe ebyokwenda bakukorre.,The golden rule exists in every faith tradition-treat others as you want to be treated.
Hampero ey'ebiro eby'okugesa nitwija kukora obugenyi.,We will celebrate the harvest festival at the end of the season.
