Runyoro,English
ninyija kusunga ekituru kyomutini ekirikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo,I will watch shadow puppet show that told the story of a great king yesterday.
izaniro ly'emizano likakingurwaho elihyaka hali abantu abaine obulema,The new theater was accessible to people with disabilities.
tuhaire amata g'ent ag'okubanza ba'isenkuru itwe,We given the first milk the cow to the ancestors.
"Obuntekereza ngu nkyetegeriize,nubwo nyega ekintu ekihyaka.","Everytime I think I've figured it out, I learn something new."
omunya gucikize omukira gwako kandi katoroka hali ekinyonyi,The skink has wiggled its tail and escaped from the bird's grasp.
tuhaireyo okwongezebwayo waranti ha masanyarazi,We have offered extended warranties on electronics.
nyikaire ninyetagisibya sukali okusara,I have needed to cut down on sugar.
ninyija kusiga ekihemeheme kandi nkisindike hamutimbagano nyekya,I will draw a funny cartoon and posted it on social media yesterday.
Omusaija akuziibwe hamulimo.,He has received a raise at work.
"buli mugenzo nigwija kugira ekirukumanyisa, nobu kiraba tutukugwetegereza","Every ritual will have a meaning, even if we don't always understand it."
ebintu by'emikono by'enzarwa tutwaraine okukora orubugo,Traditional crafts included barkcloth making.
okuhandika kwabaramagi nikwija okutandika omukyasa kya m'uganda 19th,Missionary writings will document 19th century Uganda.
nkasabira omumadini obusinge gona- ntwena tuli baana baruhanga omu,I prayed for peace among all religions-we're all children of the same God.
enyange imerire muno kurrngi omumaizi gahaihi,The egret has stood perfectly still in the shallow water.
"dora ebinyonyi omumwanya; bitasige rundi okugesa, baitu iwe ise owomwiguru obirisa","Look at the birds of the air; they did not sow or reap, yet your heavenly father feeds them."
bakitunzi batangatangaine omukuru kiguzi,The sales team has presented to a major client.
nuwe akwija okunyegesa ngu tikine buzibu bwona okusaba obukonyezi,He will be the one who taught me that it's okay to ask for help.
ekitebe kyabantu nikinja bandi kusagika okuterayo akazina kandi kamu,The crowd will cheer for the band to play one more song.
abasija bombekere abato orugo rw'ente ouhyaka,The young men have built the new kraal for the cattle.
naija okundindisa okumara esha yona,She will make me wait for an hour.
"kakuba omuro guba tigugwire mpaka nyenkya, ogaruke hairwaro","If the fever has not gone down by tomorrow, come back to the clinic."
omutendereza amanyira abakuru nekizina kye ijo,The singer honors the chief's bravery with his song yesterday.
izaniro ly'emizano likigwireho elihyaka hali abantu abane obulema,The new theater has been accessible to people with disabilities.
orufu rwa isenkuru nyowe nirwija kuba kijaguzo ky'obwomezibwe - yatugambiraga enganikyo kandi twasekaga kuraba omumaziga gaitu,My grandfather's funeral will be a celebration of his life - e told stories and laughed through our tears.
abaseruruzi basomereho engeri y'okuhindukahindikuka y'enyikara ekutabaniza ebyokulya obubatandikireho enkora empyaka,The researchers have studied the impact of climate change on food security when they developed new adaptation strategies.
ekika ky'ababiito kiremere bunyoro kurugira kimu omkyasi 16th kya,The Babiito dynasty ruled Bunyoro since the 16th century.
bakitunzi batangatangaine kiguzi omukuru,The sales team has presented to a major client.
etandikire NRA enkora endi,The NRA has developed a parallel administration.
eka yaitu ebaire nejaguza amagesa namazina agokusima itaka,family has always celebrated the harvest with a that thanks the earth.
cukamba y'omuyanja eturukize ehuzo zamakamba okwerwanaho,The sea cucumber has squirted sticky threads defend itself.
okutwarwa kwitaka nikwija okuletera abalimi okuleka itaka lyabo bakagenda kandi mumbuga,The soil erosion will force farers to abandon their land and move to cities.
nitwija kuha okusima hali emyoyo y'murusozi habwe emyandara na amabale,We will give thanks to the spirits of the mountains for the rocks and stones.
Nuwe yangambiire ngu kirungi kusaba obuyambi.,He's one who taught me that it's to ask for help.
nyowe nkozesa kaada -nsimbi habwobusiimo.,I use a credit card for the rewards points.
Obworaba nogonza kwetrgereza ebyobuhangi bwaaitu nebyokulya tandika byaitu.,"If you want to understand our culture, start with our food."
nkatera ekihemeheme kandi nakisindika hamutimbagano ijo,I have drawn a funny cartoon and posted it on social media yesterday.
abazirweneho bagarukire n'ebitekerezo n'okunihira ebihyaka,Veterans have returned with new ideas and expectations.
obujanjabi bubaire bwoburumi baitu nibukoraho,The treatment been painful but is usually effective.
akaire ruko kamu sabbiti erukwija nitwija kuhumuraho ha mwaro,"This time next week, we'll be lying on a beach."
nitwija kuha okusima emyoyo y'murusozi habwe emyandara amabale,We will give thanks to spirits of the mountains for the rocks and stones.
obujanjabi nibwija kuba bwoburumi baitu nibukoraho,The treatment will be painful but is usually effective.
Buli murwa guba namakuru noobu kiraaba tutugetegereza.,"Every ritual has a meaning, even if we don't always understand it."
balima ni omusiri bakozesa turakita,They plowed the fields using a tractor.
kaheereza Akarwarro obuheereza obukwatiraine n'okuzaara.,The clinic provides prenatal care for expectant mothers.
omulimi ayombire omusiri gwe gwamuhogo wiiki ehwaire,The farmer has weeded his cassava field last week.
noyetagisibwa okuyonja amaino gawe ebiri emirundi buli mwaka,You needed to have your teeth cleaned twice a year.
Obuguuda bwihanga butungire ogwokutemba omurro okwemihendo.,The economy is facing inflationary pressures.
nkozeseze kadi yabanka okutunga obugoba,I used a credit card for the rewards points.
omuranga gw'okumanyira eby'obuhangwa gukahika abantu akakaikuru kamu,The environmental awareness campaign reached over one million people.
omunya nigwija okucicya gwako omukira kandi katoroke hali ekinyonyi,The skink will wiggle its tail and escaped from the bird's grasp.
omukazi naija kusoroza embibo z'okwahura entoro,She will collect indigenous seeds for preservation.
hobworambagambaki tinsobora kuhingisa ebitekerezo,"No matter what you say, I won't change my mind."
ekaimera enyange kurungi muno mumaizi gahaihi,The egret stood perfectly still in the shallow water.
ebiro bisaatu murubuga orutubaire kwetekaniza kubungira,days in a city we will never plan to visit.
"nkaba nttaine kuninhira kwona ngu ninyija kusobora kugura eka eyang,baitu ndi hanu, omukono hakipapura wiiki erukwija","I never have thought be to buy mu own home, but here l am, signing the papers next week."
irwaro rikatekaho obujanjabi abaine bw'abazaire enda,The clinic provided prenatal care for expectant mothers.
eka yaitu nija kujaguzaga amagesa namazina agokusima itaka,Our family will always celebrate the harvest with a dance that thanks the earth.
buli muntu watangantangaine amanyire ekintu - nigw'omugisa kukyega,Every person you met knows something you don't — that's a chance to learn.
nijnja kwenga kwenyumirizamu nobukuba ndi nkyali omuburumi-nikimanyisa mwomezi,I will learn to be grateful even in pain-it means I'm still alive to feel.
"ekiniga kizirege omubicweka ebimu ebiro ninsobora okwikya, ebiro ebindi tinkusobora","The grief has come in waves some days l can breath, some days l can't."
"kakuba oraba ogondeze okumanya ebyobuhangwa baitu, tandika n'ebyokulya baitu","If you have wanted to understand our culture, start with our food."
cukamba y'omuyanja ekaturukya z'amakamba ehuzo okwerwanaho,The sea cucumber squirted sticky threads to defend itself.
"Tubanza okuha abakuru abaira , amata agatubanza okukama omunte.",We give the first milk from the cow to the ancestors.
anaga ejura azinire nukwo enjura egi egwe eyitubaire nitwendera ebirimwa ijo,The rainmaker has danced to bring the rain that we need for the crops yesterday.
noyetagisibwa okaire okuba oyonjire amaino gawe emirundi ebiri buli mwaka,You have needed to have your teeth cleaned twice a year.
embina yomukisaka ekairukya empara habwa mairu nyingiho kuhirya obuyajwahire,The wild dog chased the impala for miles until it tired out.
ebihuka bikarubatira hamu bihimbire murukara ebisosonkole nibibigara omukiju,The ants marched in a long line carrying crumbs back to their nest.
ebiro omurubuga bisaatu orututekanizaga kubungira,Three days in a city we have never planned to visit.
nkasunga ekituru kyomutini nikyoleka ngu kikagamba oruganikyo rw'omukama owamani ijo,I watch a shadow puppet show that told the story of a great king yesterday.
Kakuba gavumenti yakozeseze kare amaani Twakubaire lwiina ebitwehinguliriize ebyeowruuu muno.,"If the government had invested in renewable energy earlier, we could have a cleaner environment now."
wenanga omutezi akateranizaho omulere ha bandi,The harmonica player added a bluesy feel to the band's sound.
"Abarukuseruliriza bakaba nibecumuliriza habirukubaho hinduka habwempinda y'obwire haby'okulunda ebyokulya ,obubatandukire emihanda y'okulinda empyaaka.",The researchers were studying the impact of climate change on food security when they developed new adaptation strategies.
busayo ekibi kintu nkokurubata mukigana otajaire sokisi,There was nothing worse than stepping in a puddle with socks on.
"Obuntekereza ngu nkyetegeriize,nubwo nyega ekintu ekihyaka.","Everytime I think I've figured it out, I learn something new."
Abaana baitu benda kuhurra oruganikyo nkoku twatangatangaine.,Our children love hearing the story oh how we met -they make us tell it every anniversary.
cukamba y'omuyanja nejakuturukya ehuzo zamakamba okwerwanaho,The sea cucumber will squirt sticky threads to defend itself.
"omukazi agambire,""izoba abaire nirija kwimuka nyenkya,kandi naiwe oti.""","She has told me,""The sun will rise again tomorrow, and so will you""."
tujaguza amagesa hakumalira sizoni,We celebrate the harvest festival at the end of the season.
"nkaba ngu ntakunihira nisobora okugura eka yange, baitu ndi hanu, nitekaho omukono hakipapura wiiki ekwija","I never thought l'd be able to buy mu own home, but here l am, signing the papers next week."
nyinenkuru nyowe arukire ebigega kumara eby'akatale emyaka nyingi,My grandmother has woven baskets for the market for many years.
kampuni nija kutaha mukatale akahyaka,company will enter new markets.
omukazi hakulima akega n'okulisa habwokwebaisaho,She learns about sustainable agriculture.
ekitebe kikagwa omu 1977 habw'okwahukana,The community collapsed in 1977 due to political differences.
omukazi asoraize embibo entoro z'okwahura,She has collected indigenous seeds for preservation.
ninyija okugira obuzibu by'okutekana n'okuhuliriza,I will have difficulty concetrating.
itwe tuha endagaano eraihireho eyokulinda ebyamasanyarazi ebiguzirwe.,We offer extended warranties on electronics.
"akasumi kona ninyija kutekereza ntungire okugarukwamu, nyega ekintu kihyaka",Everytime I will think I've figured it I learn something new.
"kakuba gavumeti eratekamu sente omubintu ebikwegarukamu kara, okuba ntusobora n'ebyobuhangwa ebiyomjo","If the government will invest in renewable energy earlier, we could have a cleaner environment now."
kampuni etahire omukatale akhyaka,The company has entered new markets.
arolerire ekitebe kumara emyaka atakabaire mukuru,She managed a team for years she became director.
abekento nibaija alipota y'omwaka,The finance team will finalize the annual
obujanjabi bubaire bwoburumi baitu nibukoraho,The treatment has been painful but is usually effective.
"buli mugenzo gubaire gwine ekigurukumanyisa,nobu tutukugwetegereza kiraba","Every ritual has had a meaning, even if we don't always understand it."
gavumenti etairo enkora empyaka hali abalimi abakulima ebyokulya,The government has provided subsidies for farmers who practice sustainable agriculture.
omusaija akateka ze sente omumasamba,He invested in a real estate investment trust.
tarukwija kufika omugabo gwa abakama babizinesi,He will never miss a dividend payment.
enkoragana empyaka eyobusubuzi imukize entundwa ye bw'obulimi aheru yihanga,The new trade deal has boosted agricultural exports.
Hampero ey'ebiro eby'okugesa nitwija kukora obugenyi.,We will celebrate the harvest festival at the end of the season.
ekika kyababiito kilema bunyoro kurugira kimu omukyasa kya 16th,The Babiito dynasty rules Bunyoro since the 16th century.
ekikali kya tooro mu FORT PORTAL kisikirize baingi abagenyi,The Tooro palace in Fort Portal has attracted many visitors.
"ekiniga kiaizira omubicweka ebiro ebimu kwikya, ebiro ebindi tinkusobora","The grief came in waves some days l can breath, some days l can't."
abaana baitu bahulire nkonku twatangatagaine - batuletereza okukibazaho buli hanyuma y'omwaka baitu mubuswere,Our children have heard the story of how we met -they make us tell it every anniversary.
ninyija kusanga ruhanga muno ayanguhire omu by'obuhangwa kukira omubyombeko,I will find God more easily in nature than in any building.
amani g'okwombeka buhyaka nigaija kweyongera omubicweka ebyalibihikirweho,Reconstruction efforts will continue in affected areas.
bakwesoroleza abantu omuka y'omunyoro habw'orukurato,People gathered at the chief's house for the meeting.
obujanjabi bukakora hamu n'emibazi endi,The medication with other drugs.
anaga enjura naija kuzina nukwo enjura egwe egi eyitukwendera ebirimwa ijo,The rainmaker will dance to bring the rain that we need for the crops yesterday.
"kakuba omuntu afwa, ekyaro kyona kija okunahukara, oba babamanyire muno rundi tibabamanyire","someone has died, the whole village comes to pay respects, whether they knew them well or not."
obujanjabi bwali bwoburumi baitu bukakoraho,The treatment was painful but is usually effective.
Ebiro bisatu omu rubuga orututatekanizaaga kobunga.,Three days in a city we'd never planned to visit.
orufu rwa isenkuru nyowe kiri kijaguzo ky'obwomezibwe - yatugambiraga enganikyo kandi twsekaga kuraba omumaziga gaitu,My grandfather's funeral is a celebration of his life - e told stories and laughed through our tears.
wange omusomesa owunyenda agambire ngu nkaba nyine ekisembo kyokuhandika ebigambo ebi bikasigara nanye,My favorite teacher has told me that i had a gift- for writing those words stayed with me.
abasaija abato nibaija okwombeka orugo rw'ente oruhyaka,The young men will build the new kraal for the cattle.
"Nkaba ntamanyire ndisobora ogu kurabamu omwaka, baitu dora kandi hanu.","I didn't think I'd make it through that year, but here I am."
"kakuba omuntu afwa omukyaro kyaitu, abantu bona besoroza baija okusagika eka","When someone die in our village, the whole community together came to support the family."
omusoro gwa nigwija aberambanda kuhambiriza baingi omubusibi,Colonial taxation will force many into wage labor.
Omusiri gw'ebicooli gulirwe kandi gwasiswa ihe ly'empuhira.,The maize crop has been damaged by fall armyworm.
ninyetaga kukehya sukali,I need to cut down on sugar.
obubakozire okuseruruza okubatetekanize,When they have made unexpected discoveries.
ekitebe kyabantu kikasagika bandi okuterayo akazina kandi kamu,The crowd cheered for the band to play one more song.
nyinenkuru nyowe naija kuruka ebibo eby'akatale kumara emyaka nyingi,My grandmother will weave baskets for the market for many years.
"y'omusomo hakumalira gunu, ni twija kuba twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire","By the end of this project, we train one thousand farmers in organic methods."
NRA ekora nejakutandikaho endi,The NRA will develop a parallel administration.
okuhandika kwabaramagi kukatandikwaho omukyasa kya 19th om'uganda,Missionary writings have documented 19th century Uganda.
Ntaaha nyine okutekaho obuleemezi omutiima.,I've been having difficulty concetrating.
Akatebe akeby'ensimbi nikamaliiriza ensoborra ( ripoota ) eyabuli mwaka.,The finance team is finalizing the annual report.
andindisize okumara esaha yona,She has made me wait for an hour.
ekika kaitu kikaba kine engeri y'okutangira omwaka omuhyaka,Our clan had own special way of welcoming the new year.
obubarakoradi okuseruruza okubatetekanize,When they will make unexpected discoveries.
NRA nejakutandikaho ekora endi,The NRA will develop a parallel administration.
buli muntu watangantangaine amanyire ekintu - ky'otamanyire nigw'omugisa kukyega,Every person you met knows something you don't — that's a chance to learn.
izaniro ly'emizano likigwireho hali abantu abane obulema,The new theater has been accessible people with disabilities.
Kakuba gavumenti yakozeseze kare amaani Twakubaire lwiina ebitwehinguliriize ebyeowruuu muno.,"If the government had invested in renewable energy earlier, we could have a cleaner environment now."
Ekiro ekyaijo nsaswirege ensuwarensi eya matungo gange,I paid my property insurance yesterday.
ngura ebintu omu supamaketi buli wiiki,I bought groceries from the supermarket every week.
nojakwetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka,You will need to have your teeth cleaned twice a year.
"Kakuba obumanzi ntaratungire bw'okubaza nawe eki, twakuferirwe buno obunywani.","If l hadn't mustered the courage to talk to her that day , we would have missed out on this friendship."
"zaaka Enyunyuzi kukungi obuziba zili haraha ,n'etaara zomwabuga.",The stars shine brightly in the night sky away from city lights.
obujanjabi bwali bwasente nyingi baitu nibukoraho,The treatment will be expensive but effective.
Omusiri gw'ebicooli gulirwe kandi gwasiswa ihe ly'empuhira.,The maize crop has been damaged by fall armyworm.
omukazi naija kusoroza entoro z'okwahura,She will collect indigenous seeds for preservation.
akaire ruko kamu sabbiti erukwija nitwija kuhumuraho ha mwaro,"This time next week, we'll be lying on a beach."
abaseruruzi bakasomaho engeri y'okuhinduka hinduka y'enyikara ekutalibaniza ebwokulya enkora obubatandikireho empyaka,The researchers study the impact of climate change on food security when they developed new adaptation strategies.
omulimi naija kwombera omusirigwe gwamuhogo wiiki ekwija,The farmer will weed his cassava field next week.
irwaro ritaireho obujanjabi bw'abzaire abaine enda,The clinic has provided prenatal care for expectant mothers.
kotoni naija kuba kirimwa kyasente mukyasi kya amkumi abiri,Cotton will become a cash crop the early 20th century Uganda.
nsasura ebintu byange nsuwarensi ijo,I pay my property insurance yesterday.
amani g'okwombeka buhyaka geyongire omubicweka ebyali bihikirweho,Reconstruction efforts have continued in affected areas.
obujanjabi nibwija kukorahamu n'emibazi endi,The medication will interact with other drugs.
