Ekiijuju	Tsetse fly
entaahya	money received
Ipapaali	A large tropical fruit
Enganzi	Preferred , most liked.
Owensoni	Reluctant to draw attenntion to oneself; shy
Empaya	A fast-flowing and turbulent part of a river
okufuhya	Not allowed; banned
Kwekebiija	Formal test
ekirisira	The process of obtaining food
ekijukizo	A statue or structure established to remind people of a person or event
kukoma	Separating by quality
Ebitwehinguliriize	The surroundings or conditions in which a person, animal, or plant lives
Amahanga	From another country
Kusuuhuka	The act of leaving one's own country to settle permanently in another
Chapo	A small building for Christian worship
obulemi	governing body
Kuzimba	An enlargement of a body part
Kale	Ok, acceptable
kwokya	high temperature;spicy
Okuhiganizibwa	Hostility based on religion
Omulingo	A category of art
ekyobulyo	Relating to ancient Greek or Latin literature
Kuseruliriza	Carry out a systematic inquiry to discover facts
Ekiteme	A clearing of a bush
Kutaswaaaga.	Using less energy to provide the same service
esapeho	head covering
Ebyaakyo	A flower or a mass of flowers on a tree or bush
Kaitabuhuka	A disinfectant for hands
ziingaha	informal greeting
manyeki?	short for "what's up"
Okuhandika-abakozi	Process of hiring
ekirale	Something handed down by a predecessor
tamu	to contain as part
Ekisusu	Tree covering
Entebe	A separate seat for one person
Enfuka	A tool for weeding and breaking up soil
Omunyabuzaale	Family member
Eby'omwoyo	Relating to the spirit or soul
Ediini	A system of faith and worship
Kuzoora	The action of discovering something
Ninsobora	Expressing possibility
kuhingisaniza	Exchange goods or services for other goods or services without using money
Harukwera	The inner sanctuary of the Temple in Jerusalem
Kabiri	Twice as much
Omuyembe	A sweet tropical fruit
Ekitebe	A group of students who are taught together
Silimu	Acquired Immune Deficiency Syndrome
nsimbi	The remains of a prehistoric organism
nikigambwa	asking for translation
mutandiki	A person who is among the first to do something
embaaho	Timber sawn into rough planks or otherwise prepared
Dalayilama	The spiritual leader of Tibetan Buddhism
oruganika	A spoken or written account
Kweyiita	Intentional self-killing
omuhondezi	A person who supports and admires a particular person or set of ideas
Monasituri	A building where monks live
ekisika	Side of room
ekitabu	Direct descent from an ancestor; ancestry or pedigree
ebeeru	A piece of material extended on a mast
abamatwale	Relating to colonialism
kuguza	The system of moving products
obuhuka	Single-celled microorganisms, some causing disease
Akahuka rujunjuuru	Gnat
Okujumika	A forcible overthrow of a government
okuhanika	Ceasing resistance to an enemy
Kutamba	Relief from disease; a successful medical treatment
Okuduma	A short sermon
oruhumura	day off from work ;vacation
Okusiiba	Abstaining from food for religious reasons
Amahiga	The three stones where a pot sits while cooking
orulengo	size of production
Obwesige	Trust, self-assurance
Obuso	Front of head
Darama	The eternal order of the universe
Encu rulya ziindi	Tigerfish
Omurogo	A person believed to have magical powers
omukura	A channel for bringing water
Nyenkya	The day after today
Kufuruka	Movement of people to a new area or country
omugezi	Wearing away of topsoil
Omukozesa	Person who employs others
Kuhaisaniza	Deep love and respect
Obulema	A disruption of normal physical or mental functions
Kugumirirwa	The state or condition of being difficult
Omunyerre rwamisiri	Ichneumon
kusiima	feeling thankfulness
Akoraheeka	The luggage will carry
hagatinahagati	Beginning a story 'in the middle of things,' rather than at the start.
enkungani	A serious disagreement or argument
Abaigara	The Abaigara people dont disturb others.
Abantu	Plural of person
eumwa	feeling or showing the need for food
mukama	A member of the aristocracy
Ayekamba	He puts effort/ tries
ofiisi	Place of administrative work
Ensubikirro	A citation of a source of information
Obujune	Feeling sorrow
Kimbaara	Unable to see
Ekitungeezi	Land consisting of marshes or swamps
Ababyansi	The Ababyansi are hardworking people
omugambirizi/omuhandiki	The distinctive style or manner of expression of the narrator or author.
Akayamba	A reed percussion instrument with a rattling sound
Ekihandikirwe	A spoken or written account
Enyigamo	A place giving temporary protection from danger or bad weather
Akatale	place to buy food
Ebyomumaiso	Time to come
keeki	sweet baked dessert
Kutangira	The action of stopping something from happening
Akajagaarro	Causing great enthusiasm
Abahakani	The faith of Protestant churches
kukebedo	Testing a urine sample
Kwatana	Communication; to get in touch
orukanga	A preliminary version
etaaba	A cash crop used for smoking
Kusisimura	A reawakening of religious faith
Okukanya	Period of growth
Ekitoogo	Land consisting of marshes or swamps
nyarwewefoora	Person who looks like another actor
Kazini	A priest or priestess acting as a medium
Itaagi	Local office
omuhiigi	A person who hunts wild animals for food or sport
Okufurunguka	Abandonment of one's religion
Ekihulirizo.	An instrument for listening to the heart
ruboijana	A long speech by one actor
kizaani	The main actor
toma	to estimate without
Obutagasi	The degree of heat of the body
ekizibaaho	outerwear for cold
Ekibumba	A carved figure of a religious person
kirikaija	easily persuade to believe something
emizizo	A prohibition based on social or religious custom
ekiti	The hard fibrous material from trees
mwijukuru	Child's child
kujanjaba	A medicine
Omutindo	A mark indicating the quality of a student's work
Amabona	The eyes of the king
Okuramaga	A journey to a sacred place
Haterekeriire	Level, apartment
Abagondi	The Abagondi are happy people.
Endugirro	A place, person, or thing from which something originates
endagaano	A formally concluded and ratified agreement between states
orubuga	large town
Endagiroo	A doctor's instruction for medicine
Ekisuzi	A small wild cat, the ancestor of the domestic cat
okuswekerra	The use of hints or clues to suggest events that will happen later.
omwebembezi	The person who leads a group
Kusemeza	Treatment by operation
Ekitabule	Genre from West Africa
endengesaniza	Figure of speech comparing things
Kucwamu	Conclusion reached
Ehuuma	Utensil with prongs.
Enjwa	The loss of blood
Kulinda	Preventing decay of food
bamuragire	Release from a hospital
Abagere	SUB CLAN
Ebisasiro	Waste material
Kafumura	A weapon used to break fortifications
Hazihire	Extending far down
Habita	The distinctive clothing of a religious order
Omudimo	A large container with a handle
omuhandiiki	adminstrative worker
ekikomera	A traditional African village of huts, typically enclosed by a fence
Embeho	The quality of being cold
Emaliira	The conclusion to a song
engoye	items worn on the body
tunga	to posses
Okwahurwa	The ceremony of making someone a priest
Kulemererwa	Life-threatening organ dysfunction from infection
Ekirengeso	A formal test of a person's knowledge or proficiency
omusubaaho	acylinder or block of wax with a central wick which burns to produce light
oruguudo	A path for vehicles
oobutunzi	A fungal growth with a stem and cap
Abaduuma	The Abaduuma are guards to King and walk so close to him.
Kacwanyigi	A device for breaking down doors
omwebembezi	invited visitor
Kampuni-engazi	Business undertaking
okusemera	The state of being clean, often ritual purity
okwemerrahamu	Unity or agreement of feeling or action, especially among individuals with a common interest
Okubinga abakozi	Dismissing
Katondogorozi	A book listing words of a language with their meanings
Ekiro	Specific day; romantic meeting
akatale	A place where goods are sold
Enjwara	Traditional attire / wear
omunyanzigwa	A person who is actively opposed or hostile to someone or something
mujukuru	A person who is descended from a particular ancestor
ekipumpulira	garment from waist down
Encu kalindirwa mukirahule	Barb
Enjunjuzi	Stingless bee
ekikaali	The official residence of a sovereign
Kifumbira	AS man to whom someone is engaged to be married.
Omunaara	A Buddhist temple tower
Kwehemba	Say something in a boastful manner
by'omuka	Farming to feed oneself and family
Omuguzi	Person who buys goods
Okwibikwa	Dipping in water for baptism
Ryorwezo	A rich soil of sand, silt, and clay
engoye	items on the body
Kujuna	Deliverance from sin
endemu	A tool for chopping wood
Iraka	The quality of sound from frequency
entangauzi	A spicy root
Hambuga-nkuru	Main office
Nukwo	Completely; without question
entahi rwombeka budongo	Martin
ebikwato	The emblems or insignia of royalty; elaborate ceremonial dress
Ningonza	Want to
Kulemeraho.	Special importance given to something
okuseesera	An incursion into another territory
Akahuka rwamubu	Midge
Ekinyonyi	A warm-blooded, egg-laying vertebrate with feathers, wings, and a beak
Kusemeza	Surgical delivery of a baby
endango	musical performance
Agonza	He loves
kwegarukamu	Sincere regret for wrongdoing
Ibura lyebintu liresire buli muntu kuserra esabuni.	Shortage
Kuiba	Acting dishonestly to gain an advantage
omusiwensi	A legally recognized subject or national of a state
Ekyokwesimuza	A piece of thick absorbent cloth or paper used for drying oneself or wiping things dry
obutwa	A substance causing harm
endahi yakasoke rubyama	Francolin
Ekitahinduka	A principle or set of principles laid down by an authority
Kugugumuka	Response to medicine
ekituuro	burial place
emikorre	The usual way of doing something
Embibo	A flowering plant's unit of reproduction
Ebigogo	Banana fibre
kusitaza	Not sacred; secular; showing contempt for God or sacred things
haihina	approximately; in a circle
Zeni	A school of Mahayana Buddhism
Akacumu	An instrument for writing with ink
Karata	An orange root vegetable
lodesi	A French town known for pilgrimages
Ayatola	A high-ranking Shiite religious leader
Rabbai	A Jewish teacher or leader
Ebitungwa	Farm animals regarded as an asset
Timetable	A schedule showing times at which events take place
ebitakuli	A sweet-tasting tuber
Kara	Before expected time
obugabe	The power to act without hindrance
Ensaagi y'ebyokulya hanyuma y'omusano tugiha abakozi.	Surplus
Ebibuga	Urban areas
ekibumbirwe	An object made by a human
iseero	A building with machinery for grinding grain
Embogo	A large Africa ox with dark horns
omugobe	Leaves of cowpea used as vegetable
omusiri	area for growing plants
ekibira	corridor ;large room
Abacwamba	The Abacweezi ruled the Empire of Bunyoro.
okubalirra	cost of advantages from scale
Emamba kaggambisa ibango	Squeaker
omusango	culpable of or resonsible for a specificied wrongdoing
Abagimu	The ABAGIMU are strong and Brave.
Ebigonzi.	A raised mass of water moving along the sea surface
Orubazo	Informal talk
Omuzinga	A large or dense group of flying insects
ekyesomeko	Protective clothing
Ekihongwa	A thing offered to a deity
kwaata	to capture
enkungani	A disagreement or argument
kucikababiri	Conversation between actors
Kulindiirra	A list of people waiting for something
Kunuliirra	Tasting very good
Ekisisi	Calabash / hard shelled gourd
emponderana	The main sequence of events that make up a story.
Rasita	A religion that emerged in Jamaica
obwemi	An act of resistance
Mulingoki	Asking about manner
Esabuni	Cleaning substance
Kabaday.	Flat board for storage
okuhweza	An advanced stage of human society
iba	male spouse
Araali	Araali is a pet name for men
Omuswija	High body temperature.
ebijaga	A bacterial STI
Amapapali	The popal
Boojo	Male youth
Ngarukiramu	When you didn't hear someone
Omuzini	A person who plays music.
Ekijuma	Sweet plant food.
Kwegesa	Relating to teaching
kukwataniza	The process of working together to the same end
Kyakana	Fourth day of week
ebinyansi	green ground cover
obwire	Measurable period
Nsobeze	My mistake
Kuteeraniza	Link or relationship
ekinjonjoro	A structure where bees live
Gezesa	Scientific test , to try
Arukwera	Sacred; worthy of worship
Epampa	Soft fabric from plant
ekibunda	covered with clouds
embarasi	An animal used in warfare
akamanyiso	A heraldic device or symbolic object as a distinctive badge
entajumba	Guinea fowl
haihi kukinga	near
Kasumiki?	Asking about time
Injini	Machine with moving parts.
kufeerwa	Money lost
Bbara	Place for serving drinks
omuruki	A person who weaves fabric
Okugaya	Violation of a sacred thing
omwanya	A gap or omission in the timeline of a story.
muhuruzi	A structure defining an area
Ebisa	The process of childbirth
esapeeho	A protective head covering
hanika	to suspend ;to spend
Kusiiga	The process or product of applying paint
ebiturukire	amount produced
Ibumba	A malleable material for modeling
Itwale	Administrative area
Orubuga	A built-up area larger than a village
Abazani	A group of players forming one side in a game
Engura-yebintu	Using goods and serviices
Abakoyo	The Bakoyo clan love one onother.
Mpakaine	informal no
omuganikya	A West African historian and storyteller
omunyoro	A leader of a people or clan
Ekicumuro	A burnt stick in fire
nka	in the same way
Enkoko y'ekisaka	Cuckoo
kWETEGEREZA	Facts information and skills acquired through experience or education
Byoona	The whole quantity
Enyongezo	A repeated/additional performance
Ekitiniisa	Relative social or professional position
Ise	Male parent
Ekyokubiiha	A lie
Kwemanyiiza	The action of introducing someone to a new post or position
Kulaawa	Removal of testicles
oburugwa	A place from which information comes
Kigumire	Causing difficulty; hard to deal with
kuhwehwetena	Phrases like 'he said' that attribute speech to a character.
motivation	The action of giving someone support confidence, or hope
Owekihika	Eager to know or learn something
Zigisa	Having curls
kuhindurana	Turning over soil before planting
orame	farewell expression
Omusa	The side of a river
Okwikiriza	Complete trust in a religious doctrine
Ebimera	The plants of a particular region or period
Kyenju	Color of sun
Abasekera	Clan in Bunyoro and Tooro
Ekyokwoleka	An item on display
obwikazi	Coming to live in a foreign country
Omusisa	A sudden and violent shaking of the ground
Amaizi	A liquid for drinking and cleaning
omukama	A male ruler
Ngoma	A drum in various African cultures
kukonderza	A series of words said as a magic spell or charm
hakana	to strive against others
omugambirizi	The image or personality a character presents to the world.
Kampuni-kalyemwendi	Company controlled by another
ekisembo	something given freely
Okugumisiriza-ngana	Acceptance of different religious views
Purayori	A small monastery or convent
atalyeba	A traditional story sometimes regarded as historical
Endugirro	A firsthand account
ebiroho	Living or occurring at the same time
omujenjeezi	A person who moves from place to place
abatesobora	A poor smallholder farmer
orirwata	greeting used afternoon
Enkura-kurana	Growth in skills
Ekitundu	The under wear knickers
Omwaanya	The area around or within shapes
Kusuhuuka	The action of coming to live permanently in a foreign country
Kaikarakamau	A spirit that guides a person
orusu	Top covering of building
Ayebembera	He leads
ipeesa	small fastener for clothes
Omukwenda	A messenger or missionary
Ekyanda	The part of the year with little rainfall
obwemi	A rebellion
omwerugwa bakozi	laborforce
omuchezi	A god or goddess
okuramukya	A polite word or sign of welcome or recognition
gura	to purchase
Omukuru	Supervisor at work
Tulumuda	The central text of Rabbinic Judaism
obwomeezi	state of being well
Wenka	Having no one else present.
omwaro	A town with a harbor
Rugaatwa	The principal church of a diocese
kiki?	Asking about a thing
obubiito	People of royal status
Ebinyansi	Vegetation consisting of short plants with long, narrow leaves
Ruteraniza	Join something to something else to increase the size number or amount
enaijoro	A curved blade for cutting crops
Ekihangirwe	A creative product
Ebigambo	The body of words used in a particular language
Kurusifikisi	A cross with a figure of Jesus
Ekidipa	A small body of still water
Omubiri	Physical structure of a person
Obutasemera	Not sacred; secular
Omwaata	A wild plant growing where it is not wanted
Omukozi	Person employed
Kutarubata	Restriction of movement
Kweseemura	A sudden expulsion of air from the nose and mouth
kujanga	A genre about love
irimbo	burial ground
Entahiirro	The place where a river enters the sea or a lake
omusomesa	A person who teaches especially in a school
abalimi	An agricultural laborer bound to the land
Okugwa-kwemihendo	Decrease in prices
akakwataniza	A section connecting two parts
Ebyensi	Not connected with religion
Kucwekaho	A sudden occurrence of something
Omuzini	A singer(using voice to sing or present a song)
hurra	to perceive sound
Omudomadoma	Lacking good sense or judgment, unwise.
kusarara	Blood supply cut to brain
Kurora	Watch carefully especially to learn something
Ekyanyenkya	First meal of the day
Encu rwomubisabu eya Asia	Carp
Endahiro	A solemn promise invoking God
ebitairwemu	resources used
lengesaniza	to examine similarities
Nyakatagara	A person authorized to perform religious rites
Ebyobwomeezi	A biographical film
nkora-byange	supporter of capitalism
Ekyokuhanikaho	A stand for holding an artist's work
irimbo	A large burial ground
Mwoyo	A non-physical being
Egabu	A long story of heroic achievement
Soborra	Report or description
orutambi	A disc for recorded sound
omwegi	A person who is studying at a school or college
Omusega	Wild dog
Kugonyorra	Treatment by physical methods
oburorwaho	The use of symbols
Okusandaara	Overflow of water
Kujwa	Lose blood
Ekibunda	A religion based on the teachings of Buddha
Enkinzo	A sharp point for injections
okugabura	A marriage ceremony
Okwecumitiriza	Deep reflective thought
akabengo	A slab of clay or stone for writing
ebicooli	Corn; a cereal plant with large grains on a cob
okulema	Government or control
Baasi	Public vehicle
Ekyeeya	A large area of flat land with few trees
KUBARA	The ability to understand and work with numbers
ekyeeya	A grassy plain in tropical regions, with few trees
kwaaga	The process of a solid turning into liquid
Bisunsa	Edible leaves of pumpkin plant
Omukazi	An adult female
Abaseegu	section of royal musicians who play rattles
Turipitaka	The Buddhist canon of scriptures
omugendagenzi	Moving livestock between seasonal pastures
Kwecumiitiriza	Careful to inconvenience or hurt others
kuramaga	A journey to a sacred place for religious reasons
okwegomboza	act of choosing
Omusiitale	A long, narrow mark
Omuhendo	Amount to be paid
empuku	A spicy or sweet vegetable
abatakamu	business with partners
Kazooba-mutagwa	Present everywhere
Nitwingana	Classless social system
omuyaga	Moving air
ekitinisa	High respect; great esteem
yekaru	A building for worship
Kwehurra	Psychological well-being
Ihembe	A hard growth on the head of cattle
Omuhendo	Price for transport.
Kusiima	Expression of gratitude, especially to God
omuanguzi	A person who takes part in a revolution
Kusoborra	A statement that makes something clear
Abagonya	The Abagonya are not many in Tooro.
Misonare	A person sent to spread their religion
yeta	to telephone ; to shout
ensuburrana	activity of buying and selling
kubyaara	Plant seed by scattering it on the ground
Kikooto	Large in size
Kwookya	The process of baking clay
Ekyaaro	A group of houses in a rural area
Ego	Acceptabl; yes
Ekizinga	A piece of land surrounded by water
Kuliisa	Feed on grass in a field
Baha’i	A religion founded in the 19th century
Omuruki	A person who makes baskets
Abakondere	Men who use trumpets in the royal dance .
Kirikita?	informal greeting
omwaka	The time taken for the earth to orbit the sun
Ensenge	Giant forest hog
ekyokurwanisa	Instrument for fighting
Kurubata	Ability to move
ninyetaaga	expressing necesity
Ihunga	Disturbed weather
Enkojo	A mark left after healing
Obuzibu	Immune reaction to a substance
okuhingura-hakasumi	work beyond the regular working hours
kwegarurrana	The restoration of friendly relations
obutahurra	The refusal to obey certain laws
Ekirengo	A task or situation that tests someone's abilities
Misani	An organization sending missionaries
Kutagonza	Having an allergy
obukama	A country ruled by a king or queen
Kwimukya	The ability to resist a particular infection
Ebihangwa	A community of living organisms
kuragaana	A solemn promise or pledge
Kwihaho	Not including , but
Okumulikirwa	The state of having spiritual knowledge
Gehana	A place of punishment for the wicked
orugo	A barrier to keep animals out
Zorosituriyani	An ancient Persian religion
inoni	white limestone for writing
Emirimo	Commercial enterprise
Nyinababikira	The head of a convent
Kusomoka	Displacement of a bone from its joint
chai	The seed of the coffee berry
Ihuli	An oval object laid by a female bird
kusa	Grinding grain into flour
Owibaralyange	A person or thing that has the same name as another
Kulikaana	An event in which people compete
Gumya	Not soft , company
omuzaano	A dramatic work for theater
Ekigendererwa	Not influenced by personal feelings or opinions
oruhiira	A fire in scrub or a forest, especially in Australia and Africa
omuswura ibaaga	Hornbill
Omwaanya	The envelope of gases surrounding the earth
enfumo	A short saying
Enkoko	A domestic fowl kept for eggs and meat
omutaahi	A person living next door to or very near to the speaker
omugwetwa	A person entitled to inherit
Okukizibwa	The process of becoming healthy, often spiritual
kisisimadinda	A West African xylophone
omunyamatwale	A person who settles in a colony
Oburangi	A message from a divine being
Ekirukurorwa	Art that is visual in nature
Kuzaara	The act of a sheep giving birth
Ebyokubyamira	Dried stalks of grain used as bedding
Balimi	They grow crops
edwaire	An instance of a disease
ekituuka	The blocking of sunlight
Omwesetiki	A person who practices severe self-discipline
Isenkuru-Itwe	A deceased person who is venerated
oine	go to
hokwahura	A large building for storing goods
Koorra	Expelling air from lungs
obusumi	A sequence of events
kutondoora	Removing shells from nuts
kubunga	to leave home for social activity
engero	A traditional way of behaving
Canta	A repeated rhythmic phrase, sung
Vajarayana	A branch of Buddhism, Tibetan Buddhism
Engezi	A small, narrow river
Kwetegereza	Relating to the intellect
Ndakurora	informal farewell
Obulema	A physical or mental impairment
Capulaini	A member of the clergy attached to a institution
Orubbaaho	A dark-colored board that a teacher writes on with chalk
Ebirugiremu	Information about reactions to a product or performance
Enyamaiswa	Wild animals collectively
Ayera	He is Holy
ekiganyiro	A regretful acknowledgment of an offense or failure
enfabu	A piece of armor carried for protection
Hansi	Toward lower place
RUZOONZOORA	Create or design something that has not existed before
ekirungo	A nutrient essential for plant growth
omusagiki	A person or organization that cooperates with another
omubusinge	A long and distinct period of time
amagoba	non-wage compesantion
Kura	Said after someone sneezes
Cantagirigoli	A type of medieval chant
Ebisoro	The animals of a particular region or period
Kukangarra	A bacterial disease causing muscle stiffness
omurwani	A brave or experienced soldier or fighter
kaho	A small round green seed
Tikulimuno	response to thanks
ekihandiiko	An author's text
Omugonzibwa	Romantic or business associate
kuihuurra/kuihuuruza	Move a plant to another location
ebikozirwe	A synthetic pesticide
embaaho	Wood prepared for use in building and carpentry
Pirigatori	A place of purification before heaven
ningumyakwo	Completely; without question
kulima	Preparation of soil for planting
Nintekwa	Ought to
Baisiki	Female youths
Kukuza	The period of pregnancy in animals
Amahangiro	An African shrine( a place for worship in an African setting)
ekicumbiro	Room for cooking
Orweerre	A grass plain in tropical regions, home to many large mammals
Taata	Informal father
Kampuni	Business organization
kisanyansi	color of grass
Obumanzi	Have the courage to do something
ruteraniza	Integrated Pest Management
kirungi	of high quality ;virtous
Omurasi	A person who shoots with a bow
Obukokoro	A face covering
Mwoyo	Of or like God or a god
Kubumba.	Shaping a soft material
Hambiriza	Strength, to compel
Varanasi	A holy city in Hinduism
kumoma	A fungal disease of plants
Oburwaire	A disorder of structure or function in a human, animal, or plant
Akanyumyo	A performance by a musician
kujojeza	Preserving food by fermentation
Kukuguka	Expert skill or knowledge in a particular field
wakame yekisaka	Hare
Taiga	Occurring often.
Ensaagi-habiguzirwe	Benefit to consumers
Empero	Final point, to finish
okumarra -ngana	Substitute
Eby'obuhangwa	Applying ecology to agriculture
kacweka	A social division
Omutebezi	A person who delivers sermons
okwikaziza	The act of placing someone in office
Kurisima	Consecrated oil used in sacraments
Kukama	The process of extracting milk
Isitwe-arukwera	The Pope
Ebinyumyo	A series of concerts
garuka	to return
Okujunwa	Deliverance from sin and its consequences
Ekibira	A large area covered chiefly with trees and undergrowth.
Butandwa	By chance; inadvertently
akamanyiso	A symbol of something
Omwigo	A support for walking
Kwanguura	The process of converting waste into reusable material
Kiki?	Asking for choice
obugenyi	A day or period of celebration
akizumu	An ancient kingdom in Ethiopia
kuhehemukya	Separating grain from chaff
Kumalirra	A judgment reached by reasoning
Ekimanyirwe	Thing known to be true.
kambatabe	A secondary plot that runs alongside the main story.
Yongera	Another time; once more
ebijegajege	The spore-bearing fruiting body of a fungus, typically in the form of a rounded cap
Erikanjeru	A chief angel
ensoborra	The narrator's expression of opinion or explanation of events.
Obwakaiso	The available body of facts indicating whether a belief is true
Ebyokulya	Things eaten
Asiimwa	He is thanked
Fuleera	A member of a religious order
Acaali	Acaali is a pet name for only men
esweta	knitted upper garment
Omucwezi	A god or goddess
Ekinyakuhikire	Right one
Amandinda	A percussion instrument with wooden bars
Hanyuma	At a future time
ebyenyuma	The time before the present
temba	to go up
Omwohi	The Devil
Ekisigiso	A tool for applying paint
Ekiteteyi	A dress
Ruhanga	The supreme being, creator of the universe
Omusega rulya byefeera	Jackal
ekiramukyo	a polite word or sign of welcome or recognition
kabitebya	A West African historian, storyteller, praise singer, poet, or musician
empeera	payment for labour
Okutebeza	The act of delivering a sermon
Haliyo	Plural existence
orugendo	An act of traveling
Omutiini	Lacking courage
Kugarraho	Restoration of function
tiriti	A piece of paper for entry
igana	A herd or flock being driven
kugumyagumya	Professional guidance
Ekibumba	Before birth
Owaise	Child of an aunt or uncle
Endugiirro	The place where a river or stream begins
Emeeza	Furniture with flat top
kalani	A person who copies documents
Esapuli	A string of beads for counting prayers
enkofira	visored hat
omuhabuzi	A person who provides guidance
Rubalirra	Determine the total number of a collection of items
Ekyoya	Bird covering
Kukebera	Identification of a disease
kwema	An act of armed resistance
Omugisa	God's favor and protection
Amasano	Islamic mysticism
Bwaira	Greeting used in the evening
Abarongo	Two children born at the same birth
Endubate	Material made from animal skin
Ekyaakyo	Blooming plant
Ranganwa	Known by many
Omuraguzi	A person who foretells events spiritually
Encu rukara eyomukirahule	Molly
Amulikira	He illuminates
hairindiro	Place to board bus; to cease
Amakara	A drawing material made from burnt wood
Orukingyo	A layer in the stratosphere containing high concentration of ozone
endagano	Harmony or accordance in opinion or feeling
obwijukuru	One's family or ethnic descent
obubi	Profoundly immoral and malevolent
tindukugurukyagurukya	Without doubt
Kutebereza	A view or judgment formed about something, not necessarily based on fact
Akaako	An elephant's elongated prehensile nose
Kale	informal yes
Ekyanzi	Cultural milk jar
Abahereza	The Abahereza are humble people.
Kusungusura	Isolation to prevent spread
Embate	A waterbird raised for meat and eggs
kaisaali	A title of Roman emperors
Kijukyo	An object of religious veneration
Kwesisaniza	The close external resemblance of an animal to another animal or object
enturukya-bintu	process of making goods
Omwenubo	Mental or emotional strain
