Runyoro,English
orufu rwa isenkuru nyowe nirwija kuba kijaguzo ky'obwomezibwe - yatugambiraga enganikyo kandi twasekaga kuraba omumaziga gaitu,My grandfather's funeral will be a celebration of his life - e told stories and laughed through our tears.
ekeleziya haihi neka yange egira ebide ebitera ekiro kyona -nyegomba okubihuliriza,The temple near my home has had bells that ring all day-I love hearing them.
katemba empyaka hativi ekaire ine bulyomu nabaza,The new comedy series on television has had everyone talking.
Kakuba gavumenti yakozeseze kare amaani Twakubaire lwiina ebitwehinguliriize ebyeowruuu muno.,"If the government had invested in renewable energy earlier, we could have a cleaner environment now."
omusomesa wange owunyenda naija kungamba nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye,My favorite teacher will tell me that i had a gift- for writing those words stayed with me.
enyanja victoria nija okuba nesingayo obukoto mufrica,Lake Victoria will be the largest lake in Africa.
tukamara obwire bwekiro bwona nitumaliriza ebitwali nitwija kwoleka tukamalirra tukozire kurungi muno twatunga guredi yokubanza enungi muno.,We stayed up all night finishing our presentation and ended up getting an A.
Omuka ey'omunyoro abantu nibesorooza habw'orukurato.,People are gathering at the chief's house for the meeting.
Omusiri gw'ebicooli gulirwe kandi gwasiswa ihe ly'empuhira.,The maize crop has been damaged by fall armyworm.
Ndora muno Ruhanga omubimera kukira onubyombeko.,I find God more easily in nature than in any building .
Okusendwa kw'itaka kuleteriize abalimi kuleka itaka lyaabo bakagenda mu bibuga.,The soil erosion has been forcing forcing farers to abandon their land and move to cities.
ekiteteyi kyawe ekirungi noija okukigura nkaha,Where will do you buy that beautiful dress?
Ekika kyaitu kimanyire akamanyiso kaakyo kuruga ira muno.,Our clan has known its totem animal since ancient times.
omulimo omukuru om ukitebe gubaire okubaza okuba abanya ni kandi no okukorahamu,My best group project has been when we became friends first and worked together second.
ayehaisa we wenka habwencumbaye,She prides herself on her cooking.
nzinire karaoke namunyani wange hamukoro ijo ekiro,I have sung karaoke with my friends at the party last night.
"obunkuba ntarubasire, nkega okuba wamani omubiro obunkaba","When I have not walked, I learned to be grateful for the days I could."
"Akairiringwa kusiisa isomero, kyonka omugisa abaana bakaba bataliyo obwire obwo.","The tornado destroys the school, but fortunately no children were there at the time."
kangaroo ekaguruka yagenda n'owana gwayo nambere ebyama,The kangaroo away hopped with its baby in its pouch.
enyanja victoria ikaire nesinganyo obukoto mufica,Lake Victoria has been the largest lake in Africa.
ekihoya kikakwatwa n'obu kiraba nibakirolera kurungi,The wound becomes infected despite proper care.
enkoko baikaire nibazirisa cacu,The chickens have been fed with maize grain.
"Nkegambira nti ningenda kubyama kara, kandi namalirra nsugire ebisani mpaka saaha munaana ezanyenkyakara.","I told myself l'd go to bed early ,and then watched videos until 2AM."
"kakuba oburorwaho bweyongeraho, musere obuyambi by'abafumu bwango","If the symptoms have worsened, seek medical attention immediately."
ebyefuna bitekaine omwezi ogurukwija,The economy has recovered in the coming months.
aija kurolera ekitebe kumare emyaka atakabaire mukuru,She will manage a team for years before she became director.
Nsabira amadiini goona omugisa-itwena tuli baana ba Ruhanga omu.,I pray for peace among all religions-we're all children of the same God.
enkwera nija okwimukya omutwe gwayo kandi egutwara enyuma no omumaiso okuttinisa,The cobra will spread its hood and swayed to warn us away.
irwaro rikatekaho ekiro eky'okutangatangana abarwaire abali omubwetago bwamani,The clinic offered same-day appointments for urgent cases.
okubura kwamaizi kukatalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity affected agricultural production in the region.
akandindisa okumara esaha yona,She made me wait for an hour.
Milton Obote naijakuhikya Uganda ha mefuuga ga nkaaga nebiiri,Milton Obote will lead Uganda to independence in 1962.
kiki ekibaire nk'okwegezamu kwawe kwabulikiro kuba?,What was your exercise routine like?
omulimi agesire amacande ge kandi yagatwara hakyoma,The farmer has harvested his sunflower and took it for pressing yesterday.
Omurundi gwokubanza nkagenda kutunga obujanjabi ekintu ekibangambiire ekinkaba nsemerire kuzonzora nyowe nyenka.,"The first time I went to therapy, I was terrified of what I might discover about myself."
asaswire amabanjage gona,He has paid off all his debts.
Omulingo omuhyaka ogwekirimwa nigwija kugumira oburwaire.,The new crop variety will be resistant to disease.
"kakuba oba oine ekyokwenda kyona, iwe ngamba","Should you needed anything, just let me know."
"Obworaba oli musabi, nosobora kusabira abeeka yange?","If you're the praying type, could you say one for my family?"
"Nkeega kusiima omubusalizi, eki kindagirra nkyali mwomezi.",I've learned to be grateful even in pain-it means I'm still alive to feel.
omukago gw'obusubuzi omuhyaka gwimukya ebitundwa aheru,The new trade deal boosts exports.
abasubuzi abaswahili bakatandikaho engendo mpaka munda,Swahili traders established routes into the interior.
Noonywa amaarwa agarukwinganaha buli sabbiti?,How much alcohol do you drink per week?
noija kwetagisa okutekaho kwokya rundi aisi nambere hatungire obuhuta,You will need to apply heat or ice to the injured area.
"kakuba oraba ogondeze okumanya ebyobuhangwa baitu, tandika n'ebyokulya baitu","If you have wanted to understand our culture, start with our food."
ekikali kyatooro mu FORT PORTAL kikasikiriza abagenyi baingi,The Tooro palace in Fort Portal attracted many visitors.
izaniro ly'emizano elihyaka likingwire hali abantu abaine obulema,The new theater is accessible to people with disabilities.
"Orufu rwalsenkuru nyowe rukuba rwokujaguza obuwomezibwe -nobukiraba tukaba tuli omumazisa, tukamubazaaho ,nokuseka twaseka.",My grandfather's funeral was a celebration of his life - e told stories and laughed through our tears.
enyange imerire kurrngi muno omumaizi gahaihi,The egret has stood perfectly still in the shallow water.
"omugonzibwa ruhanga, bambi noija okurolera eka yange kandi obalinde kurungi","Dear God, will please watch over my family and keep then safe."
ninyija okwahura risiti habwesonga z'omusoro,I will keep receipts for tax purposes.
omukago gwobusubuzi omuhyaka nugwija kwimukya ebyokutunda aheeru,The new trade deal will boost exports.
"obukama bwa Bunyoro nibwijukibwa Omubizina, okwebuga, okutebya nenganikyo .",The Empire of Kitara is remembered in epic poems and songs.
"nitwija kutunga enkora enu enkuru eyokukingura ekisembo kimu hanyuma ya kurisimasi, kandi bikizire kuba empale zomunda","We will have this tradition of opening one gift on Christmas Eve, and its always pajamas."
Omutwe gworusozi Stanley oguraihire muno nugwo Margherita.,Mount Stanley's highest peak is Margherita peak.
Ebintu ebimu ebirukukira OBUKURU ebinayegere bikaba bitaine KAKWAATE NEBIBEEGA omu Isomero.,Some of the most important things I've learned had nothing to do with school.
Benedicto Kiwanuka aliba Omukuru wa Gavumenti ow’okubanza omu Uganda.,Benedicto Kiwanuka will become Uganda's first chief minister.
"kakuba abantu batalisize muno, itaka lyandisigaire ry'orwezo","If the community has not overgrazed the land, the soil would still be fertile."
ekisoro rwakisahu kikwuka kyagenda kuli nomwaana wakyo mukisahu,The kangaroo hopped away with its baby in its pouch.
ebihuka birubatire hamu omurukara bihimbire ebisosonkole nibibigara omukiju,The ants have marched in a long line carrying crumbs back to their nest.
abaserurizi basoma endubata y'ebinyonyi obu bazonzora ekika ekihyaka ekyebinyonyi,The researchers study bird migration patterns when they discovered a new species.
kiki ekibaire ekyafayo kyawe hali kookoro,What has been your family history of cancer?
enguta eyokubanza eya caayi w'omwani gubaire murwa omutaito ogutalyosaga,The first sip of morning coffee has been a small ritual I never skip.
akaire ruko kamu sabbiti erukwija nitwija kuhumuraho ha mwaro,"This time next week, we'll be lying on a beach."
enyange ekaimera kurungi muno mumaizi gahaihi,The egret stood perfectly still in the shallow water.
Enkoragana yobusubuzi empyaka niija kumwikya ebitundwa aheeru eby'obulimi,The new trade deal will boost agricultural exports.
nitwija kuha amata g'ente ag'okubaza hali ba'isekuru itwe,We will give the first milk from the cow to the ancestors.
eka yaitu ekajaguza amagesa namazina agokusima itaka,Our family always celebrated the harvest with a dance that thanks the earth.
okubandwa nikwija kubamu okwikiriza muruhanga,Traditional religion will include belief in a supreme creator.
obutafwali bwomubiri obwomuraire nibwija okuba bukwasire,The patient's immune system will be compromised.
Obu nayesangire ntakuurubata nubwo nayegere kusiima ebiro ebinkaba ninsobora.,"When I couldn't walk, I learned to be grateful for the days I could."
omwehangahangi webisaru nyaisatu akozire ekisisaru kyemanzi rurangaaanwa mukyaaro,The sculptor has carved a statue of the village hero.
"kakuba abantu batarukwija kulisiza muno, itaka nirija kusigara ry'orwezo","If the community will not overgraze the land, the soil would still be fertile."
naija kutunga okwimukizibwa ha mulimo,He will receive a raise at work.
yoweri museveni naija okutandikaho ekimanyirwe nka amahe amahakani,Yoweri Museveni will form the popular Resistance Army.
Omulimi akombera omusiri gwe ogwa muhogo sabiiti ehoire.,The farmer weeded his cassava field last week.
akahuka kaibaire komumuyaga kandi kajanjara bwango,The virus was airborne and spreads easily.
omukazi akasoroza embibo entoro z'okwahura,She collects indigenous seeds for preservation.
nkairukira mwamunwani wange omukuru ijo,I run into an old friend yesterday.
"akasumi kona ninyija kutekereza ntungire okugarukwamu, nyega ekintu kihyaka","Everytime I will think I've figured it out, I learn something new."
"hakumalira y'omusomo gunu, nitwegesa abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire","By the end of this project, we trained one thousand farmers in organic methods."
nyinenkuru nyowe naija kuruka ebibo eby'akatale kumara emyaka nyingi,My grandmother will weave baskets for the market for many years.
ebyefuna bihambirize emihendo y'ebintu okweyongera muno,The economy has faced inflationary pressures.
ebibo empyaka ekaba esemerire hansi eyimukire,The new variety was suitable for higher altitudes.
abaserurizi basomereho endubata y'ebinyonyi obu bazonzoire ekika ekihyaka ekyebinyonyi,The researchers have studied bird migration patterns when they discovered a new species.
Nyina esaara eyinsaba obunkwatwa otuuro-nikyo kintu kyokumalirra ha bwongo bwange.,I have a prayer I say when I'm falling asleep-it's the last thing on my mind.
yusufu lule naija okuherezaho nkomukuru wihanga kumara aksumi kataito,Yusuf Lule will serve as president briefly.
kiki erikwija kuba kyokulya ekitarukwikirizibwa,What will be your dietary restrictions?
"kakuba gavumeti eratekamu sente omubintu ebikwegarukamu kara, ntusobora okuba n'ebyobuhangwa ebiyomjo","If the government will invest in renewable energy earlier, we could have a cleaner environment now."
nyegere okwenyumirizamu nobukuba ndi muburumi-nikimanyisa nkyali mwomezi,I have learned to be grateful even in pain-it means I'm still alive to feel.
omusaija abyaire omu mutemwa kahagura,He has invested in a hedge fund.
eka yange ekaba nyikiriza yange y'okubanza-ebisigaire bihondera hanyuma yekyo,My family was my first community of faith-everything else flows from that.
ayegombere iwe okwija hamukorogwe,She has liked you to come to her party.
nkaba nyina akasonda omukisika kyange nambere nasabira- kyanguhire baitu kihikirire hali nyowe,I had a corner in my room where I pray-it's simple but holy to me.
kiki ekyali ekyokulya ekitarukwikirizibwa,What was your dietary restrictions?
Ekka yaitu ejaguza amagesa na mazina ag'okusiima ensi.,Our family has always celebrated the harvest with a dance that thanks the earth.
tujaguza okumalira kw'ekyanda n'ekijaguzo ky'okusima,We celebrate the end of the dry season with a ceremony of thanks.
Akahuka nikajanjara muno mubantu?,The virus is circulating widely in the community.
ebyafayo eby'okubaza nibija kwoleka okwijuka kw'abantu abakuru,Oral history will project record elders ' memories.
akora nk'omwehanuzaho kumara emyaka atakatahire ekitongole,She works as a freelance consultant for years before she joined the firm.
Nyinento nyowe agamba nkooku yatangatangaine musaija we mukatale.,"My aunt tells the story of how she met her husband at a market so vividly, l feel like i was there."
omukazi abaire nakorra mukeeto kumara emyaka atkabaire CFO,She works in the accounting department for years before she became CFO.
nyikaire ninyetagisibya okusara sukali,I have needed to cut down on sugar.
Noyetaagwa kwikaza okuguru kuhanikirwe kukehya okuzimba.,You'll need to keep your leg elevated to reduce swelling.
ebizina byenzarwa hamu n'okucekeca n'orunyege biba mubulimukoro,Traditional music and danced accompained ceremonies.
ebiro bisaatu murubuga orutubaire tuturukwija kwetekaniza kubungira,Three days in a city we will never plan to visit.
omuzini ayegezesezemu amazina g'okugesa omuwezi ogukwija tutakahikire hakijaguzo,The dancers have rehearsed the harvest dance for months before the festival.
abarangi bakarozaho omukutu gw'okurangira omuhyaka,The marketing team tested new advertising channels.
obujanjabi bwali bwasente nyingi baitu nibukoraho,The treatment will be expensive but effective.
Irwaaro niriija kuba nahokuzaara nebisiika ebyesonsoire,The hospital has had a maternity ward with private rooms.
kampuni etahire omukatale akhyaka,The company has entered new markets.
omusaija agalihize emoro ezentahya ye,He has diversified his income streams.
Omunyikiriza eyenzaarwa harumu okumanya omuhangi.,Traditional religion included belief in a supreme creator.
akaguza ebikaguzo bwangobwango naija okugenda okuhikya obunagambire omulimo gwange ogw'okuyamba- nikyo kyahindwire bulikimu,The interviewer will terribly go until l mentioned my volunteer work- that changed everything.
okuhinduka kwaemihendo yebintu nikwija okunihirwa okweyongera haiguru,The inflation rate will be expected to rise.
Akarwarro nikaikiriza omurwaire kurora omufumu ahanaho obwakuba olikubi muno.,The clinic offers same-day appointments for urgent cases.
joseph kony naija okwebembera orutaro rwokuhakaniza orwaLRA,Joseph Kony will lead to LRA rebellion.
"kakuba ttwija okukozesa amaizi agakufuka habwengoye, ntusobora okulinda amasanyarazi kandi tukehye omwika","If we will use cold water for laundry, we can save energy and reduce emissions."
"Obu oraabe osiimire eby'okwega byawe, gambira omuntu eyabikusobozese.","If you have been grateful for your education, tell someone who made it possible."
wakabaga otungire ekigarukwamu hali anesitesiya,Had you ever had a reaction to anesthesia?
Ebiro bisatu omu rubuga orututatekanizaaga kobunga.,Three days in a city we'd never planned to visit.
okulima enyiringani nikwija okuhondera orugyegye orwobuhangwa,Contour plowing will follow the land's natural contours.
omukozi wafilimu naija okuhinduramu omuzanogwe kandi ayetekanize okugwoleka ensi,The filmmaker will edit her movie and is ready to show it to the world.
eka yaitu ehondera omulingo gw'obuswere gwenyini okumara ebyasa,Our family follows the same marriage customs for generations.
akatebe akatunzi nikahayo hali omuguzi owamaani,The sales team is presenting to a major client.
Yekaru haihi ne'eka yange enyina ebidde ebiteera omwizooba lyoona mbigoza kibihurra.,The temple near my home has bells that ring all day-I love hearing them.
abalinzi nibaija okukora okuseruliriza hali engeri enjojo zibaza obu batungire okugarukwamu,The conservationists will conduct research on elephant communication when they made a breakthrough discovery.
"omwaka gw'enkumi ibiri asaatu, tutungire okukeha kwingi muno mukukeha kw'ebyobuhanga","By 2030, we have achieved a significant reduction in the loss of biodiversity."
"buli mugenzo nigwija kugira ekirukumanyisa, nobu kiraba tutukugwetegereza","Every ritual will have a meaning, even if we don't always understand it."
"mutabani wange akagwize,""ruhanga ali nkaha?"" nkamusongera hamutima gwange n'ogwe","My son has asked me,""Where is God?""I pointed to my heart and his."
Ekitebe kikahwahi omumwaka ogwa 1977 habwobutetegerezangana omubyendema.,The community collapsed in 1977 due to political differences.
ebinyoma bikagendera mu rukoorra bihumbire ebyaana byabyo nubigaru mukwiina kyaarwo,The ants marched in a long line carrying crumbs back to their nest.
nkazina karaoke namunyani wange hamukoro ijo ekiro,I sang karaoke with my friends at the party last night.
ninyija okwetagisa esimu yange okuba ecagingire,I will need my phone charging.
omuzani azaine nkemanzi omumuzano,The actor has played the role of the hero in the local drama.
Akarwarro kaheereza obuheereza obukwatiraine n'okuzaara.,The clinic provides prenatal care for expectant mothers.
tujaguza ebijuma ebyokubanza n'ekijaguzo hairamizo,We celebrate the first fruits with a ceremony at the shrine.
izaniro ly'emizano elihyaka balitekanize shakespeare azanira buli musizoni y'omusana,The new theater has staged Shakespeare plays every summer.
Abantu ababandize kwikara omukicheka eki nibaija kuba baliisa kandi bahigi bebyokulya.,The earliest inhabitants will be nomadic hunter-gatherers.
kangaroo nija okuguruka egende n'omwana gwayo nambere ebyama,The kangaroo will away hop with its baby in its pouch.
abaseruruzi nibaja kusomaho engrri y'okuhindukahinduka y'enyikara ekutabaniza ebwokulya obubatandikireho enkora empyaka,The researchers will study the impact of climate change on food security when they developed new adaptation strategies.
"Kakuba oyesanga omunyikara egumire, manya ngu haliyo omuntu hantu arukusabira.","If you're going through something hard, know that someone, somewhere, is praying for you."
Abaago bakwaata ekikaaro kyahaiguru omukikaali,Royal wives have held significant status in the kingdom.
"kakuba omuntu afwa omukyaro kyaitu, abantu bona besoroza baija okusagika eka","When someone die in our village, the whole community together came to support the family."
Oburwaire obukuleetwa obuhuka nibujanjarra bwangu omu muyaga.,The virus is airborne and spreads easily.
nyikaire niyetagisabwa esimu yanga kuba acagingire,I needed my phone charging.
ninyija okugira obuzibu by'okutekana n'okuhuliriza,I will have difficulty concetrating.
"kakuba isomero nirinja kukubuza obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school will make you miserable, consider whether there's another way."
tukagaba biya ey'okubanza kuruga omwihisizo erihyaka hali byaisenkuru itwe,We offered the first beer from the new brew to the ancestors.
"nkakaguza nyinenkuru nyowe kiki ekiyarozire- akamwenya kandi yagamba,""ekyererezi""","I ask my grandma what she saw- she smiled and said,""Light""."
Omulimo gwokugarraaho ebibira gugarwire enyamaiswa ezikaba zibuzire mukiikaro.,The reforestation project has brought back wildlife that had disappeared from the area.
"Ebyokulya omu katale ako biriba birungi muno, nkagarukayao emirundi ena omu biro bibiri.","The food in that market will so be good, l went back four times in two days"
omusoro gwa aberambanda nigwija kuhambiriza baingi omubusibi,Colonial taxation will force many into wage labor.
"Ab'ekitongole kyebitwehinguliriize eky'ebyeruyegesa batairemu omuhumbo ab'emyaaka erw kuuba bebembezi,bebitwehinguliriize.",The environmental education center has inspired a new generation of environmental leaders.
UPDF yetaba omubikorwa by'okulinda obusinge,UPDF participates in peace keeping missions.
takafikaga omugabo gwa abakama babizinesi,He has never missed a dividend payment.
omulingo omuhendo gw'ebintu gweyongera kandi gukeha nigwija okutekana,The inflation rate soon stabilized.
obujanjabi nibwija kwetagisibwa okukebera omusahi buli kaire okurora enkora y'obune,The treament will require regular blood tests to monitor liver function.
ekwera imukya omutwe gwayo kandi egutwaire enyuma no omumaiso okututinsa,The cobra has spread its hood and swayed to warn us away.
"Omukyaro kyaitu omuntu obwafa ,abasi,bensi boona baterana bazagika abafeerwa.","When someone die in our village , the whole community comes together to support the family."
akaguza ebikaguzo bwangobwango akagenda okuhikya obunagambire omulimo gwange ogw'okuyamba- nikyo kyahindwire bulikimu,The interviewer terribly goes until l mentioned my volunteer work- that changed everything.
Nyowe nyahura resiiti habwe kigendererwa eky'omusoro.,I keep receipts for tax purposes.
ninyija kumalira ngumireho muno okukira nkoku mbaire ntekanize,I will wind up staying longer than planned.
akaba aine engeri akaba nandoramu nendetera okuhura ninyowe nyeka omusi,She has had this way of looking at me that makes me feel like the only person in the world
Nyina guruupa yabeegi twasomere nabo omu isomero eyitubalizaaho hati twakagimaraho emyaka ikumi-duu,I have a group chat with my school friends that's been active for ten years.
embante irukire omukisaru okwejuna entale,The waterbuck has run into the river to escape the lion.
abarangi barolezeho omukutu gw'okurangira omuhyaka,The marketing team has tested new advertising channels.
"obwora oine ekintu kyona ekyorukwija kwetaga, iwe ngamba","Should you will need anything, just let me know."
Milton Obote akahikya Uganda ha mefuuga ga nkaaga nebiiri,Milton Obote led Uganda to independence in 1962.
Abalimi bakozesa ebijunzire kwongera oburungi omu itaka.,Farmers use compost to improve soil structure.
nkega kwenyumirizamu nyeka nobukuba ndi muburumi-nikimanyisa nkyali mwomezi,I learned to be grateful even in pain-it means I'm still alive to feel.
nyirukire mwamunwani wange omukuru ijo,I have run into an old friend yesterday.
kotoni akaba kirimwa kyasente omukyasi kya amkumi abiri m'uganda,Cotton became a major cash crop in the early 20th century Uganda.
ebyenfuna nibija kuhambiriza emihendo y'ebintu okweyongera muno,The economy will face inflationary pressures.
kampuni ekatangatangana okweteranizamu kw'abemigabo,The company faced shareholder activism.
"Buli mwaka,nyetegerezaho muno kyonka nyetwarra bike.","Every year, I understand a little more and claim a little less."
Benedicto Kiwanuka abaire Omukuru wa Gavumenti ow’okubanza omu Uganda.,Benedicto Kiwanuka has become Uganda's first chief minister.
emitano yabajungu etamanyire ebika byabantu nobuhangwa,Colonial boundaries ignored ethnic and cultural divisions.
Kampuni eri mukusindikwa abemigabo,The company is facing shareholder activism.
ninyija okuburwamu engeri abatahi batimba ebijaguzo obukaba nkyali muto,I will miss the way the whole neighborhood would decorate for festivals when l was a kid.
abaire nuwe ogu eyanyegeseze ngu tikine buzibu bwona okukonyezi,He has been the one who taught me that it's okay to ask for help.
kangaroo ekurukire yagenda n'owana gwayo nabere ebyama,The kangaroo has away hopped with its baby in its pouch.
"kakuba orayenda okwetegereza ebyobuhangwa baitu, tandika n'ebyokulya baitu","If you will want to understand our culture, start with our food."
embuzi bazihare omubazi gw'enjoka nkabuliro,The goats have regularly been dewormed.
Abaire ahebwa obujanjabi bw’okwongera obuzaarwa kumara emyaka ebiri.,She has undergone fertility treatment for two years.
ekika kaitu kigira engeri y'okutangira omwaka omuhyaka eyembaganiza,Our clan has had its own special way of welcoming the new year.
Nyina endugu mukisiika kyange nambere nsabira-kataito baitu keezibwe.,I have a corner in my room where I pray-it's simple but holy to me.
"kakuba isomero lyakubulize obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school made you miserable, consider whether there's another way."
omukazi abaire nakora nka mukuru webyensimbi atakakozire ekitebe ekisubuzi ekye,She had been working as an accountant for years before she started her own firm.
wakatungire ekigarukwamu hali anesitesiya,Has had you ever had a reaction to anesthesia?
abachwezi baikare baine obukama onwezarwa,The Bachwezi has been associated with the origins of kingship.
Ekiro ekyaija omufumu akakozesa amaani agabaisenkuru itwe okukiza omurwaire.,The healer used the power of the ancestors to cure the sick man yesterday.
noija okutunga ekigarukwamu hali anesitesiya,Will have you ever had a reaction to anesthesia?
"ekiniga nikija kwija omubicweka ebiro ebimu nisobora kwikya, ebiro ebindi tinkusobora","The grief will come in waves some days l can breath, some days l can't."
nyikaire nyine ekitebe ky'okubalizaho n'abanwani bange bahaisomero ekibaire kimazire emyaka ikumi nikikora,I have had a group chat with my school friends that's been active for ten years.
Nyina nyowe obu bamusemiize eka yoona eketeraniza mumulingo ogutaka roraga.,When my mother was diagnosed the whole family came together in a way l've never seen before.
Omwegesa wange owungonza akagamba nyine ekisembo ky'okuhandiika -ebyo ebigambo bikaguma nanye.,My favorite teacher told me that i had a gift- for writing those words stayed with me.
naija okwgomba iwe okwija hamukorogwe,She will like you to come to her party.
Nambere baisenkuru itwe abaira bahumuliire nuko turaziika abafu baitu.,We will bury our dead in the ground where our ancestors rest.
ninyija okuzina karaoke namunyani wange hamukoro ijo ekiro,I will sing karaoke with my friends at the party last night.
anaga enjura azina nukwo enjura egwe egi eyitukwendera ebirimwa baitu ijo,The rainmaker dances to bring the rain that we need for the crops yesterday.
nyijuka bulikiro akasumi obunayetegerize isomo eryatabanizaga okumara emyezi,L always remembered the moment l finally understood a concept l'd struggled with for months
omutendereza amanyira abakuru nekizina kye ijo,The praise singer honors the chief's bravery with his song yesterday.
tukhaire okusima hali emyoyo y'omurusozi habwe emyandara na amabale,We have given thanks to the spirits of the mountains for the rocks and stones.
enju yemizaano yaharutuutu empyaka nijja kwoolekaga emizano yasekisipiya buli bwiirre oburutagata,The new theater will stage Shakespeare plays every summer.
ekitehayi kirungi eki okakigura nkaha,Where did you buy that beautiful dress?
Nagonzaga obu omusomesa yatusomeraga itweena omu high school,I loved when the teacher would read aloud to us — even in high school.
enu haihi nija okuba nsonga nkuru,This will be by far the best option.
ngira obuzibu by'okutekana n'okuhuliriza,I have had difficulty concetrating.
obusiri bwensigo zokubyara busemeza omulingo gwiltaka,Permanent beds improve soil structure.
Ekika ekihsyaka eky'ebihingwa kigumire endwara.,The new crop variety has been resistant to disease.
nkagira esaara eyinasabaga kakuba nahuraga oyuro - nikyo kintu ky'okumalira omubwongo bwange,I have had a prayer I say when I'm falling asleep-it's the last thing on my mind.
Mwezi gurukwija nitwija kutangirra omunyoro omuhyaha.,We will welcome the new chief with a big celebration next month.
anaga enjura naija kuzina nukwo enjura egwe egi eyitukwendera ebirimwa ijo,The rainmaker will dance to bring the rain that we need for the crops yesterday.
Irwarro line ekyahuro kyebitabu ebirukukwataho ebyobwomezi.,The hospital has a patient library with health information.
okubura kwamaizi kutalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity affects agricultural production in the region.
izaniroly'emizano erihyakalitekanizibwe shakespeare plays buli musizoni y'omusana,The new theater staged Shakespeare plays every summer.
"akasumi kona ntekereza ntungire okugarukwamu, nyega ekintu kihyaka","Everytime I thought I've figured it out, I learn something new."
omutendereza amanyirire abakuru nekizina kye ijo,The praise singer has honored the chief's bravery with his song yesterday.
Ekika kyaitu kikamanyaga akamanyiso kaakyo kuruga ira muno.,Our clan knew its totem animal since ancient times.
"kakuba oba orbire omukintu kigumangaine, manya ngu omuntu, ahantu, nibakusabira","If you have gone through something hard, know that someone, somewhere, is praying for you."
Ekaali kya Tooro omu Fort Portal kisikiriza abagenyi baingi.,The Tooro palace in Fort Portal attracts many visitors.
Okeehere omu bulemeezi ekirukwingana nkaha.,How much weight have you lost in the past month?
bulemeziki obwokeheze omwezi oguhaire,How much weight had you lost in the past month?
abaana baitu bahulire nkonku twatangatagaine - batuletereza okukibazaho buli hanyuma y'omwaka mubuswere baitu,Our children have heard the story of how we met -they make us tell it every anniversary.
"Abazini bamazina bataaha niarabamu amazina kokugesa , kumara ameezi omwoleko gutakahikire.",The dancers had been rehearsing the harvest dance for months before the festival.
