Runyoro,English
orufu rwa isenkuru nyowe nirwija kuba kijaguzo ky'obwomezibwe - yatugambiraga enganikyo kandi twasekaga kuraba omumaziga gaitu,My grandfather's funeral will be a celebration of his life - he told us stories and we laughed through our tears.
ekeleziya haihi neka yange egira ebide ebitera ekiro kyona -nyegomba okubihuliriza,The church near my home has had bells that ring all day-I love hearing them.
katemba empyaka hativi ekaire ine bulyomu nabaza,The new comedy series has had mixed reviews.
Kakuba gavumenti yakozeseze kare amaani Twakubaire lwiina ebitwehinguliriize ebyeowruuu muno.,"If the government had used force sooner, we'd be where we are today."
omusomesa wange owunyenda naija kungamba nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye,My favorite teacher will tell me l had a gift for writing those words stayed with me.
enyanja victoria nija okuba nesingayo obukoto mufrica,Lake Victoria will be the largest lake in Africa.
tukamara obwire bwekiro bwona nitumaliriza ebitwali nitwija kwoleka tukamalirra tukozire kurungi muno twatunga guredi yokubanza enungi muno.,We stayed up all night finishing what we were going to do and ended up getting a perfect grade point average.
Omuka ey'omunyoro abantu nibesorooza habw'orukurato.,The mayor's office has been raising money for charity.
Omusiri gw'ebicooli gulirwe kandi gwasiswa ihe ly'empuhira.,The agricultural area has been cleared and developed for pasture.
Ndora muno Ruhanga omubimera kukira onubyombeko.,I see God in the trees instead of the ground.
Okusendwa kw'itaka kuleteriize abalimi kuleka itaka lyaabo bakagenda mu bibuga.,Soil erosion has forced farers to abandon their land and move to cities.
ekiteteyi kyawe ekirungi noija okukigura nkaha,Your best friend will buy you a ticket.
Ekika kyaitu kimanyire akamanyiso kaakyo kuruga ira muno.,Our clan has known its totem animal since ancient times.
omulimo omukuru om ukitebe gubaire okubaza okuba abanya ni kandi no okukorahamu,The main function of the hospital has been to care for hospitalized patients and to improve patient outcomes.
ayehaisa we wenka habwencumbaye,She sacrificed herself for her family.
nzinire karaoke namunyani wange hamukoro ijo ekiro,I sang karaoke with my friends at the party last night.
"obunkuba ntarubasire, nkega okuba wamani omubiro obunkaba","When I'm not stressed, I learn to be grateful for the things I have."
"Akairiringwa kusiisa isomero, kyonka omugisa abaana bakaba bataliyo obwire obwo.","She was forced to drop out of school, but fortunately the children were not there at the time."
kangaroo ekaguruka yagenda n'owana gwayo nambere ebyama,The kangaroo has traveled with its baby to the zoo.
enyanja victoria ikaire nesinganyo obukoto mufica,Lake Victoria has been the largest lake in Africa.
ekihoya kikakwatwa n'obu kiraba nibakirolera kurungi,The prayer has been answered despite poor preparation.
enkoko baikaire nibazirisa cacu,The chickens were fed with maize grain.
"Nkegambira nti ningenda kubyama kara, kandi namalirra nsugire ebisani mpaka saaha munaana ezanyenkyakara.","I told myself l'd go to bed early, then stayed up all night until 2 a.m."
"kakuba oburorwaho bweyongeraho, musere obuyambi by'abafumu bwango","If the symptoms worsened, seek medical attention immediately."
ebyefuna bitekaine omwezi ogurukwija,The economy recovered in the coming months.
aija kurolera ekitebe kumare emyaka atakabaire mukuru,He will manage the club for years before he became manager.
Nsabira amadiini goona omugisa-itwena tuli baana ba Ruhanga omu.,I pray for the blessings of all faiths-we are all children of the same God.
enkwera nija okwimukya omutwe gwayo kandi egutwara enyuma no omumaiso okuttinisa,The cobra will spread its hood and sway back and forth to warn us away.
irwaro rikatekaho ekiro eky'okutangatangana abarwaire abali omubwetago bwamani,The hospital hosts urgent care clinics.
okubura kwamaizi kukatalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity has affected agricultural production in the region.
akandindisa okumara esaha yona,She made me wait for an hour.
Milton Obote naijakuhikya Uganda ha mefuuga ga nkaaga nebiiri,Milton Obote will lead Uganda to independence in 1962.
kiki ekibaire nk'okwegezamu kwawe kwabulikiro kuba?,What was your exercise routine like?
omulimi agesire amacande ge kandi yagatwara hakyoma,The farmer weeded his bananas and took them for pressing yesterday.
Omurundi gwokubanza nkagenda kutunga obujanjabi ekintu ekibangambiire ekinkaba nsemerire kuzonzora nyowe nyenka.,"The first time I went to see a therapist, she told me that I needed to heal on my own."
asaswire amabanjage gona,He has paid off all his debts.
Omulingo omuhyaka ogwekirimwa nigwija kugumira oburwaire.,The new crop variety will be resistant to disease.
"kakuba oba oine ekyokwenda kyona, iwe ngamba","If you have any questions, just let me know."
"Obworaba oli musabi, nosobora kusabira abeeka yange?","If you are a praying type, could you say one for my family?"
"Nkeega kusiima omubusalizi, eki kindagirra nkyali mwomezi.","I've learned to be grateful for the gift of healing, which keeps me alive."
omukago gw'obusubuzi omuhyaka gwimukya ebitundwa aheru,The new trade deal boosted exports.
abasubuzi abaswahili bakatandikaho engendo mpaka munda,Swahili traders established routes into the interior.
Noonywa amaarwa agarukwinganaha buli sabbiti?,How much alcohol do you drink per week?
noija kwetagisa okutekaho kwokya rundi aisi nambere hatungire obuhuta,You will need to apply heat or ice to the affected area.
"kakuba oraba ogondeze okumanya ebyobuhangwa baitu, tandika n'ebyokulya baitu","If you've wanted to learn more about our culture, start with our food."
ekikali kyatooro mu FORT PORTAL kikasikiriza abagenyi baingi,The Tooro palace in Fort Portal has attracted many visitors.
izaniro ly'emizano elihyaka likingwire hali abantu abaine obulema,The new theater is accessible to people with disabilities.
"Orufu rwalsenkuru nyowe rukuba rwokujaguza obuwomezibwe -nobukiraba tukaba tuli omumazisa, tukamubazaaho ,nokuseka twaseka.","My grandfather's funeral is a celebration of his life-even though we were partying, we laughed and smiled."
enyange imerire kurrngi muno omumaizi gahaihi,The snake has stood in a puddle of water nearby.
"omugonzibwa ruhanga, bambi noija okurolera eka yange kandi obalinde kurungi","Dear God, will you watch over my family and keep them safe?"
ninyija okwahura risiti habwesonga z'omusoro,I will receive receipts for tax purposes.
omukago gwobusubuzi omuhyaka nugwija kwimukya ebyokutunda aheeru,The new trade deal will boost exports.
"obukama bwa Bunyoro nibwijukibwa Omubizina, okwebuga, okutebya nenganikyo .","The Bunyoro dynasty is remembered in epic poems, songs, songs and songs."
"nitwija kutunga enkora enu enkuru eyokukingura ekisembo kimu hanyuma ya kurisimasi, kandi bikizire kuba empale zomunda","We will have this tradition of opening one gift on Christmas Eve, and it's always pajamas."
Omutwe gworusozi Stanley oguraihire muno nugwo Margherita.,Mount Stanley's highest peak is Margherita peak.
Ebintu ebimu ebirukukira OBUKURU ebinayegere bikaba bitaine KAKWAATE NEBIBEEGA omu Isomero.,Some of the most important things I've learned had nothing to do with my schooling.
Benedicto Kiwanuka aliba Omukuru wa Gavumenti ow’okubanza omu Uganda.,Benedicto Kiwanuka will become Uganda's first chief minister.
"kakuba abantu batalisize muno, itaka lyandisigaire ry'orwezo","If the community hadn't collapsed, the soil would still be fertile."
ekisoro rwakisahu kikwuka kyagenda kuli nomwaana wakyo mukisahu,The wild dog walked to its nest in the woods.
ebihuka birubatire hamu omurukara bihimbire ebisosonkole nibibigara omukiju,The ants have built a nest in the ground carrying crumbs and dropped them into the ocean.
abaserurizi basoma endubata y'ebinyonyi obu bazonzora ekika ekihyaka ekyebinyonyi,The researchers study bird migration patterns when they discovered a new species.
kiki ekibaire ekyafayo kyawe hali kookoro,What has been your family history of cancer?
enguta eyokubanza eya caayi w'omwani gubaire murwa omutaito ogutalyosaga,The first sip of morning coffee was a small sip that never gets cold.
akaire ruko kamu sabbiti erukwija nitwija kuhumuraho ha mwaro,This time next week we will rest on the beach.
enyange ekaimera kurungi muno mumaizi gahaihi,The snake stood perfectly still in the shallow water.
Enkoragana yobusubuzi empyaka niija kumwikya ebitundwa aheeru eby'obulimi,The new trade deal will boost agricultural exports.
nitwija kuha amata g'ente ag'okubaza hali ba'isekuru itwe,We will feed the ancestors with cow's milk.
eka yaitu ekajaguza amagesa namazina agokusima itaka,Our family celebrates the harvest with a dance that thanks the earth.
okubandwa nikwija kubamu okwikiriza muruhanga,Traditional religion included belief in a supreme creator.
obutafwali bwomubiri obwomuraire nibwija okuba bukwasire,The patient's immune system will be compromised.
Obu nayesangire ntakuurubata nubwo nayegere kusiima ebiro ebinkaba ninsobora.,The pain has subsided and I have learned to be grateful for the days I could.
omwehangahangi webisaru nyaisatu akozire ekisisaru kyemanzi rurangaaanwa mukyaaro,The sculptor has carved a statue of the water goddess in the village.
"kakuba abantu batarukwija kulisiza muno, itaka nirija kusigara ry'orwezo","If the community will not help it, the soil will remain fertile."
naija kutunga okwimukizibwa ha mulimo,He will receive a raise at work.
yoweri museveni naija okutandikaho ekimanyirwe nka amahe amahakani,Yoweri Museveni will inaugurate what has become known as the Day of Atonement.
Omulimi akombera omusiri gwe ogwa muhogo sabiiti ehoire.,The farmer has been plowing his fields for weeks.
akahuka kaibaire komumuyaga kandi kajanjara bwango,The virus has been airborne and spreads easily.
omukazi akasoroza embibo entoro z'okwahura,The woman is gathering maize grain for pressing.
nkairukira mwamunwani wange omukuru ijo,I ran into an old friend yesterday.
"akasumi kona ninyija kutekereza ntungire okugarukwamu, nyega ekintu kihyaka","Every time I will think I've made a change, I learn something new."
"hakumalira y'omusomo gunu, nitwegesa abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire","By the end of this project, we have trained one thousand farmers in sustainable agriculture."
nyinenkuru nyowe naija kuruka ebibo eby'akatale kumara emyaka nyingi,My grandmother will weave baskets for the market for many years.
ebyefuna bihambirize emihendo y'ebintu okweyongera muno,The economy has faced inflationary pressures.
ebibo empyaka ekaba esemerire hansi eyimukire,The new crops were sown in the dry land.
abaserurizi basomereho endubata y'ebinyonyi obu bazonzoire ekika ekihyaka ekyebinyonyi,The researchers have studied bird migration patterns when they discovered a new species.
Nyina esaara eyinsaba obunkwatwa otuuro-nikyo kintu kyokumalirra ha bwongo bwange.,I have a prayer I say to get through the day-it's the last thing on my mind.
yusufu lule naija okuherezaho nkomukuru wihanga kumara aksumi kataito,Yusuf Lule will serve as president briefly.
kiki erikwija kuba kyokulya ekitarukwikirizibwa,What will be your dietary restrictions?
"kakuba gavumeti eratekamu sente omubintu ebikwegarukamu kara, ntusobora okuba n'ebyobuhangwa ebiyomjo","If the government invests in renewable energy, we can have a sustainable future."
nyegere okwenyumirizamu nobukuba ndi muburumi-nikimanyisa nkyali mwomezi,I learned to be grateful even in pain-it means I'm still alive.
omusaija abyaire omu mutemwa kahagura,The man was born into a wealthy family.
eka yange ekaba nyikiriza yange y'okubanza-ebisigaire bihondera hanyuma yekyo,My family was my first community of faith-everything else flows from that.
ayegombere iwe okwija hamukorogwe,He has asked you to come to his party.
nkaba nyina akasonda omukisika kyange nambere nasabira- kyanguhire baitu kihikirire hali nyowe,I had a roommate in my room where I pray-it's simple but holy to me.
kiki ekyali ekyokulya ekitarukwikirizibwa,What was your dietary restrictions?
Ekka yaitu ejaguza amagesa na mazina ag'okusiima ensi.,Our clan celebrates the harvest with a dance to thank the earth.
tujaguza okumalira kw'ekyanda n'ekijaguzo ky'okusima,We celebrate the end of the dry season with a ceremony of thanksgiving.
Akahuka nikajanjara muno mubantu?,Has the virus spread in the community?
ebyafayo eby'okubaza nibija kwoleka okwijuka kw'abantu abakuru,The funeral procession will mark the anniversary of the ancestors.
akora nk'omwehanuzaho kumara emyaka atakatahire ekitongole,She works as a freelance consultant for years before she joined the firm.
Nyinento nyowe agamba nkooku yatangatangaine musaija we mukatale.,My aunt tells the story of how she met her husband at a beach party.
omukazi abaire nakorra mukeeto kumara emyaka atkabaire CFO,She has worked in the accounting department for years before she became CFO.
nyikaire ninyetagisibya okusara sukali,I never needed to cut down on sugar.
Noyetaagwa kwikaza okuguru kuhanikirwe kukehya okuzimba.,She needed to keep her leg elevated to reduce swelling.
ebizina byenzarwa hamu n'okucekeca n'orunyege biba mubulimukoro,Traditional dances with the accompaniment of strings have become part of daily life.
ebiro bisaatu murubuga orutubaire tuturukwija kwetekaniza kubungira,Three days in a city we will never plan to visit.
omuzini ayegezesezemu amazina g'okugesa omuwezi ogukwija tutakahikire hakijaguzo,The farmer tested the seeds for harvest next month before the festival.
abarangi bakarozaho omukutu gw'okurangira omuhyaka,Proponents are exploring new advertising channels.
obujanjabi bwali bwasente nyingi baitu nibukoraho,The treatment was expensive but effective.
Irwaaro niriija kuba nahokuzaara nebisiika ebyesonsoire,The hospital will have a maternity ward with private rooms.
kampuni etahire omukatale akhyaka,The company has entered a new market.
omusaija agalihize emoro ezentahya ye,The man has cleaned up his act.
Omunyikiriza eyenzaarwa harumu okumanya omuhangi.,Traditional religion included belief in a supreme creator.
akaguza ebikaguzo bwangobwango naija okugenda okuhikya obunagambire omulimo gwange ogw'okuyamba- nikyo kyahindwire bulikimu,She will ask me everyday questions and I will go so far as to talk about my routine-it changed everything.
okuhinduka kwaemihendo yebintu nikwija okunihirwa okweyongera haiguru,The inflation rate will continue to rise.
Akarwarro nikaikiriza omurwaire kurora omufumu ahanaho obwakuba olikubi muno.,The clinic allows the patient to see a doctor if he or she has any pre-existing conditions.
joseph kony naija okwebembera orutaro rwokuhakaniza orwaLRA,Joseph Kony will lead to LRA rebellion.
"kakuba ttwija okukozesa amaizi agakufuka habwengoye, ntusobora okulinda amasanyarazi kandi tukehye omwika","If we will use cold water for laundry, we can save energy and reduce emissions."
"Obu oraabe osiimire eby'okwega byawe, gambira omuntu eyabikusobozese.","If you're grateful for your education, tell someone who made it possible."
wakabaga otungire ekigarukwamu hali anesitesiya,You have had a reaction to anesthesia.
Ebiro bisatu omu rubuga orututatekanizaaga kobunga.,Three days in a city we never planned to visit.
okulima enyiringani nikwija okuhondera orugyegye orwobuhangwa,Contour plowing will follow the contours of nature.
omukozi wafilimu naija okuhinduramu omuzanogwe kandi ayetekanize okugwoleka ensi,The filmmaker will edit her movie and is ready to show it to the world.
eka yaitu ehondera omulingo gw'obuswere gwenyini okumara ebyasa,Our family has followed the same marriage customs for generations.
akatebe akatunzi nikahayo hali omuguzi owamaani,The treasury bonds have been offered to a potential buyer.
Yekaru haihi ne'eka yange enyina ebidde ebiteera omwizooba lyoona mbigoza kibihurra.,The temple near my home has bells that ring all day long.
abalinzi nibaija okukora okuseruliriza hali engeri enjojo zibaza obu batungire okugarukwamu,The conservationists will conduct research on bird migration patterns.
"omwaka gw'enkumi ibiri asaatu, tutungire okukeha kwingi muno mukukeha kw'ebyobuhanga","By 2030, we have achieved a significant reduction in greenhouse gas emissions."
"buli mugenzo nigwija kugira ekirukumanyisa, nobu kiraba tutukugwetegereza","Every ritual will have a meaning, even if we don't always understand it."
"mutabani wange akagwize,""ruhanga ali nkaha?"" nkamusongera hamutima gwange n'ogwe","When my son asks,""Where is God?"" l bring it to his and mine heart."
Ekitebe kikahwahi omumwaka ogwa 1977 habwobutetegerezangana omubyendema.,The group disbanded in 1977 due to creative differences.
ebinyoma bikagendera mu rukoorra bihumbire ebyaana byabyo nubigaru mukwiina kyaarwo,The falcon walks in a long line carrying its baby and teal in its pouch.
nkazina karaoke namunyani wange hamukoro ijo ekiro,I sang karaoke with my friends at the party last night.
ninyija okwetagisa esimu yange okuba ecagingire,I will need my phone charging.
omuzani azaine nkemanzi omumuzano,The actor has played the role of the hero in the musical.
Akarwarro kaheereza obuheereza obukwatiraine n'okuzaara.,The clinic offers prenatal care.
tujaguza ebijuma ebyokubanza n'ekijaguzo hairamizo,We celebrate the first fruits with a ceremony at the shrine.
izaniro ly'emizano elihyaka balitekanize shakespeare azanira buli musizoni y'omusana,The new theater has staged Shakespeare plays every summer.
Abantu ababandize kwikara omukicheka eki nibaija kuba baliisa kandi bahigi bebyokulya.,The earliest inhabitants will have been nomadic hunter-gatherers.
kangaroo nija okuguruka egende n'omwana gwayo nambere ebyama,The kangaroo will fly away with its baby in its pouch.
abaseruruzi nibaja kusomaho engrri y'okuhindukahinduka y'enyikara ekutabaniza ebwokulya obubatandikireho enkora empyaka,The researchers will study the impact of climate change on food security when they developed new strategies.
"Kakuba oyesanga omunyikara egumire, manya ngu haliyo omuntu hantu arukusabira.","If you find yourself in a difficult situation, know that someone is praying for you."
Abaago bakwaata ekikaaro kyahaiguru omukikaali,The clan occupies a prominent position in the kingdom.
"kakuba omuntu afwa omukyaro kyaitu, abantu bona besoroza baija okusagika eka","When someone dies in our village, the whole community comes together to support the family."
Oburwaire obukuleetwa obuhuka nibujanjarra bwangu omu muyaga.,The virus spreads easily through the air.
nyikaire niyetagisabwa esimu yanga kuba acagingire,I needed my phone charging.
ninyija okugira obuzibu by'okutekana n'okuhuliriza,I will have difficulty focusing.
"kakuba isomero nirinja kukubuza obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school will make you miserable, consider if there's another way."
tukagaba biya ey'okubanza kuruga omwihisizo erihyaka hali byaisenkuru itwe,We gave the first beer from the new brew to our ancestors.
"nkakaguza nyinenkuru nyowe kiki ekiyarozire- akamwenya kandi yagamba,""ekyererezi""","I asked my grandma what she saw- she smiled and said,""Light""."
Omulimo gwokugarraaho ebibira gugarwire enyamaiswa ezikaba zibuzire mukiikaro.,The reforestation project restored wildlife that had disappeared from the area.
"Ebyokulya omu katale ako biriba birungi muno, nkagarukayao emirundi ena omu biro bibiri.","The food in that market is so good, I went back four times in two days."
omusoro gwa aberambanda nigwija kuhambiriza baingi omubusibi,The poll tax will force many into paying taxes.
"Ab'ekitongole kyebitwehinguliriize eky'ebyeruyegesa batairemu omuhumbo ab'emyaaka erw kuuba bebembezi,bebitwehinguliriize.",Our research team has recruited more than a dozen people to serve as principal investigators.
UPDF yetaba omubikorwa by'okulinda obusinge,UPDF participated in peace keeping missions.
takafikaga omugabo gwa abakama babizinesi,He never missed a dividend payment.
omulingo omuhendo gw'ebintu gweyongera kandi gukeha nigwija okutekana,The inflation rate will rise sharply.
obujanjabi nibwija kwetagisibwa okukebera omusahi buli kaire okurora enkora y'obune,The clinic will require regular blood tests to monitor liver function.
ekwera imukya omutwe gwayo kandi egutwaire enyuma no omumaiso okututinsa,The cobra has spread its hood and swayed to warn us away.
"Omukyaro kyaitu omuntu obwafa ,abasi,bensi boona baterana bazagika abafeerwa.","When someone dies in our village, the whole community comes together to support the family."
akaguza ebikaguzo bwangobwango akagenda okuhikya obunagambire omulimo gwange ogw'okuyamba- nikyo kyahindwire bulikimu,She interviewed me regularly until I mentioned my routine-it changed everything.
Nyowe nyahura resiiti habwe kigendererwa eky'omusoro.,I accept receipts for tax purposes.
ninyija kumalira ngumireho muno okukira nkoku mbaire ntekanize,I will end up staying longer than planned.
akaba aine engeri akaba nandoramu nendetera okuhura ninyowe nyeka omusi,She had this way of looking at me that makes me feel like the only person in the world
Nyina guruupa yabeegi twasomere nabo omu isomero eyitubalizaaho hati twakagimaraho emyaka ikumi-duu,The mother of a group of high school friends has been with us for ten years.
embante irukire omukisaru okwejuna entale,The ant ran into the river to escape the flames.
abarangi barolezeho omukutu gw'okurangira omuhyaka,The media have highlighted the new advertising channel.
"obwora oine ekintu kyona ekyorukwija kwetaga, iwe ngamba","If you have anything you'll need, just let me know."
Milton Obote akahikya Uganda ha mefuuga ga nkaaga nebiiri,Milton Obote led Uganda to independence in 1962.
Abalimi bakozesa ebijunzire kwongera oburungi omu itaka.,Farmers use compost to improve soil structure.
nkega kwenyumirizamu nyeka nobukuba ndi muburumi-nikimanyisa nkyali mwomezi,I learned to be grateful even in pain-it means I'm still alive.
nyirukire mwamunwani wange omukuru ijo,I ran into an old friend yesterday.
kotoni akaba kirimwa kyasente omukyasi kya amkumi abiri m'uganda,Cotton became a major cash crop in the early 20th century Uganda.
ebyenfuna nibija kuhambiriza emihendo y'ebintu okweyongera muno,The economy will face inflationary pressures.
kampuni ekatangatangana okweteranizamu kw'abemigabo,The company has not negotiated a collective bargaining agreement.
"Buli mwaka,nyetegerezaho muno kyonka nyetwarra bike.","Every year, I understand less and less."
Benedicto Kiwanuka abaire Omukuru wa Gavumenti ow’okubanza omu Uganda.,Benedicto Kiwanuka became Uganda's first chief minister.
emitano yabajungu etamanyire ebika byabantu nobuhangwa,Colonial boundaries ignored ethnic and cultural divisions.
Kampuni eri mukusindikwa abemigabo,The company is in the process of restructuring.
ninyija okuburwamu engeri abatahi batimba ebijaguzo obukaba nkyali muto,I will miss the way the ancients carved shrines when I was a kid.
abaire nuwe ogu eyanyegeseze ngu tikine buzibu bwona okukonyezi,She was the one who showed me l had no problem being helpful.
kangaroo ekurukire yagenda n'owana gwayo nabere ebyama,The kangaroo went with its baby to the zoo.
"kakuba orayenda okwetegereza ebyobuhangwa baitu, tandika n'ebyokulya baitu","If you want to understand our culture, start with our food."
embuzi bazihare omubazi gw'enjoka nkabuliro,The goats have hidden in the serpent's den as food.
Abaire ahebwa obujanjabi bw’okwongera obuzaarwa kumara emyaka ebiri.,She has undergone fertility treatment for two years.
ekika kaitu kigira engeri y'okutangira omwaka omuhyaka eyembaganiza,Our clan has a special way of welcoming the new year.
Nyina endugu mukisiika kyange nambere nsabira-kataito baitu keezibwe.,I have a friend in my family that I pray for-it's a small ritual.
"kakuba isomero lyakubulize obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school made you miserable, consider if there's another way."
omukazi abaire nakora nka mukuru webyensimbi atakakozire ekitebe ekisubuzi ekye,She used to work as an accountant before she started her own firm.
wakatungire ekigarukwamu hali anesitesiya,He underwent anesthesia resuscitation.
abachwezi baikare baine obukama onwezarwa,The Bachewezi have had a separate kingdom.
Ekiro ekyaija omufumu akakozesa amaani agabaisenkuru itwe okukiza omurwaire.,Yesterday the emperor used the power of the ancestors to cure the sick.
noija okutunga ekigarukwamu hali anesitesiya,You will get a full recovery after the anesthesia.
"ekiniga nikija kwija omubicweka ebiro ebimu nisobora kwikya, ebiro ebindi tinkusobora","The grief will come in waves some days i can breath, some days l can't."
nyikaire nyine ekitebe ky'okubalizaho n'abanwani bange bahaisomero ekibaire kimazire emyaka ikumi nikikora,I have had a chat group with my high school friends that I have worked with for ten years.
Nyina nyowe obu bamusemiize eka yoona eketeraniza mumulingo ogutaka roraga.,"When my mother was diagnosed, the whole family came together in a way I've never seen before."
Omwegesa wange owungonza akagamba nyine ekisembo ky'okuhandiika -ebyo ebigambo bikaguma nanye.,My best teacher told me l had a gift for writing - words that stuck with me.
naija okwgomba iwe okwija hamukorogwe,She will want you to come to her party.
Nambere baisenkuru itwe abaira bahumuliire nuko turaziika abafu baitu.,The place where our ancestors rested is where we bury our dead.
ninyija okuzina karaoke namunyani wange hamukoro ijo ekiro,I will dance karaoke with my friends at the party last night.
anaga enjura azina nukwo enjura egwe egi eyitukwendera ebirimwa baitu ijo,The rainmaker has called for rain to stop before the crops were harvested yesterday.
nyijuka bulikiro akasumi obunayetegerize isomo eryatabanizaga okumara emyezi,I remember the exact moment l finally understood a concept l'd struggled with for months.
omutendereza amanyira abakuru nekizina kye ijo,The praise singer recognizes the chief's bravery with his song yesterday.
tukhaire okusima hali emyoyo y'omurusozi habwe emyandara na amabale,We have paid tribute to the spirits of the mountains for their rocks and stones.
enju yemizaano yaharutuutu empyaka nijja kwoolekaga emizano yasekisipiya buli bwiirre oburutagata,The new theater will screen Shakespeare plays every summer.
ekitehayi kirungi eki okakigura nkaha,What a beautiful sculptor you are.
Nagonzaga obu omusomesa yatusomeraga itweena omu high school,I loved when the teacher would read aloud to us in high school.
enu haihi nija okuba nsonga nkuru,This will soon be a major issue.
ngira obuzibu by'okutekana n'okuhuliriza,I have difficulty focusing and concentrating.
obusiri bwensigo zokubyara busemeza omulingo gwiltaka,The fertile soil improves soil structure.
Ekika ekihsyaka eky'ebihingwa kigumire endwara.,The new crop variety is resistant to disease.
nkagira esaara eyinasabaga kakuba nahuraga oyuro - nikyo kintu ky'okumalira omubwongo bwange,I have a prayer I say when I'm falling asleep-it's the last thing on my mind.
Mwezi gurukwija nitwija kutangirra omunyoro omuhyaha.,Next month we will start a new chapter.
anaga enjura naija kuzina nukwo enjura egwe egi eyitukwendera ebirimwa ijo,The rainmaker will dance to bring the rain that we need for the crops yesterday.
Irwarro line ekyahuro kyebitabu ebirukukwataho ebyobwomezi.,The disease has been linked to chronic kidney disease.
okubura kwamaizi kutalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity plagues agricultural production in the region.
izaniroly'emizano erihyakalitekanizibwe shakespeare plays buli musizoni y'omusana,The theater staged Shakespeare plays every summer.
"akasumi kona ntekereza ntungire okugarukwamu, nyega ekintu kihyaka","Every time I think I've made a change, I learn something new."
omutendereza amanyirire abakuru nekizina kye ijo,The praise singer has honored the chief's bravery with his song yesterday.
Ekika kyaitu kikamanyaga akamanyiso kaakyo kuruga ira muno.,Our clan has known its totem animal since ancient times.
"kakuba oba orbire omukintu kigumangaine, manya ngu omuntu, ahantu, nibakusabira","If you have been through something hard, know that someone, somewhere, is praying for you."
Ekaali kya Tooro omu Fort Portal kisikiriza abagenyi baingi.,The Tooro palace in Fort Portal attracts many visitors.
Okeehere omu bulemeezi ekirukwingana nkaha.,You have lost weight faster than usual.
bulemeziki obwokeheze omwezi oguhaire,The music festival will last for a month.
abaana baitu bahulire nkonku twatangatagaine - batuletereza okukibazaho buli hanyuma y'omwaka mubuswere baitu,Our children have heard the story of how we met - they make us tell it every anniversary.
"Abazini bamazina bataaha niarabamu amazina kokugesa , kumara ameezi omwoleko gutakahikire.",The dancers have danced to the music for months before the show aired.
