Runyoro,English
ekika kaitu nikija kugira engeri y'okutangira omwaka omuhyaka eyemabaganiza,Our clan will have its own special way of welcoming the new year.
okubura kwamaizi nikwija kutabaniza ebyokulima n'obulisa omukicweka,The water scarcity will agricultural production in the region.
ateka omusaija sente ze omumasamba,He invests in a real estate investment trust.
kaitu ekika nikija kugira engeri y'okutangira omwaka omuhyaka eyemabaganiza,Our clan will have its own special way of welcoming the new year.
cukamba y'omuyanja nejakuturukya ehuzo zamakamba okwerwanaho,The sea cucumber will squirt sticky threads to defend itself.
omulimi naija kwombera omusirigwe gwamuhogo wiiki ekwija,The farmer will weed his cassava field next week.
nijnja kwenga kwenyumirizamu nobukuba ndi omuburumi-nikimanyisa nkyali mwomezi,I will learn to be grateful even in pain-it means I'm still alive to feel.
"kakuba isomero nirinja kukubuza obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school will make you miserable, consider whether there's another way."
omwaka ibiri gw'enkumi asaatu tukatunga okukeha kwingi muno habwokusisikara kwobuhangwa,"By 2030, we achieved a significant reduction in the loss of biodiversity."
arolera ekitebe kumara emyaka nyingi atakabaire mukuru,She manages a team for years before she became director.
irwaro line erahuro byabarwaire ebikukwataho obwomezi bwabo,The hospital had a patient library with health information.
ebizina byenzarwa hamu n'okucekeca n'orunyege bibaire mokijaguzo,Traditional music and has danced accompained ceremonies.
gw'obusubuzi omukago omuhyaka gwimukya ebitundwa aheru,The new trade deal boosts exports.
obujanjabi bubaire nyingi baitu nibukoraho,The treatment has been expensive but effective.
omwaka gw'enkumi ibiri asaatu tukatunga okukeha kwingi muno habwokusisikara kwobuhangwa,"By 2030, we achieved a significant reduction the loss of biodiversity."
omulimi agesire amacande ge kandi yagatwara hakyoma,The farmer has harvested his sunflower and took it for pressing yesterday.
okubura kwamaizi kutalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity affects agricultural production in the region.
busayo ekibi kintu nkokurubata mukigana otajaire sokisi,There was nothing worse than stepping in a puddle with socks on.
abafu tukazika baitu omwitaka nambere baisenkuru itwe bahumura,We buried our dead in the ground where our ancestors rest.
nguzire ebuntu omu supamaketi buli wiiki,I have bought groceries from the supermarket every week.
ebuntu nguzire omu supamaketi buli wiiki,I have bought groceries from the supermarket every week.
akahuka nikaija kujanjara muno mubantu,The virus will widely circulate in the community.
nija kugura ebintu mu supamaketi buli wiiki,I will buy groceries from the supermarket every week.
omukazi aija kukora omukeeto emyaka kumara nyingi atakafokere CFO,She will work in the accounting department for years before she became CFO.
NRA ekatandikaho endi ekora,The NRA developed a parallel administration.
enkoragana empyaka eyobusubuzi imukya ye ebitundwa bw'obulimi aheru yihanga,The new trade deal boosts agricultural exports.
enkoragana empyaka ekaimukya eyobusubuzi ebitundwa ye bw'obulimi aheru yihanga,The new trade deal boosted agricultural exports.
"hakumalira y'omusomo gunu, twegeseze orukumi abalimi rumu omukukozesa orwezo kuruga omubijuzire","By the end of this project, we have trained one thousand farmers in organic methods."
akahuka kajanjaire muno mubantu,The virus has widely circulated in the community.
omukazi nakorra abaire mukeeto kumara emyaka atkabaire CFO,She works in the accounting department for years before she became CFO.
ebihuka bikarubatira hamu murukara bihimbire ebisosonkole omukiju nibibigara,The ants marched in a long line carrying crumbs back to their nest.
gavumenti neja kuletaho enkora empyaka hali abakulima abalimi ebyokulya,The government will provide subsidies for farmers who practice sustainable agriculture.
nija ebintu mu supamaketi buli wiiki,I will groceries from supermarket every week.
omusaija akateka sente ze omumasamba,He invested in a real estate investment trust.
"mutabani wange naija kukaguza,""ruhanga ali nkaha?"" ninjakusomnga hamutima gwange n'ogwe","My son will ask me,""Where is God?""I pointed to my heart and his."
omukazi ayegere hakulima n'okulisa okwokwebaisaho,She has learned about sustainable agriculture.
omukago gw'obusubuzi omuhyaka ebitundwa gwimukize aheru,The new trade deal has boosted exports.
tihabaireho ekintu ekibi nkoku rubata omukigana otaine sokisi,There has been nothing worse than stepping in a puddle with socks on.
cukamba y'omuyanja ekaturukya z'amakamba ehuzo okwerwanaho,The sea cucumber squirted sticky threads to defend itself.
abantu omuka bakwesoroleza y'omunyoro habw'orukurato,People gathered at the chief's house for the meeting.
omukago gw'obusubuzi omuhyaka gukaimukya ebitundwa aheru,The new trade deal boosted exports.
"mutabani wange akagwize,""ruhanga ali nkaha?"" nasonga gwange hamutima n'ogwe","My son asked me,""Where is God?""I pointed to my heart and his."
omukazi naija kwega hakulima n'okulisa okwokwebaisaho,She will learn about sustainable
okubura kwamaizi nikwija kutabaniza ebyokulima omukicweka n'obulisa,The water scarcity will affect agricultural production in the region.
ebihuka bikarubatira hamu murukara bihimbire ebisosonkole nibibigara omukiju,The ants marched in a long line carrying crumbs back to their nest.
ekyaro kaitu kiraguma nikiyamba abo boona abatakwesobora,Our village will always help those who are in need.
nejakutandikaho NRA ekora endi,The NRA will develop a parallel administration.
kuba tihakwija kintu kibi nkokurubata mukigana otaine sokisi,There will be nothing worse than stepping in a puddle with socks on.
akahuka kajanjaire muno mubantu,The virus widely circulated in the community.
omukazi akega hakulima n'okulisa habwokwebaisaho,She learns about sustainable agriculture.
busayo kintu ekibi nkokurubata mukigana otajaire sokisi,There was nothing worse than stepping in a puddle with on.
abantu baisoroize omuka y'omunyoro habworukurato,People have gathered at the chief's house for the meeting.
"omwaka ibiri gw'enkumi asaatu, tutungire okukeha kwingi muno mukukeha kw'ebyobuhanga","By 2030, we have achieved a significant reduction in the loss of biodiversity."
okubura kwamaizi kutalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity affects agricultural production in the region.
omulimi naija kwombera omusirigwe gwamuhogo ekwija wiiki,The farmer will weed his cassava field next week.
aija kurolera ekitebe kumare emyaka atakabaire mukuru,She will manage a team for years before she became director.
omusaija naija kuteka sente ze omumasamba,He will invest in a real estate investment trust.
ebihuka birubatire hamu omurukara bihimbire ebisosonkole nibibigara omukiju,The ants have marched in a long line carrying to their nest.
nyinenkuru nyowe arukire ebigega kumara eby'akatale emyaka nyingi,My grandmother has woven baskets for the market for many years.
"kakuba isomero lyakubulize obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school made you miserable, consider whether another way."
"hakumalira y'omusomo gunu, ni twija kuba twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire","By the end of this project, we train one thousand farmers in organic methods."
nijnja kwenga kwenyumirizamu nobukuba omuburumi-nikimanyisa nkyali mwomezi,I will learn to be grateful even in pain-it means I'm still alive to feel.
bakwesoroleza omuka y'omunyoro habw'orukurato,People gathered at the chief's house for the meeting.
omukazi ayegere hakulima n'okulisa okwokwebaisaho,She has learned about sustainable agriculture.
nyinenkuru nyowe naija kuruka ebibo eby'akatale emyaka kumara nyingi,My grandmother will weave baskets for the market for many years.
aija kurolera ekitebe kumare emyaka atakabaire mukuru,She will manage a team for years before she became director.
okucamuka kwamabale hansi omwitaka kukabaruka kwaletaho okuhangwaho obuhanga muhagati y'enyanja,The volcanic eruption created a new island in the middle of the ocean.
arolerire ekitebe kumara emyaka atakabaire mukuru,She has managed a team for years before she became director.
ekika kaitu kikaba kine engeri y'okutangira omuhyaka omwaka eyembaganiza,Our clan had its own special way of welcoming the new year.
okucamuka kwamabale hansi omwitak nikwija kuletaho okuhangwaho obuhanga,The volcanic eruption will create a new in the middle of the ocean.
nkega kwenyumirizamu nyeka nobukuba ndi muburumi-nikimanyisa nkyali mwomezi,I learned to be grateful even in pain-it means I'm still alive to feel.
irwaro rigagira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo,The hospital has had a patient library with health information.
ekyaro kaitu kiguma nikiyamba abo boona abatakwesobora,Our village always helped those who are in need.
"kakuba isomero likuburanganize obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school has made you miserable, consider whether there's another way."
"hakumalira y'omusomo gunu, ni twija kuba twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire","By the end of this project, we train one thousand farmers in organic"
NRA ekatandikaho ekora endi,The NRA developed a parallel administration.
omulimi naija kugesa amacande ge kandi agatwale hakyoma,The farmer will harvest his sunflower and took it for yesterday.
etandikire NRA enkora endi,The NRA has developed a parallel administration.
"omwaka gw'enkumi ibiri asaatu, tutungire okukeha kwingi muno mukukeha kw'ebyobuhanga","By 2030, we have achieved a significant reduction in the loss of biodiversity."
okucamuka kwamabale hansi omwitaka kuleterire okuhangwaho obuhanga muhagati y'enyanja,The volcanic eruption has created a new island in the middle of the ocean.
ekika kaitu nikija kugira engeri y'okutangira omwaka omuhyaka eyemabaganiza,Our clan will have its own special way of welcoming the new year.
okucamuka kwamabale hansi omwitaka kukabaruka kwaletaho obuhanga okuhangwaho muhagati y'enyanja,The volcanic eruption created a new island in the middle of the ocean.
ekitebe ky'abantu bandi kisagikire okuterayo akazina kandi kamu,The crowd has cheered for the band to play one more song.
okucamuka kwamabale hansi omwitaka kuleterire okuhangwaho obuhanga y'enyanja muhagati,The volcanic eruption has created a new island in the middle of the ocean.
"mutabani wange akagwize,""ruhanga ali nkaha?"" nasonga hamutima gwange n'ogwe","My son asked me,""Where is God?""I pointed to my heart and his."
irwaro line erahuro ry'ebitabu byabarwaire ebikukwataho obwomezi bwabo,The hospital had a patient library with health information.
gavumenti etairo enkora empyaka hali abalimi abakulima,The government has provided subsidies for farmers who sustainable agriculture.
enkoragana empyaka eyobusubuzi imukize entundwa ye bw'obulimi aheru yihanga,The new trade deal has boosted agricultural exports.
cukamba eturukize ehuzo zamakamba okwerwanaho,The sea cucumber has squirted sticky threads to defend
omusaija naija kuteka sente ze omumasamba,He will invest in a real estate investment trust.
nyinenkuru nyowe arukire ebigega eby'akatale kumara emyaka nyingi,My grandmother has woven baskets for the market for many years.
enkoragana empyaka eyobusubuzi imukize entundwa ye bw'obulimi yihanga aheru,The new trade deal has boosted agricultural exports.
abantu nibaija kwesoroza omuka y'omunyoro habw'orukurato,People will gather at the chief's house for the meeting.
omukazi akozire mukeeto kumara emyaka nyingi atakafokere CFO,She has worked in the accounting department for years before she became CFO.
arolerire ekitebe kumara emyaka mukuru atakabaire,She has managed a team for years before she became director.
obujanjabi byasente baitu nyingi nibukoraho,The treatment was expensive but effective.
tihabaireho ekintu ekibi nkoku rubata omukigana sokisi otaine,There has been nothing worse than stepping in a puddle with socks on.
cukamba y'omuyanja ekaturukya ehuzo z'amakamba okwerwanaho,The sea cucumber squirted sticky threads to defend itself.
"hakumalira y'omusomo gunu, twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire","By the end of this project, we have trained one thousand farmers in organic methods."
"hakumalira y'omusomo gunu, ni kuba twija twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire","By the end of this project, we train one thousand farmers in organic methods."
omukago gw'obusubuzi omuhyaka gwimukya ebitundwa aheru,The new trade deal boosts exports.
okubaira emiti nambere ebaire etemerwe kigarwireho lyebisoro byomukisaka mukicweka nambere byali,The reforestation project has brought back wildlife that had disappeared from the area.
omusaija akateka sente omumasamba ze,He invested in a real estate investment trust.
tihakwija kuba kintu kibi nkokurubata mukigana otaine sokisi,There be nothing worse than stepping in a puddle with socks on.
ayegere omukazi hakulima n'okulisa okwokwebaisaho,She has learned about sustainable agriculture.
tukazika abafu baitu omwitaka nambere baisenkuru itwe bahumura,We buried dead in the ground where our ancestors rest.
ebizina byenzarwa hamu n'okucekeca n'orunyege biba mubulimukoro,Traditional music and danced accompained ceremonies.
nijnja kwenga kwenyumirizamu ndi nobukuba omuburumi-nikimanyisa nkyali mwomezi,I will learn to be grateful even in pain-it means I'm still alive to feel.
abantu nibaija kwesoroza omuka y'omunyoro habw'orukurato,People will gather at the chief's house for the meeting.
obujanjabi bwali bwasente baitu nyingi nibukoraho,The treatment will be expensive but effective.
"mutabani wange naija kukaguza,""ruhanga ali nkaha?"" ninjakusomnga hamutima gwange n'ogwe","My son will ask me,""Where is God?""I pointed to my and his."
obujanjabi bwali bwasente nyingi baitu nibukoraho,The treatment will expensive but effective.
obujanjabi bubaire bwasente nyingi baitu nibukoraho,The treatment has been expensive but effective.
nkega nyeka kwenyumirizamu nobukuba ndi muburumi-nikimanyisa nkyali mwomezi,I learned to be grateful even in pain-it means I'm still alive to feel.
omulimi naija kwombera omusirigwe gwamuhogo wiiki ekwija,The will weed his cassava field next week.
omukago gw'obusubuzi omuhyaka gukaimukya ebitundwa aheru,The new trade deal boosted exports.
bubaire obujanjabi bwasente nyingi baitu nibukoraho,The treatment has been expensive but effective.
enkoragana empyaka eyobusubuzi imukya ebitundwa ye bw'obulimi aheru yihanga,The new trade deal boosts agricultural exports.
nyinenkuru nyowe naija kuruka ebibo eby'akatale emyaka nyingi,My grandmother will weave baskets for the market for many years.
"omwaka gw'enkumi ibiri asaatu, tutungire okukeha kwingi muno mukukeha kw'ebyobuhanga","By 2030, we have achieved a significant reduction in the loss of biodiversity."
nyegere nobukuba okwenyumirizamu ndi muburumi-nikimanyisa nkyali mwomezi,I have learned to be grateful even in pain-it means I'm still alive to feel.
omukazi akozire mukeeto kumara emyaka atakafokere nyingi CFO,She has worked in the accounting department for years before she became CFO.
ekyaro kaitu kiraguma nikiyamba abo boona abatakwesobora,Our village will always help those who are in need.
noyetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka,You needed to have your teeth cleaned twice a year.
omulimi ayombire omusiri gwe gwamuhogo wiiki ehwaire,The farmer weeded his cassava field last week.
irwaro nirija kugira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo,The hospital will have a patient library with health information.
"kakuba isomero likuburanganize obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school has made you miserable, consider whether there's another way."
omukago gw'obusubuzi omuhyaka gwimukize ebitundwa aheru,The new trade deal has boosted exports.
ngura ebintu supamaketi omu buli wiiki,I bought groceries from the supermarket every week.
okubura kwamaizi kukatalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity affected agricultural production in the region.
tuzika abafu baitu omwitaka nambere baisenkuru itwe bahumura,We bury dead in the ground where our ancestors
"wange mutabani akagwize,""ruhanga ali nkaha?"" nkamusongera hamutima gwange n'ogwe","My son has asked me,""Where is God?""I pointed to my heart and his."
naija omukazi kwega hakulima n'okulisa okwokwebaisaho,She will learn about sustainable agriculture.
nojakwetagisibwa okuyonja amaino gawe ebiri buli mwaka,You will need to have your teeth cleaned twice a year.
ekitebe kyabantu nikinja kusagika bandi okuterayo akazina kandi kamu,The crowd will cheer for the band to play one more song.
cukamba y'omuyanja ekaturukya ehuzo z'amakamba okwerwanaho,The cucumber squirted sticky threads to defend itself.
omusaija akateka sente ze omumasamba,He invested in a real estate investment trust.
noyetagisibwa okuyonja gawe amaino emirundi ebiri buli mwaka,You needed to have your teeth cleaned twice a year.
"wange akagwize,""ruhanga ali nkaha?"" nkamusongera hamutima gwange n'ogwe","My son has asked me,""Where is God?""I pointed to my heart and his."
nojakwetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka,You will need to have your teeth cleaned twice a year.
ekitebe kyabantu kikasagika bandi okuterayo akazina kandi kamu,The crowd cheered for the band to play one more song.
ekyaro kaitu kibaire abo nikiyamba boona abatakwesobora,Our village has always helped those who are in need.
ekika kaitu kigira engeri y'okutangira omuhyaka eyembaganiza,Our clan has its own special way of the new year.
"hakumalira y'omusomo gunu, nitwegesa abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire","By the end of this project, we trained one thousand farmers in organic methods."
omusaija ateka sente ze omumasamba,He invests in a real estate investment trust.
akahuka nikaija muno kujanjara mubantu,The virus will widely circulate in the community.
nojakwetagisibwa okuyonja amaino gawe ebiri emirundi buli mwaka,You will need to have your teeth cleaned twice a year.
ekika kaitu kigira engeri y'okutangira omwaka omuhyaka eyembaganiza,Our clan has had its own special way of welcoming the new year.
irwaro rigagira ry'ebitabu eryahuro byabarwaire ebirukukwataho obwomezi bwabo,The hospital has had a patient library with health information.
omulimi ayombire omusiri gwamuhogo wiiki ehwaire,The farmer weeds his cassava field last week.
okubaira emiti nambere ebaire etemerwe nikija kugaraho irindiro lyebesoro by'omukisaka mukicweka nambere byali,The reforestation project will bring back wildlife that had disappeared from the area.
ekika kaitu engeri kigira y'okutangira omwaka omuhyaka eyembaganiza,Our clan has had its own special way of welcoming the new year.
cukamba y'omuyanja eturukize ehuzo okwerwanaho zamakamba,The sea cucumber has squirted sticky threads to defend itself.
ebizina hamu byenzarwa n'okucekeca n'orunyege bibaire mokijaguzo,Traditional music and has danced accompained ceremonies.
omulimi agesire amacande ge kandi yagatwara hakyoma,The farmer has harvested his sunflower and took it for pressing yesterday.
kyabantu ekitebe kikasagika bandi okuterayo akazina kandi kamu,The crowd cheered for the band to play one more song.
tuzika abafu baitu omwitaka baisenkuru nambere itwe bahumura,We bury our dead in the ground where our ancestors rest.
omukazi akega hakulima n'okulisa,She learns about sustainable agriculture.
ekyaro kaitu kiguma nikiyamba abo boona abatakwesobora,Our village always helped those who are in need.
omulimi ayombire omusiri gwamuhogo wiiki ehwaire,The farmer weeds his cassava field last week.
okubaira emiti nambere ebaire etemerwe kigarwireho irindiro lyebisoro byomukisaka mukicweka nambere byali,The reforestation project has brought back wildlife that had disappeared from the area.
"mutabani wange akagwize,""ruhanga ali nkaha?"" nasonga hamutima gwange n'ogwe","My son asked me,""Where is God?""I pointed to my heart and his."
NRA nejakutandikaho ekora endi,The NRA will develop a parallel administration.
busayo kintu ekibi nkokurubata mukigana otajaire sokisi,There was nothing worse than stepping in a puddle with socks on.
tukazika abafu baitu omwitaka nambere baisenkuru itwe bahumura,We buried our dead in the ground where our ancestors rest.
enkoragana empyaka eyobusubuzi ekaimukya ebitundwa ye bw'obulimi aheru,The new trade deal boosted agricultural exports.
irwaro rigagira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo,The hospital has had a patient library with health information.
okubura kwamaizi kukatalibaniza ebyobulimi omukicweka n'obulisa,The water scarcity affected agricultural production in the region.
ebizina byenzarwa hamu n'okucekeca n'orunyege biba mubulimukoro,Traditional music and danced accompained ceremonies.
tuzikire abafu baitu omwitaka baisenkuru nambere itwe bahumura,We have buried our dead in the ground where our ancestors rest.
kukatalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity affected agricultural production in the region.
nyinenkuru nyowe naija kuruka ebibo eby'akatale kumara emyaka nyingi,My grandmother will weave baskets for the market for many years.
tuzikire abafu baitu omwitaka nambere baisenkuru itwe bahumura,We have buried our dead in the ground where our ancestors rest.
omusaija naija kuteka sente omumasamba ze,He will invest in a real estate investment trust.
arolera ekitebe kumara emyaka atakabaire nyingi mukuru,She manages a team for years before she became director.
akahuka nikaija muno mubantu,The virus will widely circulate in the
omumwaka gw'enkumi ibiri tufunire asaatu okukeha kwingi muno hakusisika kwobuhanwa,"By 2030, we achieve a significant reduction in the loss of biodiversity."
"mutabani wange naija kukaguza,""ruhanga nkaha?"" ali ninjakusomnga hamutima gwange n'ogwe","My son will ask me,""Where is God?""I pointed to my heart and his."
line irwaro erahuro ry'ebitabu byabarwaire ebikukwataho obwomezi bwabo,The hospital had a patient library with health information.
omulimi omusiri ayombire gwe gwamuhogo wiiki ehwaire,The farmer has weeded his cassava field last week.
ebintu omu supamaketi buli wiiki,I bought groceries from the supermarket every week.
cukamba y'omuyanja eturukize ehuzo zamakamba okwerwanaho,The sea cucumber has squirted sticky threads to defend itself.
ekitebe ky'abantu kisagikire okuterayo akazina kandi kamu,The crowd cheered for the band to play one more song.
omukazi akega n'okulisa hakulima habwokwebaisaho,She learns about sustainable agriculture.
"hakumalira y'omusomo gunu, twegeseze abalimi rumu omukukozesa orwezo kuruga omubijuzire","By end of this project, we have trained one thousand farmers in organic methods."
tuzikire abafu baitu omwitaka nambere baisenkuru itwe bahumura,We have buried our dead in the ground where our ancestors rest.
omulimi agesa amacande ge kandi yagatwara hakyoma ijo,The farmer harvests his sunflower and took it for pressing yesterday.
abantu baisoroize omuka y'omunyoro habworukurato,People gathered at chief's house for the meeting.
nyegere okwenyumirizamu nobukuba ndi muburumi-nikimanyisa nkyali mwomezi,I have learned to be grateful even in pain-it means I'm still alive to feel.
gavumenti neja kuletaho enkora empyaka hali abalimi abakulima ebyokulya,The government will provide subsidies for farmers who practice sustainable agriculture.
omumwaka gw'enkumi ibiri asaatu tufunire okukeha kwingi muno hakusisika kwobuhanwa,"By 2030, we achieve a significant reduction in the loss of biodiversity."
gavumenti etairo enkora empyaka hali abalimi abakulima ebyokulya,The government has provided subsidies for farmers who practice sustainable agriculture.
cukamba y'omuyanja nejakuturukya ehuzo okwerwanaho zamakamba,The sea cucumber will squirt sticky threads to defend itself.
tihabaireho ekintu ekibi nkoku rubata omukigana otaine sokisi,There has been nothing worse than stepping in a puddle with socks on.
irwaro kugira nirija eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo,The hospital will have a patient library with health information.
ekyaro kaitu kiraguma nikiyamba boona abo abatakwesobora,Our village will always help those who are in need.
gavumenti enkora eresireho empyaka hali abalimi abakulima ebyokulya,The government provided subsidies for farmers who practice sustainable agriculture.
okaire noyetagisibwa okuba oyonjire amaino gawe emirundi ebiri buli mwaka,You have needed to have your teeth cleaned twice a year.
nkega kwenyumirizamu nyeka nobukuba ndi muburumi-nikimanyisa nkyali mwomezi,I learned to be grateful even in pain-it means I'm still alive to feel.
omukazi aija kukora omukeeto kumara emyaka nyingi atakafokere CFO,She will work in the accounting department for years before she became CFO.
omukago gw'obusubuzi gukaimukya omuhyaka ebitundwa aheru,The new trade deal boosted exports.
omukazi naija kwega hakulima n'okulisa okwokwebaisaho,She will learn about sustainable agriculture.
nyinenkuru nyowe arukaka ebigega eby'akatale kumara nyingi emyaka,My grandmother weaves baskets for the market for many years.
"kakuba lyakubulize isomero obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school made you miserable, consider whether there's another way."
