Runyoro,English
nojakwetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka,You will need to have your teeth cleaned twice a year.
obujanjabi bwali bwasente nyingi baitu nibukoraho,The treatment will be expensive but effective.
akaire ruko kamu sabbiti erukwija nitwija kuhumuraho ha mwaro,"This time next week, we'll be lying on a beach."
nyinenkuru nyowe arukire ebigega eby'akatale kumara emyaka nyingi,My grandmother has woven baskets for the market for many years.
"kakuba basi etandeka eki ekiro, tindikwija kurora munyani wange muno","If i will not miss the bus that day, i never would have met my best friend."
arolera ekitebe kumara emyaka nyingi atakabaire mukuru,She manages a team for years before she became director.
"omukazi akangambira,""omusana nigwija kujwa nyenkya,kandi naiwe oti.""","She told me,""The sun will rise again tomorrow, and so will you""."
bakitunzi atangatagaine kiguzi omukuru,The sales team presented to a major client.
Pamba ekafooka ekirimwa ekirukuleeta entahya omu Uganda omukutandika okwekyasa ekya 20.,Cotton became a major cash crop in the early 20th century Uganda.
"omukazi abaire agambire,""izoba nirija kwimuka nyenkya,kandi naiwe oti.""","She has told me,""The sun will rise again tomorrow, and so will you""."
abekento bamalirize alipota y'omwaka,The finance team finalized the annual report.
bakozesa turakita okulima omusiri,They plow the fields using a tractor.
arolerire ekitebe kumara emyaka atakabaire mukuru,She has managed a team for years before she became director.
omukazi akega hakulima n'okulisa habwokwebaisaho,She learns about sustainable agriculture.
enyange ekeemerra eterekeriire mumaizi agatahamire,The egret stood perfectly still in the shallow water.
akahuka kajanjaire muno mubantu,The virus widely circulated in the community.
cukamba y'omuyanja ekaturukya ehuzo z'amakamba okwerwanaho,The sea cucumber squirted sticky threads to defend itself.
nyegere okwenyumirizamu nobukuba ndi muburumi-nikimanyisa nkyali mwomezi,I have learned to be grateful even in pain-it means I'm still alive to feel.
ekika kaitu kikaba kine engeri y'okutangira omwaka omuhyaka eyembaganiza,Our clan had its own special way of welcoming the new year.
irwaro nirija kutekaho obujanjabi bw'abazaire abaine enda,The clinic will provide prenatal care for expectant mothers.
taxi empyaka bagitandikireho omwaka ogurukwija,The new tax has been implemented next year.
"Omwehanga hangi ekisisani nyaisatu , akaiihamu kurungi ,mukikuya kyomuti kimu kiti.",The sculptor has chiseled a figure out of a single block of wood.
ndozirege ebituuru byebisisaru ebisarazirwe ebirukugambaho oruganikyo rwomukama owamaani kiro kyaijo,I watched a shadow puppet show that told the story of a great king yesterday.
Abaikazi bombekere ibandiro lihyaka haiziba ly'emirwa.,The community has built a new shrine at the sacred spring.
"gunu omurundi wiiki erukwija, tubyame kubyama hamusa gwenyanja","This time next week, we lay on a beach."
"kakuba gavumenti eba ekendize omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi","If the government has subsidized solar panels, more people would use renewable energy now."
ninyija kusiga ekihemeheme kandi nkisindike hamutimbagano nyekya,I will draw a funny cartoon and posted it on social media yesterday.
aija kurolera ekitebe kumare emyaka atakabaire mukuru,She will manage a team for years before she became director.
enkoragana empyaka eyobusubuzi imukize entundwa ye bw'obulimi aheru yihanga,The new trade deal has boosted agricultural exports.
ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti,The sculptor chiseled a figure out of a single block of wood.
omukazi naija kusoroza embibo entoro z'okwahura,She will collect indigenous seeds for preservation.
embya y'omukisaka nija kuhambya impala mayiro nyingi okuhikya ejwahire,The wild dog will chase the impala for miles until it tired out.
"dora ebinyonyi omumwanya; tibirikwija kusiga rundi okugesa, baitu iwe ise owomwiguru obirisa","Look at the birds of the air; they will not sow or reap, yet your heavenly father feeds them."
okubaira emiti nambere ebaire etemerwe kigarwireho irindiro lyebisoro byomukisaka mukicweka nambere byali,The reforestation project has brought back wildlife that had disappeared from the area.
nsabire obusnge omumadini gona-ntwena tuli bana baruhanga omu,I have prayed for peace among all religions-we're all children of the same God.
abantu bombeka iramizo erihyaka nambere bona batina,The community builds a new shrine at the sacred spring.
noyetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka,You needed to have your teeth cleaned twice a year.
ekitebe kyabantu nikinja kusagika bandi okuterayo akazina kandi kamu,The crowd will cheer for the band to play one more song.
omutezi wenanga akateranizaho omulere ha bandi,The harmonica player added a bluesy feel to the band's sound.
"kakuba bus etandekere, tinanditangatangaine munyani wange muno","If i have not missed the bus that day, i never would have met my best friend."
Itwe tusiima emizimu ey'omunsozi nomumyandara namabaale.,We give thanks to the spirits of the mountains for the rocks and stones.
irwaro line erahuro ry'ebitabu byabarwaire ebikukwataho obwomezi bwabo,The hospital had a patient library with health information.
NRA nejakutandikaho ekora endi,The NRA will develop a parallel administration.
"mutabani wange akagwize,""ruhanga ali nkaha?"" nasonga hamutima gwange n'ogwe","My son asked me,""Where is God?""I pointed to my heart and his."
omukago gw'obusubuzi omuhyaka gukaimukya ebitundwa aheru,The new trade deal boosted exports.
Ekiro kyaijo omwigi w'enjura eyiturukwetaaga acekecerege kuleeta rnjura.,The rainmaker danced to bring the rain that we need for the crops yesterday.
"kakuba gavumenti ekehya omuhendo gwa sola pano, abantu baingi nibaija kutandi kukozesa amasanyarazi","If the government subsidizes solar panels, more people would use renewable energy now."
omusomesa wange owunyenda agambira ngu nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye,My favorite teacher tells me that i had a gift- for writing those words stayed with me.
gavumenti eresireho enkora empyaka hali abalimi abakulima ebyokulya,The government provided subsidies for farmers who practice sustainable agriculture.
omunya ruraiha rahuhanyga kira yairuka ekinyonyi kugikwaata,The skink wiggled its tail and escaped from the bird's grasp.
"kakuba mba nkugambire ekintu kimu hali ekiniga, ngu tokwija kukirugaho-nokirabam","If I have told you one thing about grief, it's that you never get over it-you get through it."
kakuba gavumenti yataireho omuhendo gwahansiho habwengo zamani gizooba abantu abaingi bakubaire nibakozesa amaani agaani agarukugarurwa buhyaaka,"If the government had subsidized solar panels, more people would use renewable energy now."
kotoni akaba kirimwa kyasente omukyasi kya amkumi abiri m'uganda,Cotton became a major cash crop in the early 20th century Uganda.
nibaija kulima omusiri ni bakozesa turakita,They will plow the fields using a tractor.
Balimire amawinde nibakozesa karakita.,They have plowed the fields using a tractor.
omukazi ayegere hakulima n'okulisa okwokwebaisaho,She has learned about sustainable agriculture.
akahuka kajanjaire muno mubantu,The virus has widely circulated in the community.
eka yaitu ebaire nejaguza amagesa namazina agokusima itaka,Our family has always celebrated the harvest with a dance that thanks the earth.
omukago gw'obusubuzi omuhyaka gwimukize ebitundwa aheru,The new trade deal has boosted exports.
anaga enjura azina nukwo enjura egwe egi eyitukwendera ebirimwa baitu ijo,The rainmaker dances to bring the rain that we need for the crops yesterday.
abantu nibaija kwesoroza omuka y'omunyoro habw'orukurato,People will gather at the chief's house for the meeting.
omulimi naija kugesa amacande ge kandi agatwale hakyoma,The farmer will harvest his sunflower and took it for pressing yesterday.
omunya gucikize omukira gwako kandi katoroka hali ekinyonyi,The skink has wiggled its tail and escaped from the bird's grasp.
embya yomukisaka ekahambya impala mayiro nyingi okuhikya ejwahire,The wild dog chased the impala for miles until it tired out.
obujanjabi byasente nyingi baitu nibukoraho,The treatment was expensive but effective.
okubaira emiti nambere ebaire etemerwe kigaraho irindiro lyebisoro by'omukisaka mukicweka nambere byali,The reforestation project brings back wildlife that had disappeared from the area.
okubaira emiti nambere ebaire etemerwe nikija kugaraho irindiro lyebesoro by'omukisaka mukicweka nambere byali,The reforestation project will bring back wildlife that had disappeared from the area.
ngura ebintu omu supamaketi buli wiiki,I bought groceries from the supermarket every week.
irwaro rigagira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo,The hospital has had a patient library with health information.
"omwaka gw'enkumi ibiri asaatu, tutungire okukeha kwingi muno mukukeha kw'ebyobuhanga","By 2030, we have achieved a significant reduction in the loss of biodiversity."
"nkaba ntakunihira ngu nisobora okugura eka yange, baitu ndi hanu, nitekaho omukono hakipapura wiiki ekwija","I never thought l'd be able to buy mu own home, but here l am, signing the papers next week."
kakuba ntararabirweho baasi ekiro eki tinakutangaine engajani yange.,"if i hadn't missed the bus that day, i never would have met my best friend."
abantu behumwize habizina ebyamporampora,The crowd has back swayed and forth to the slow music.
Ntiirelye ebisisani rudingisa nabusindika hamura kiro kyaijo.,I drew a funny cartoon and posted it on social media yesterday.
okubura kwamaizi nikwija kutabaniza ebyokulima n'obulisa omukicweka,The water scarcity will affect agricultural production in the region.
abantu bakwesoroleza omuka y'omunyoro habw'orukurato,People gathered at the chief's house for the meeting.
ebiro bisaatu omurubuga orututekanizaga kubungira,Three days in a city we have never planned to visit.
okucamuka kwamabale hansi omwitaka kukabaruka kwaletaho okuhangwaho obuhanga muhagati y'enyanja,The volcanic eruption created a new island in the middle of the ocean.
akatunga okwimukiza ha mulimo,He received a raise at work.
nyinenkuru nyowe naija kuruka ebibo eby'akatale kumara emyaka nyingi,My grandmother will weave baskets for the market for many years.
"kakuba isomero likuburanganize obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school has made you miserable, consider whether there's another way."
"hakumalira y'omusomo gunu, twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire","By the end of this project, we have trained one thousand farmers in organic methods."
Ebiro bisatu omu rubuga orututatekanizaaga kobunga.,Three days in a city we'd never planned to visit.
omusaija ateka sente ze omumasamba,He invests in a real estate investment trust.
tihakwija kuba kintu kibi nkokurubata mukigana otaine sokisi,There will be nothing worse than stepping in a puddle with socks on.
ebihuka birubatire hamu omurukara bihimbire ebisosonkole nibibigara omukiju,The ants have marched in a long line carrying crumbs back to their nest.
akatebe akatunzi nikahayo hali omuguzi owamaani,The sales team is presenting to a major client.
omukazi asoraize embibo entoro z'okwahura,She has collected indigenous seeds for preservation.
omusaija naija kuteka sente ze omumasamba,He will invest in a real estate investment trust.
tihabaireho ekintu ekibi nkoku rubata omukigana otaine sokisi,There has been nothing worse than stepping in a puddle with socks on.
ekitebe kyabantu kikasagika bandi okuterayo akazina kandi kamu,The crowd cheered for the band to play one more song.
"nkaba nttaine kuninhira kwona ngu ninyija kusobora kugura eka eyang,baitu ndi hanu, nitekakaho omukono hakipapura wiiki erukwija","I never have thought l'd be able to buy mu own home, but here l am, signing the papers next week."
anaga enjura naija kuzina nukwo enjura egwe egi eyitukwendera ebirimwa ijo,The rainmaker will dance to bring the rain that we need for the crops yesterday.
"dora ebinyonyi omumwanya; tibisigire rundi okugesa, baitu iwe ise owomwiguru obirisa","Look at the birds of the air; they have not sown or reap, yet your heavenly father feeds them."
Nsabira amadiini goona omugisa-itwena tuli baana ba Ruhanga omu.,I pray for peace among all religions-we're all children of the same God.
ekika kaitu kigira engeri y'okutangira omwaka omuhyaka eyembaganiza,Our clan has had its own special way of welcoming the new year.
"kakuba isomero nirinja kukubuza obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school will make you miserable, consider whether there's another way."
omukago gw'obusubuzi omuhyaka gwimukya ebitundwa aheru,The new trade deal boosts exports.
tuzika abafu baitu omwitaka nambere baisenkuru itwe bahumura,We bury our dead in the ground where our ancestors rest.
Abasungi nibaseyeya enyuma nomumaiso habwekizina ekiruugenda mpora mpora.,The crowd is swaying back and forth to the slow music.
ebiro bisaatu murubuga orutubaire tutwetekanizi kubungira,Three days in a city we never planned to visit.
omukazi akasoroza embibo entoro z'okwahura,She collects indigenous seeds for preservation.
omukazi aija kukora omukeeto kumara emyaka nyingi atakafokere CFO,She will work in the accounting department for years before she became CFO.
nitwija kuha okusima hali emyoyo y'murusozi habwe emyandara na amabale,We will give thanks to the spirits of the mountains for the rocks and stones.
igana lyabantu lika semererwa omukoro gutakatandikire,The crowd has buzzed with excitement before the show starts.
bakitunzi batangatangaine kiguzi omukuru,The sales team has presented to a major client.
Omusaija akuziibwe hamulimo.,He has received a raise at work.
"gunu omurundi wiiki erukwija, nitwija kubyama hamusa gwenyanja","This time next week, we will lie on a beach."
balima omusiri ni bakozesa turakita,They plowed the fields using a tractor.
tuzikire abafu baitu omwitaka nambere baisenkuru itwe bahumura,We have buried our dead in the ground where our ancestors rest.
okubura kwamaizi kukatalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity affected agricultural production in the region.
Akarwarro kaheereza obuheereza obukwatiraine n'okuzaara.,The clinic provides prenatal care for expectant mothers.
taxi empyaka nejakutandika omwaka ogurukwija,The new tax is implemented next year.
"Akangambira ,""lzooba ndigenda kwongera kwimuka nyenkya, kandi naiwe nukwo"".","She told me , ""The sun will rise again tomorrow, and so will you""."
nyinenkuru nyowe arukaka ebigega eby'akatale kumara emyaka nyingi,My grandmother weaves baskets for the market for many years.
enkoragana empyaka eyobusubuzi ekaimukya ebitundwa ye bw'obulimi aheru yihanga,The new trade deal boosted agricultural exports.
obujanjabi bubaire bwasente nyingi baitu nibukoraho,The treatment has been expensive but effective.
embya y'omukisaka ehambizege impala mayiro nyingi okuhikya ejwahire,The wild dog has chased the impala for miles until it tired out.
okaire noyetagisibwa okuba oyonjire amaino gawe emirundi ebiri buli mwaka,You have needed to have your teeth cleaned twice a year.
"kakuba oraba ogondeze okumanya ebyobuhangwa baitu, tandika n'ebyokulya baitu","If you have wanted to understand our culture, start with our food."
irwaro rikatekaho obujanjabi bw'abazaire abaine enda,The clinic provided prenatal care for expectant mothers.
nija kugura ebintu mu supamaketi buli wiiki,I will buy groceries from the supermarket every week.
nkairukira mwamunwani wange omukuru ijo,I run into an old friend yesterday.
omukazi naija kwega hakulima n'okulisa okwokwebaisaho,She will learn about sustainable agriculture.
kotoni ebaire kirimwa kyasente muno mukyasi kya amakumi abiri m'uganda,Cotton has become a major cash crop in the early 20th century Uganda.
"kakuba obaire noyenda okwetegereza ebyobuhangwa baitu, tandika n'ebyokulya baitu.","If you wanted to understand our culture, start with our food."
"kakuba isomero lyakubulize obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school made you miserable, consider whether there's another way."
"omukazi akangamba,""omusana nigwija kujwa omurundi gundi nyenkya, kandi naiwe oti.""","She tells me,""The sun will rise again tomorrow, and so will you""."
ebihuka bikarubatira hamu murukara bihimbire ebisosonkole nibibigara omukiju,The ants marched in a long line carrying crumbs back to their nest.
cukamba y'omuyanja nejakuturukya ehuzo zamakamba okwerwanaho,The sea cucumber will squirt sticky threads to defend itself.
nyirukire mwamunwani wange omukuru ijo,I have run into an old friend yesterday.
"hakumalira ye kyasa kinu, tukahindura ekoragana yaitu n'byobuhangwa","The the end of this century, we transformed our relationship with nature."
nkega kwenyumirizamu nyeka nobukuba ndi muburumi-nikimanyisa nkyali mwomezi,I learned to be grateful even in pain-it means I'm still alive to feel.
ebihuka nibija kurubatira murukara bihimbire ebisosonkole nibibigara omukiju,The ants will march in a long line carrying crumbs back to their nest.
kotoni naija kuba kirimwa kyasente mukyasi kya amkumi abiri m'uganda,Cotton will become a major cash crop in the early 20th century Uganda.
abantu nibaija kwombeka iramizo erihyaka nambere bona batina,The community will build a new shrine at the sacred spring.
"gunu omurundi wiiki erukwija, tubyamire hamusa gwenyanja","This time next week, we have lied on a beach."
ebizina byenzarwa hamu n'okucekeca n'orunyege bibaire mokijaguzo,Traditional music and has danced accompained ceremonies.
omukazi ataaha naworoza hamu nokulinda,She had been collecting indigenous seeds for preservation.
enkoragana empyaka eyobusubuzi imukya ebitundwa ye bw'obulimi aheru yihanga,The new trade deal boosts agricultural exports.
"hakumalira y'omusomo gunu, ni twija kuba twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire","By the end of this project, we train one thousand farmers in organic methods."
abantu abaingi abesoroize abaijwiire omwiro omuzaano gutakatandikire,The crowd is buzzing with excitement before the show starts.
"kakuba nkugambira ekintu kimu hali ekiniga,kiri ngu tokwija kukirugaho-nokirabamu","If I told you one thing about grief, it's that you never get over it-you get through it."
"Kakuba ndi wokukugambira ekintu kimu hali enaku, nikyo ngu otaligyehugura-ogirabemu.","If I could tell you one thing about grief, it's that you never get over it-you get through it."
ninyija kusabira obusinge omumadini gona-ntwena tuli baana baruhanga omu,I will pray for peace among all religions-we're all children of the same God.
omutezi wenanga naija kuteranizaho omulere ha bandi,The harmonica player has added a bluesy feel to the band's sound.
ekika kaitu nikija kugira engeri y'okutangira omwaka omuhyaka eyemabaganiza,Our clan will have its own special way of welcoming the new year.
"mutabani wange akagwize,""ruhanga ali nkaha?"" nkamusongera hamutima gwange n'ogwe","My son has asked me,""Where is God?""I pointed to my heart and his."
abantu baisoroize omuka y'omunyoro habworukurato,People have gathered at the chief's house for the meeting.
ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti,The sculptor chisels a figure out of a single block of wood.
abantu bakehumuzamu habizina ebyamporampora,The crowd back swayed and forth to the slow music.
nkasabira obusinge omumadini gona- ntwena tuli baana baruhanga omu,I prayed for peace among all religions-we're all children of the same God.
"mutabani wange naija kukaguza,""ruhanga ali nkaha?"" ninjakusomnga hamutima gwange n'ogwe","My son will ask me,""Where is God?""I pointed to my heart and his."
nguzire ebuntu omu supamaketi buli wiiki,I have bought groceries from the supermarket every week.
omusaija akateka sente ze omumasamba,He invested in a real estate investment trust.
busayo kintu ekibi nkokurubata mukigana otajaire sokisi,There was nothing worse than stepping in a puddle with socks on.
abantu bombekere iramizo erihyaka namebere bona batina,The community has built a new shrine at the sacred spring.
eka yaitu nija kujaguzaga amagesa namazina agokusima itaka,Our family will always celebrate the harvest with a dance that thanks the earth.
omusoro omuhya nigwija kuteebwa omuunkora mumwaka omuhyaka,The new tax will be implemented next year.
gavumenti neja kuletaho enkora empyaka hali abalimi abakulima ebyokulya,The government will provide subsidies for farmers who practice sustainable agriculture.
NRA etandikire enkora endi,The NRA has developed a parallel administration.
ekyaro kaitu kiguma nikiyamba abo boona abatakwesobora,Our village always helped those who are in need.
abekento bamalirizege alipota y'omwaka,The finance team has finalized the annual report.
ekyaro kaitu kiraguma nikiyamba abo boona abatakwesobora,Our village will always help those who are in need.
atunga okwimukiza ha mulimo,He receives a raise at work.
"kakuba basi etalindekere ekiro eki, tinandibwoine munyani wange muno.","If i did not miss the bus that day, i never would have met my best friend."
Akatebe akeby'ensimbi nikamaliiriza ensoborra ( ripoota ) eyabuli mwaka.,The finance team is finalizing the annual report.
"nyikaire ntakukinihira ngu ninyija kugura eka yange, baitu ndi hanu, ninyija kutekaho omukono hakipapura wiiki ekwija","I never will think l'd be able to buy mu own home, but here l am, signing the papers next week."
owenanga ruhuhwa nayongeramu okukwatwaho kwobujure nokwecumitiriza omumaraka gebidongp,The harmonica player adds a bluesy feel to the band's sound.
ekyoma kyomubaizi nikija kubaija ekisisani kuruga omukihinju kyekiti,The sculptor will chisel a figure out of a single block of wood.
akahuka nikaija kujanjara muno mubantu,The virus will widely circulate in the community.
igana lyabantu bakatoka nokusemererwa omukoro gutakatandikire,The crowd buzzed with excitement before the show starts.
Omwegesa wange owungonza akagamba nyine ekisembo ky'okuhandiika -ebyo ebigambo bikaguma nanye.,My favorite teacher told me that i had a gift- for writing those words stayed with me.
"hakumalira y'omusomo gunu, nitwegesa abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire","By the end of this project, we trained one thousand farmers in organic methods."
"kakuba nakugambira ekintu kimu hali ekiniga, kiri ngu tokwija kukirugaho-nokirabamu","If I will tell you one thing about grief, it's that you never get over it-you get through it."
