Runyoro,English
omulimi ayombire omusiri gwe wiiki gwamuhogo ehwaire,The farmer has weeded his cassava field last week.
Hakumaliira kwe kyaasa kiru nitwiija kuba tumazire kwatundwira enkoragana yaitu n'ebyobuhangwa.,"The the of this century ,we will have transformed our relationship with nature."
Hakumaliira kyaasa kwe kiru nitwiija kuba tumazire kwatundwira enkoragana yaitu n'ebyobuhangwa.,"The the end of this century ,we will have transformed our relationship with nature."
"orayenda okwetegereza ebyobuhangwa baitu, tandika n'ebyokulya baitu","If you will want to understand our culture, start with our food."
"orayenda kakuba okwetegereza ebyobuhangwa baitu, tandika n'ebyokulya baitu","If you will want to understand our culture, start with our food."
"Nkaba ntukaterezaaga ngu ndisobora kusura enju eka , baitu dera ndihamu , ninyija kutekaho omukono hampapura sabbiti","I never thought l'd be able buy mu own home , but here l am , signing the papers next week."
"Nkaba ntukaterezaaga ngu kusura ndisobora enju eka , baitu dera ndihamu , ninyija kutekaho omukono hampapura sabbiti erukwija.","I never thought l'd be able to buy mu own home , but here l am , signing the papers next week."
nkatera ekihemeheme kandi nakisindika hamutimbagano ijo,I have drawn a funny cartoon and posted it on social media yesterday.
ekihemeheme nkatera kandi nakisindika hamutimbagano ijo,I have drawn a funny cartoon and posted it on social media yesterday.
ebizina hamu n'okucekeca n'orunyegebirabaga mubuli mukoro,Traditional music and will dance accompained ceremonies.
ebizina byenzarwa n'okucekeca hamu n'orunyegebirabaga mubuli mukoro,Traditional music and will dance accompained ceremonies.
omukazi akozire mukeeto kumara emyaka nyingi atakafokere CFO,She has worked in the accounting department for years before she became
omukazi akozire mukeeto kumara emyaka nyingi CFO atakafokere,She has worked in the accounting department for years before she became CFO.
omulimi agesa amacande ge kandi yagatwara hakyoma ijo,The farmer harvests his sunflower and took it for pressing yesterday.
omulimi agesa amacande ge kandi hakyoma yagatwara ijo,The farmer harvests his sunflower and took it for pressing yesterday.
omulimi agesire amacande ge kandi yagatwara hakyoma,The farmer has harvested his sunflower and took it for pressing yesterday.
omulimi agesire amacande ge yagatwara kandi hakyoma,The farmer has harvested his sunflower and took it for pressing yesterday.
igana lyabantu nirija kusemererwa omukoro gutakatandikire,crowd will buzz with excitement before the show starts.
igana nirija lyabantu kusemererwa omukoro gutakatandikire,The crowd will buzz with excitement before the show starts.
taxi empyaka bakagitandikaho omwaka oguhwaire,The new tax was implemented next year.
empyaka taxi bakagitandikaho omwaka oguhwaire,The new tax was implemented next year.
"kakuba gavumenti erakehya omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi","If the government will subsidize solar panels, more people would use renewable energy now."
"kakuba gavumenti omuhendo erakehya gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi","If the government will subsidize solar panels, more people would use renewable energy now."
omusomesa wange owunyenda naija kungamba nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara,My favorite teacher will tell me that i had a gift- for writing those words stayed with me.
omusomesa wange owunyenda naija kungamba nkaba nyina ekisembo kyokuhandika ebigambo ebi nanye bikasigara,My favorite teacher will tell me that i had a gift- for writing those words stayed with me.
ebiro bisaatu murubuga orutubaire kwetekaniza kubungira,days in a city we will never plan to visit.
ebiro bisaatu murubuga tuturukwija orutubaire kwetekaniza kubungira,Three days in a city we will never plan to visit.
abekento nibaija alipota y'omwaka,The finance team will finalize the annual
abekento kumaliriza nibaija alipota y'omwaka,The finance team will finalize the annual report.
irwaro ritaireho obujanjabi bw'abzaire abaine enda,The clinic has provided prenatal care for expectant mothers.
irwaro ritaireho obujanjabi bw'abzaire enda abaine,The clinic has provided prenatal care for expectant mothers.
nkasunga ekituru kyomutini nikyoleka ngu kikagamba oruganikyo rw'omukama owamani ijo,I watch a shadow puppet show that told the story of a great king yesterday.
nkasunga ekituru nikyoleka kyomutini ngu kikagamba oruganikyo rw'omukama owamani ijo,I watch a shadow puppet show that told the story of a great king yesterday.
omwaka gw'enkumi ibiri asaatu tukatunga okukeha kwingi muno habwokusisikara kwobuhangwa,"By 2030, we achieved a significant reduction in loss of biodiversity."
omwaka gw'enkumi ibiri asaatu okukeha tukatunga kwingi muno habwokusisikara kwobuhangwa,"By 2030, we achieved a significant reduction in the loss of biodiversity."
NRA ekora ekatandikaho endi,The NRA developed a parallel administration.
"Rora ebinyonyi omumwanya, tibisiga, tibigesa baitu Isinywe anyakuli omwiguru abiriisa.","Look at the of the air; they do not sow or reap, yet your heavenly father feeds them."
"Rora ebinyonyi omumwanya, tibisiga, tibigesa baitu Isinywe anyakuli abiriisa. omwiguru","Look at the birds of the air; they do not sow or reap, yet your heavenly father feeds them."
omulimi naija kwombera omusirigwe gwamuhogo wiiki ekwija,The farmer will weed his cassava field next
naija omulimi kwombera omusirigwe gwamuhogo wiiki ekwija,The farmer will weed his cassava field next week.
omunya nigwija okucicya omukira gwako kandi katoroke hali ekinyonyi,The skink will wiggle its tail and escaped from the bird's grasp.
omunya nigwija okucicya gwako omukira kandi katoroke hali ekinyonyi,The skink will wiggle its tail and escaped from the bird's grasp.
eka yaitu ekajaguza amagesa namazina agokusima itaka,Our family always celebrated the harvest with a dance that thanks the earth.
yaitu eka ekajaguza amagesa namazina agokusima itaka,Our family always celebrated the harvest with a dance that thanks the earth.
tukazika abafu baitu omwitaka baisenkuru itwe bahumura,We buried our dead in the ground where our ancestors rest.
tukazika baitu abafu omwitaka nambere baisenkuru itwe bahumura,We buried our dead in the ground where our ancestors rest.
cukamba y'omuyanja eturukize ehuzo zamakamba okwerwanaho,The sea cucumber has squirted sticky threads defend itself.
cukamba y'omuyanja ehuzo eturukize zamakamba okwerwanaho,The sea cucumber has squirted sticky threads to defend itself.
etairo enkora empyaka hali abakulima ebyokulya,The government has provided subsidies for farmers who practice sustainable agriculture.
gavumenti etairo enkora hali empyaka abalimi abakulima ebyokulya,The government has provided subsidies for farmers who practice sustainable agriculture.
ebizina byenzarwa hamu n'okucekeca n'orunyege biba mubulimukoro,Traditional music and danced accompained ceremonies.
ebizina byenzarwa hamu n'orunyege n'okucekeca biba mubulimukoro,Traditional music and danced accompained ceremonies.
tukhaire okusima emyoyo y'omurusozi habwe emyandara na amabale,We have given thanks to the spirits the mountains for the and stones.
tukhaire hali okusima emyoyo y'omurusozi habwe emyandara na amabale,We have given thanks to the spirits of the mountains for the rocks and stones.
Ekka yaitu ejaguza amagesa na mazina ag'okusiima ensi.,Our family has always celebrated the harvest with a dance that thanks the earth.
Ekka yaitu amagesa ejaguza na mazina ag'okusiima ensi.,Our family has always celebrated the harvest with a dance that thanks the earth.
omulimi ayombire omusiri gwamuhogo wiiki ehwaire,The farmer weeds his cassava field last week.
omulimi ayombire omusiri wiiki gwamuhogo ehwaire,The farmer weeds his cassava field last week.
Obworaba nogonza ebyobuhangi bwaaitu tandika nebyokulya byaitu.,"If you want understand our culture, start with our food."
Obworaba nogonza kwetrgereza ebyobuhangi bwaaitu nebyokulya tandika byaitu.,"If you want to understand our culture, start with our food."
omusomesa wange owunyenda agambire ngu nkaba nyine ekisembo kyokuhandika ebigambo ebi bikasigara nanye,My favorite teacher has told me that i had a gift- for writing those words stayed me.
wange omusomesa owunyenda agambire ngu nkaba nyine ekisembo kyokuhandika ebigambo ebi bikasigara nanye,My favorite teacher has told me that i had a gift- for writing those words stayed with me.
bakitunnzi naija kutangatangana kiguzi omukuru,The sales team will present to a major client.
bakitunnzi naija kiguzi kutangatangana omukuru,The sales team will present to a major client.
ninja kwirukira mwa munyani wange omukuru nyencya,I will run into an old friend yesterday.
ninja kwirukira mwa wange munyani omukuru nyencya,I will run into an old friend yesterday.
okucamuka kwamabale hansi omwitaka kuleterire obuhanga muhagati,The volcanic eruption has created a new island in the middle of the ocean.
okucamuka kwamabale omwitaka hansi kuleterire okuhangwaho obuhanga muhagati y'enyanja,The volcanic eruption has created a new island in the middle of the ocean.
irwaro nirija kugira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo,The hospital will have a patient library with health information.
irwaro nirija kugira eryahuro ry'ebitabu byabarwaire ebirukukwataho bwabo obwomezi,The hospital will have a patient library with health information.
abantu nibaija kwehumuzamu habizina ebymporampora,The crowd will back sway and forth to the slow music.
nibaija abantu kwehumuzamu habizina ebymporampora,The crowd will back sway and forth to the slow music.
omumwaka gw'enkumi ibiri asaatu tufunire okukeha kwingi muno kwobuhanwa,"By 2030, we achieve a significant reduction in the loss of biodiversity."
omumwaka ibiri gw'enkumi asaatu tufunire okukeha kwingi muno hakusisika kwobuhanwa,"By 2030, we achieve a significant reduction in the loss of biodiversity."
embina yomukisaka ekairukya empara habwa mairu nyingiho kuhirya obuyajwahire,The wild dog chased the impala for miles until it tired out.
embina yomukisaka ekairukya empara habwa nyingiho mairu kuhirya obuyajwahire,The wild dog chased the impala for miles until it tired out.
okubura kwamaizi kutalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity affects agricultural in the region.
okubura kwamaizi kutalibaniza ebyobulimi omukicweka n'obulisa,The water scarcity affects agricultural production in the region.
ekyaro kaitu kibaire nikiyamba abo boona abatakwesobora,Our village has always helped those who are in need.
ekyaro kaitu nikiyamba kibaire abo boona abatakwesobora,Our village has always helped those who are in need.
ninyija kusunga ekituru kyomutini ekirikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo,I will watch shadow puppet show that told the story of a great king yesterday.
ninyija ekituru kusunga kyomutini ekirikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo,I will watch a shadow puppet show that told the story of a great king yesterday.
tukaha okusima hali emyoyo y'omurusozi habwa emyandara na amabale,We gave thanks to the spirits of the mountains for the rocks and stones.
tukaha okusima hali emyoyo y'omurusozi emyandara habwa na amabale,We gave thanks to the spirits of the mountains for the rocks and stones.
ekitebe ky'abantu kisagikire bandi okuterayo akazina kandi kamu,The crowd has cheered for the band to play one more song.
ekitebe ky'abantu kisagikire bandi okuterayo kandi akazina kamu,The crowd has cheered for the band to play one more song.
anaga ejura azinire nukwo enjura egwe egi eyitubaire nitwendera ebirimwa ijo,The rainmaker has danced to bring the rain that we need the crops yesterday.
anaga ejura azinire nukwo enjura egi egwe eyitubaire nitwendera ebirimwa ijo,The rainmaker has danced to bring the rain that we need for the crops yesterday.
gukacicya omukira gwako kandi katoroka ekinyonyi,The skink wiggled its tail and escaped from the bird's grasp.
omunya gukacicya omukira gwako kandi hali katoroka ekinyonyi,The skink wiggled its tail and escaped from the bird's grasp.
okucamuka kwamabale hansi omwitak nikwija kuletaho okuhangwaho obuhanga muhagati y'enyanja,The volcanic eruption will create a new island in the middle of the ocean.
okucamuka kwamabale omwitak hansi nikwija kuletaho okuhangwaho obuhanga muhagati y'enyanja,The volcanic eruption will create a new island in the middle of the ocean.
nojakwetagisibwa okuyonja amaino gawe emirundi ebiri buli,will need to have your teeth cleaned a year.
nojakwetagisibwa okuyonja amaino gawe ebiri emirundi buli mwaka,You will need to have your teeth cleaned twice a year.
obujanjabi bwali bwasente nyingi baitu nibukoraho,The treatment will be expensive but effective.
bwali obujanjabi bwasente nyingi baitu nibukoraho,The treatment will be expensive but effective.
akaire ruko kamu sabbiti erukwija nitwija kuhumuraho ha mwaro,"This time next week, we'll be lying on a beach."
akaire ruko kamu sabbiti erukwija kuhumuraho nitwija ha mwaro,"This time next week, we'll be lying on a beach."
nyinenkuru nyowe arukire ebigega eby'akatale kumara emyaka nyingi,My grandmother has woven baskets for the market for many years.
nyinenkuru nyowe arukire ebigega kumara eby'akatale emyaka nyingi,My grandmother has woven baskets for the market for many years.
"kakuba basi eki ekiro, tindikwija kurora munyani wange muno","If i will not miss bus that day, i never would have met my best friend."
"kakuba basi etandeka eki ekiro, kurora tindikwija munyani wange muno","If i will not miss the bus that day, i never would have met my best friend."
arolera ekitebe kumara emyaka nyingi atakabaire mukuru,She manages a team for years before she became director.
arolera ekitebe emyaka kumara nyingi atakabaire mukuru,She manages a team for years before she became director.
"omukazi akangambira,""omusana nigwija kujwa nyenkya,kandi naiwe oti.""","She told me,""The sun rise again tomorrow, and so will you""."
"omukazi akangambira,""omusana kujwa nigwija nyenkya,kandi naiwe oti.""","She told me,""The sun will rise again tomorrow, and so will you""."
atangatagaine bakitunzi kiguzi omukuru,The sales team presented to a major client.
Pamba ekafooka ekirimwa ekirukuleeta entahya omu Uganda omukutandika okwekyasa ekya 20.,Cotton became a cash crop in the early 20th century Uganda.
Pamba ekafooka ekirimwa ekirukuleeta entahya omu Uganda okwekyasa omukutandika ekya 20.,Cotton became a major cash crop in the early 20th century Uganda.
"omukazi abaire agambire,""izoba nirija kwimuka nyenkya,kandi naiwe oti.""","She has told me,""The sun will rise again tomorrow, and so will you""."
"omukazi agambire,""izoba abaire nirija kwimuka nyenkya,kandi naiwe oti.""","She has told me,""The sun will rise again tomorrow, and so will you""."
abekento alipota bamalirize y'omwaka,The finance team finalized the annual report.
bakozesa okulima turakita omusiri,They plow the fields using a tractor.
arolerire ekitebe kumara emyaka atakabaire mukuru,She managed a team for years she became director.
arolerire kumara ekitebe emyaka atakabaire mukuru,She has managed a team for years before she became director.
omukazi akega hakulima n'okulisa habwokwebaisaho,She learns sustainable agriculture.
omukazi hakulima akega n'okulisa habwokwebaisaho,She learns about sustainable agriculture.
enyange ekeemerra eterekeriire mumaizi agatahamire,The stood perfectly still in the shallow
enyange eterekeriire ekeemerra mumaizi agatahamire,The egret stood perfectly still in the shallow water.
akahuka kajanjaire mubantu muno,The virus widely circulated in the community.
cukamba y'omuyanja ekaturukya ehuzo z'amakamba okwerwanaho,The sea cucumber squirted sticky threads to defend itself.
cukamba y'omuyanja ekaturukya z'amakamba ehuzo okwerwanaho,The sea cucumber squirted sticky threads to defend itself.
nyegere okwenyumirizamu ndi muburumi-nikimanyisa nkyali mwomezi,I have learned be grateful even in pain-it means I'm still alive to feel.
nyegere okwenyumirizamu ndi nobukuba muburumi-nikimanyisa nkyali mwomezi,I have learned to be grateful even in pain-it means I'm still alive to feel.
ekika kaitu kikaba kine engeri y'okutangira omwaka omuhyaka,Our clan had own special way of welcoming the new year.
ekika kaitu kine kikaba engeri y'okutangira omwaka omuhyaka eyembaganiza,Our clan had its own special way of welcoming the new year.
irwaro nirija kutekaho obujanjabi bw'abazaire abaine enda,The clinic will provide prenatal care for expectant mothers.
irwaro nirija kutekaho obujanjabi bw'abazaire enda abaine,The clinic will provide prenatal care for expectant mothers.
taxi empyaka bagitandikireho omwaka ogurukwija,The new tax has been implemented next year.
taxi bagitandikireho empyaka omwaka ogurukwija,The new tax has been implemented next year.
"Omwehanga hangi ekisisani nyaisatu akaiihamu kurungi ,mukikuya kyomuti kimu kiti.",The sculptor has chiseled a figure out of a single block of wood.
"Omwehanga hangi ekisisani nyaisatu , akaiihamu kurungi ,mukikuya kimu kyomuti kiti.",The sculptor has chiseled a figure out of a single block of wood.
ndozirege ebituuru byebisisaru ebisarazirwe ebirukugambaho oruganikyo rwomukama owamaani kiro kyaijo,I watched a shadow puppet show that told the story of a great king yesterday.
ndozirege ebituuru byebisisaru ebisarazirwe ebirukugambaho rwomukama oruganikyo owamaani kiro kyaijo,I watched a shadow puppet show that told the story of a great king yesterday.
Abaikazi bombekere ibandiro lihyaka haiziba,The community has built a new shrine at the sacred spring.
Abaikazi bombekere ibandiro lihyaka ly'emirwa. haiziba,The community has built a new shrine at the sacred spring.
"gunu omurundi wiiki erukwija, tubyame kubyama hamusa gwenyanja","This time next week, we lay on a beach."
"gunu omurundi erukwija, wiiki tubyame kubyama hamusa gwenyanja","This time next week, we lay on a beach."
"kakuba gavumenti eba ekendize omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi",If the government has subsidized solar more people would use renewable energy now.
"kakuba gavumenti eba ekendize omuhendo gwa sola pano, abantu nibaija baingi kutandika kukozesa amasanyarazi","If the government has subsidized solar panels, more people would use renewable energy now."
ninyija kusiga ekihemeheme kandi nkisindike hamutimbagano nyekya,I will draw a funny cartoon and posted it on social media yesterday.
ninyija ekihemeheme kusiga kandi nkisindike hamutimbagano nyekya,I will draw a funny cartoon and posted it on social media yesterday.
aija kurolera ekitebe kumare emyaka atakabaire mukuru,She will manage a team for years before she became director.
aija kurolera ekitebe kumare atakabaire emyaka mukuru,She will manage a team for years before she became director.
enkoragana empyaka eyobusubuzi imukize entundwa ye bw'obulimi aheru,The new trade deal has agricultural exports.
enkoragana empyaka eyobusubuzi imukize ye entundwa bw'obulimi aheru yihanga,The new trade deal has boosted agricultural exports.
ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti,The sculptor chiseled a figure out of a single block of wood.
ekyoma kikabaija kyomubaizi ekisisani kuruga omukihinju kyekiti,The sculptor chiseled a figure out of a single block of wood.
omukazi naija kusoroza entoro z'okwahura,She will collect indigenous seeds for preservation.
omukazi naija kusoroza embibo z'okwahura entoro,She will collect indigenous seeds for preservation.
embya y'omukisaka nija kuhambya impala mayiro nyingi okuhikya ejwahire,The wild dog will chase the for miles until it tired out.
embya y'omukisaka nija kuhambya impala mayiro nyingi ejwahire okuhikya,The wild dog will chase the impala for miles until it tired out.
dora ebinyonyi omumwanya; tibirikwija kusiga rundi baitu iwe owomwiguru obirisa,"Look at the birds of the air; they will not sow or reap, yet your heavenly father feeds them."
"dora ebinyonyi omumwanya; tibirikwija kusiga rundi okugesa, baitu iwe ise obirisa owomwiguru","Look at the birds of the air; they will not sow or reap, yet your heavenly father feeds them."
okubaira emiti nambere ebaire etemerwe kigarwireho irindiro lyebisoro byomukisaka mukicweka nambere byali,The reforestation project has brought back wildlife that had disappeared from the
okubaira nambere emiti ebaire etemerwe kigarwireho irindiro lyebisoro byomukisaka mukicweka nambere byali,The reforestation project has brought back wildlife that had disappeared from the area.
nsabire obusnge omumadini gona-ntwena tuli bana baruhanga omu,I have prayed for peace among all religions-we're all children of the God.
nsabire omumadini obusnge gona-ntwena tuli bana baruhanga omu,I have prayed for peace among all religions-we're all children of the same God.
abantu bombeka iramizo erihyaka nambere bona batina,The community builds a new shrine at the sacred spring.
abantu iramizo bombeka erihyaka nambere bona batina,The community builds a new shrine at the sacred spring.
noyetagisibwa amaino gawe emirundi ebiri buli mwaka,needed to have your teeth cleaned twice a year.
noyetagisibwa okuyonja amaino gawe ebiri emirundi buli mwaka,You needed to have your teeth cleaned twice a year.
ekitebe kyabantu nikinja kusagika bandi okuterayo akazina kandi kamu,The crowd will cheer for the band to play one more song.
ekitebe kyabantu nikinja bandi kusagika okuterayo akazina kandi kamu,The crowd will cheer for the band to play one more song.
wenanga akateranizaho omulere ha bandi,The harmonica player added a bluesy feel to the band's sound.
wenanga omutezi akateranizaho omulere ha bandi,The harmonica player added a bluesy feel to the band's sound.
"kakuba bus etandekere, tinanditangatangaine munyani wange muno","If i have not missed the bus that day, i never would have met my best friend."
"kakuba bus etandekere, tinanditangatangaine wange munyani muno","If i have not missed the bus that day, i never would have met my best friend."
Itwe tusiima emizimu ey'omunsozi nomumyandara namabaale.,We give thanks to the spirits of the mountains for the and
Itwe emizimu tusiima ey'omunsozi nomumyandara namabaale.,We give thanks to the spirits of the mountains for the rocks and stones.
irwaro erahuro ry'ebitabu byabarwaire ebikukwataho obwomezi bwabo,hospital had a patient library with health information.
irwaro line erahuro ry'ebitabu byabarwaire ebikukwataho bwabo obwomezi,The hospital had a patient library with health information.
NRA ekora nejakutandikaho endi,The NRA will develop a parallel administration.
"mutabani wange akagwize,""ruhanga ali nkaha?"" nasonga hamutima gwange n'ogwe","My son is God?""I pointed to my heart and his."
"mutabani akagwize,""ruhanga wange ali nkaha?"" nasonga hamutima gwange n'ogwe","My son asked me,""Where is God?""I pointed to my heart and his."
gw'obusubuzi omuhyaka gukaimukya ebitundwa aheru,The new trade deal boosted exports.
gw'obusubuzi omukago omuhyaka gukaimukya ebitundwa aheru,The new trade deal boosted exports.
Ekiro kyaijo omwigi w'enjura eyiturukwetaaga acekecerege kuleeta rnjura.,The rainmaker danced to bring the rain that we need for the crops yesterday.
Ekiro kyaijo omwigi w'enjura eyiturukwetaaga kuleeta acekecerege rnjura.,The rainmaker danced to bring the rain that we need for the crops yesterday.
"kakuba gavumenti omuhendo gwa sola pano, abantu baingi nibaija kutandi kukozesa amasanyarazi","If the government subsidizes solar panels, more people would use renewable energy now."
"kakuba gavumenti ekehya omuhendo gwa pano, sola abantu baingi nibaija kutandi kukozesa amasanyarazi","If the government subsidizes solar panels, more people would use renewable energy now."
omusomesa wange owunyenda agambira ngu nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye,My favorite tells me that i had a gift- for writing those words stayed with me.
omusomesa wange owunyenda agambira nkaba ngu nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye,My favorite teacher tells me that i had a gift- for writing those words stayed with me.
gavumenti eresireho enkora empyaka hali abalimi abakulima ebyokulya,The provided subsidies farmers who practice sustainable agriculture.
gavumenti enkora eresireho empyaka hali abalimi abakulima ebyokulya,The government provided subsidies for farmers who practice sustainable agriculture.
omunya ruraiha rahuhanyga kira yairuka ekinyonyi kugikwaata,The skink wiggled its tail and escaped from the bird's grasp.
ruraiha omunya rahuhanyga kira yairuka ekinyonyi kugikwaata,The skink wiggled its tail and escaped from the bird's grasp.
"kakuba mba nkugambire ekintu ekiniga, ngu tokwija kukirugaho-nokirabam","If I have told you one thing grief, it's you never get over it-you get through it."
"kakuba nkugambire mba ekintu kimu hali ekiniga, ngu tokwija kukirugaho-nokirabam","If I have told you one thing about grief, it's that you never get over it-you get through it."
kakuba gavumenti yataireho omuhendo gwahansiho habwengo zamani gizooba abantu abaingi bakubaire nibakozesa amaani agaani agarukugarurwa buhyaaka,"the government had subsidized solar panels, more people would use renewable energy now."
kakuba gavumenti yataireho gwahansiho omuhendo habwengo zamani gizooba abantu abaingi bakubaire nibakozesa amaani agaani agarukugarurwa buhyaaka,"If the government had subsidized solar panels, more people would use renewable energy now."
kotoni akaba kirimwa kyasente kya amkumi abiri m'uganda,became a major cash crop in the early 20th century Uganda.
kotoni akaba kirimwa kyasente omukyasi kya abiri amkumi m'uganda,Cotton became a major cash crop in the early 20th century Uganda.
nibaija kulima omusiri ni bakozesa turakita,They will plow the fields using a tractor.
nibaija kulima omusiri ni turakita bakozesa,They will plow the fields using a tractor.
Balimire nibakozesa amawinde karakita.,They have plowed the fields using a tractor.
omukazi ayegere hakulima n'okulisa okwokwebaisaho,She has learned about sustainable agriculture.
omukazi ayegere n'okulisa hakulima okwokwebaisaho,She has learned about sustainable agriculture.
kajanjaire akahuka muno mubantu,The virus has widely circulated in the community.
eka yaitu ebaire nejaguza amagesa namazina agokusima itaka,family has always celebrated the harvest with a that thanks the earth.
eka yaitu ebaire amagesa nejaguza namazina agokusima itaka,Our family has always celebrated the harvest with a dance that thanks the earth.
gw'obusubuzi omuhyaka gwimukize ebitundwa aheru,The new trade deal has boosted exports.
omukago omuhyaka gw'obusubuzi gwimukize ebitundwa aheru,The new trade deal has boosted exports.
anaga enjura azina nukwo enjura egwe egi eyitukwendera ebirimwa baitu ijo,The rainmaker dances to bring the rain that we need for the crops yesterday.
anaga enjura azina nukwo enjura egwe eyitukwendera egi ebirimwa baitu ijo,The rainmaker dances to bring the rain that we need for the crops yesterday.
abantu nibaija kwesoroza omuka y'omunyoro habw'orukurato,People will gather at the chief's house for the meeting.
abantu nibaija kwesoroza y'omunyoro omuka habw'orukurato,People will gather at the chief's house for the meeting.
omulimi naija kugesa amacande ge kandi agatwale hakyoma,The farmer will harvest his sunflower and took it for pressing yesterday.
omulimi naija kugesa ge amacande kandi agatwale hakyoma,The farmer will harvest his sunflower and took it for pressing yesterday.
omunya gucikize omukira gwako kandi katoroka hali ekinyonyi,The skink has its tail and escaped from the grasp.
omunya gucikize omukira gwako katoroka kandi hali ekinyonyi,The skink has wiggled its tail and escaped from the bird's grasp.
embya yomukisaka ekahambya impala mayiro nyingi okuhikya ejwahire,The wild dog chased the impala for miles until it tired out.
embya yomukisaka impala ekahambya mayiro nyingi okuhikya ejwahire,The wild dog chased the impala for miles until it tired out.
obujanjabi byasente nyingi baitu nibukoraho,The treatment was expensive but effective.
obujanjabi nyingi byasente baitu nibukoraho,The treatment was expensive but effective.
okubaira emiti nambere ebaire etemerwe kigaraho irindiro lyebisoro by'omukisaka mukicweka nambere byali,The reforestation brings back wildlife that had disappeared from the area.
okubaira nambere emiti ebaire etemerwe kigaraho irindiro lyebisoro by'omukisaka mukicweka nambere byali,The reforestation project brings back wildlife that had disappeared from the area.
okubaira emiti nambere ebaire etemerwe nikija kugaraho irindiro lyebesoro by'omukisaka mukicweka nambere byali,The reforestation project will bring back wildlife that had disappeared from the area.
okubaira emiti nambere ebaire etemerwe nikija kugaraho irindiro lyebesoro by'omukisaka mukicweka byali nambere,The reforestation project will bring back wildlife that had disappeared from the area.
ngura ebintu omu supamaketi buli wiiki,I bought groceries from the supermarket every week.
ngura ebintu omu buli supamaketi wiiki,I bought groceries from the supermarket every week.
irwaro rigagira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo,hospital has had a patient library with health information.
irwaro rigagira eryahuro ry'ebitabu ebirukukwataho byabarwaire obwomezi bwabo,The hospital has had a patient library with health information.
omwaka gw'enkumi ibiri tutungire okukeha kwingi muno mukukeha kw'ebyobuhanga,"By 2030, we have achieved a significant reduction in the loss of biodiversity."
"omwaka gw'enkumi ibiri asaatu, tutungire okukeha muno kwingi mukukeha kw'ebyobuhanga","By 2030, we have achieved a significant reduction in the loss of biodiversity."
