Runyoro,English
kotoni ebaire kirimwa kyasente muno mukyasi kya amakumi abiri m'uganda,Cotton has a major cash crop in the early 20th century Uganda.
akahuka nikaija kujanjara muno mubantu,The virus will widely circulate in the community.
okubaira emiti nambere ebaire etemerwe nikija kugaraho irindiro lyebesoro by'omukisaka mukicweka nambere byali,The reforestation project will bring back wildlife that had disappeared from the area.
nijnja kwenga nobukuba ndi omuburumi-nikimanyisa nkyali mwomezi,I will learn to be even in pain-it means I'm still alive to feel.
"kakuba nkugambira ekintu hali kimu ekiniga,kiri ngu tokwija kukirugaho-nokirabamu","If I told you one thing about grief, it's that you never get over it-you get through it."
Akatebe akeby'ensimbi nikamaliiriza ensoborra ( ) ripoota eyabuli mwaka.,The finance team is finalizing the annual report.
Nsabira amadiini goona omugisa-itwena tuli baana ba Ruhanga omu.,I pray for peace among all religions-we're all children of the same God.
omukazi naija kusoroza entoro z'okwahura,She will collect indigenous seeds for preservation.
abantu baisoroize omuka y'omunyoro habworukurato,People have gathered at the chief's house for the meeting.
Hakumaliira kyaasa kwe kiru nitwiija kuba tumazire kwatundwira enkoragana yaitu n'ebyobuhangwa.,"The the end of this century ,we will have transformed our relationship with nature."
nkairukira mwamunwani wange omukuru ijo,I run into an old friend yesterday.
anaga ejura azinire nukwo enjura egwe egi eyitubaire nitwendera ebirimwa ijo,The rainmaker has danced to bring the rain that we need the crops yesterday.
ebiro bisaatu murubuga orutubaire tuturukwija kwetekaniza kubungira,Three days in a city we will never plan to visit.
nkatera ekihemeheme kandi nakisindika hamutimbagano ijo,I have drawn a funny cartoon and posted it on social media yesterday.
abantu nibaija kwombeka iramizo nambere erihyaka bona batina,The community will build a new shrine at the sacred spring.
empyaka taxi bakagitandikaho omwaka oguhwaire,The new tax was implemented next year.
nyirukire mwamunwani wange omukuru ijo,I have run into an old friend yesterday.
"kakuba gavumenti eba ekendize omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi","If the government has subsidized solar panels, more people would use renewable energy now."
wenanga akateranizaho omulere ha bandi,The harmonica player added a bluesy feel to the band's sound.
omulimi agesire amacande ge kandi yagatwara hakyoma,The farmer has harvested his sunflower and took it for pressing yesterday.
abantu baisoroize omuka y'omunyoro habworukurato,People have gathered at the chief's house for the meeting.
tuzika abafu baitu nambere omwitaka baisenkuru itwe bahumura,We bury our dead in the ground where our ancestors rest.
eka yaitu nija kujaguzaga amagesa namazina agokusima itaka,Our family will always celebrate the harvest with a dance that thanks the earth.
nsabire omumadini obusnge gona-ntwena tuli bana baruhanga omu,I have prayed for peace among all religions-we're all children of the same God.
bakitunzi batangatangaine kiguzi omukuru,The sales team has presented to a major client.
anaga ejura azinire nukwo enjura egwe egi eyitubaire nitwendera ebirimwa ijo,The rainmaker has danced to bring the rain that we need for the crops yesterday.
eka yaitu ebaire nejaguza amagesa namazina agokusima itaka,family has always celebrated the harvest with a that thanks the earth.
omulimi naija kugesa ge amacande kandi agatwale hakyoma,The farmer will harvest his sunflower and took it for pressing yesterday.
ekyaro kaitu kiraguma nikiyamba abo boona,Our village will always help those who in need.
ninyija kusiga ekihemeheme kandi nkisindike hamutimbagano nyekya,I will draw a funny cartoon and posted it on social media yesterday.
nija kugura ebintu mu supamaketi wiiki,I will buy groceries from supermarket every week.
omukago gw'obusubuzi omuhyaka gwimukize ebitundwa aheru,The new trade deal has boosted exports.
akatebe akatunzi nikahayo hali omuguzi owamaani,The sales team is presenting to a major client.
gw'obusubuzi omukago omuhyaka gukaimukya ebitundwa aheru,The new trade deal boosted exports.
abekento nibaija kumaliriza alipota y'omwaka,The finance team will finalize the annual report.
Pamba ekafooka ekirimwa ekirukuleeta entahya omu Uganda okwekyasa omukutandika ekya 20.,Cotton became a major cash crop in the early 20th century Uganda.
abantu behumwize habizina ebyamporampora,The crowd has back swayed and forth to the slow music.
"kakuba nkugambira ekintu kimu hali ekiniga,kiri ngu tokwija kukirugaho-nokirabamu","If I told you one thing about grief, it's that you never get over it-you get it."
"nkaba ntakunihira ngu nisobora okugura eka yange, baitu ndi hanu, nitekaho omukono hakipapura wiiki ekwija","I never thought l'd be able to buy mu own home, but here l am, signing the papers next week."
"dora ebinyonyi omumwanya; tibisigire rundi okugesa, baitu iwe ise owomwiguru obirisa","Look at the birds of the air; they have not sown or reap, yet your heavenly father feeds them."
omulimi ayombire omusiri wiiki gwamuhogo ehwaire,The farmer weeds his cassava field last week.
"Kakuba ndi wokukugambira ekintu kimu hali enaku, nikyo ngu otaligyehugura-ogirabemu.","If I could tell you one thing about grief, it's that you never get over it-you get it."
ekitebe kyabantu nikinja kusagika bandi okuterayo akazina kandi kamu,The crowd will cheer for the band to play one more song.
"kakuba nakugambira kimu ekintu hali ekiniga, kiri ngu tokwija kukirugaho-nokirabamu","If I will tell you one thing about grief, it's that you never get over it-you get through it."
balima ni omusiri bakozesa turakita,They plowed the fields using a tractor.
igana nirija lyabantu kusemererwa omukoro gutakatandikire,The crowd will buzz with excitement before the show starts.
kotoni akaba kirimwa kyasente omukyasi kya abiri amkumi m'uganda,Cotton became a major cash crop in the early 20th century Uganda.
"mutabani wange naija kukaguza,""ruhanga ali nkaha?"" ninjakusomnga hamutima n'ogwe gwange","My son will ask me,""Where is God?""I pointed to my heart and his."
"mutabani akagwize,""ruhanga wange ali nkaha?"" nasonga hamutima gwange n'ogwe","My son asked me,""Where is God?""I pointed to my heart and his."
omusoro omuhya nigwija kuteebwa omuunkora mumwaka omuhyaka,The new tax will be implemented next year.
Obworaba nogonza kwetrgereza ebyobuhangi bwaaitu nebyokulya tandika byaitu.,"If you want to understand our culture, start with our food."
"kakuba nakugambira ekintu kimu hali ekiniga, kiri ngu tokwija kukirugaho-nokirabamu","If I will tell you one thing about grief, it's that you never get over it-you get through it."
"kakuba nakugambira ekintu kimu hali ekiniga, kiri tokwija kukirugaho-nokirabamu","If I will tell you one thing grief, it's that you never get over it-you get through it."
noyetagisibwa okaire okuba oyonjire amaino gawe emirundi ebiri buli mwaka,You have needed to have your teeth cleaned twice a year.
irwaro nirija kutekaho obujanjabi bw'abazaire abaine enda,The clinic will provide prenatal care for expectant mothers.
omukazi asoraize embibo entoro z'okwahura,She has collected indigenous seeds for preservation.
"kakuba gavumenti eba ekendize omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi",If the government has subsidized solar more people would use renewable energy now.
omulimi agesa amacande ge kandi yagatwara hakyoma ijo,The farmer harvests his sunflower and took it for pressing yesterday.
kotoni akaba kirimwa kyasente kya amkumi abiri m'uganda,became a major cash crop in the early 20th century Uganda.
omulimi ayombire omusiri gwe gwamuhogo wiiki ehwaire,The farmer has weeded his cassava field last week.
abantu nibaija kwombeka iramizo erihyaka nambere bona batina,The community will build a new shrine at the sacred spring.
gukacicya omukira gwako kandi katoroka ekinyonyi,The skink wiggled its tail and escaped from the bird's grasp.
"omukazi akangambira,""omusana nigwija kujwa nyenkya,kandi naiwe oti.""","She told me,""The sun will rise again tomorrow, and so will you""."
abantu nibaija kwesoroza omuka y'omunyoro habw'orukurato,People will gather at the chief's house for the meeting.
ninyija kusiga ekihemeheme kandi nkisindike hamutimbagano nyekya,I will draw a funny cartoon and posted it on social media yesterday.
omukazi aija kukora omukeeto kumara emyaka nyingi atakafokere CFO,She will work in the accounting department for years before she became CFO.
omukazi ayegere hakulima n'okulisa okwokwebaisaho,She has learned about sustainable agriculture.
ebiro bisaatu murubuga orutubaire kwetekaniza kubungira,days in a city we will never plan to visit.
"nyikaire ntakukinihira ngu ninyija kugura eka yange, baitu ndi hanu, ninyija kutekaho omukono hakipapura wiiki ekwija","I never will think l'd be able to buy mu own home, but here l am, signing the papers next week."
anaga enjura naija kuzina nukwo egwe enjura egi eyitukwendera ebirimwa ijo,The rainmaker will dance to bring the rain that we need for the crops yesterday.
busayo kintu ekibi nkokurubata mukigana otajaire sokisi,There was nothing worse than stepping in a puddle with socks on.
irwaro line erahuro ry'ebitabu byabarwaire ebikukwataho bwabo obwomezi,The hospital had a patient library with health information.
ebihuka nibija kurubatira murukara bihimbire ebisosonkole nibibigara omukiju,The ants will march in a long line carrying crumbs back to their nest.
ekika kaitu kine kikaba engeri y'okutangira omwaka omuhyaka eyembaganiza,Our clan had its own special way of welcoming the new year.
tihakwija kuba kintu kibi nkokurubata otaine mukigana sokisi,There will be nothing worse than stepping in a puddle with socks on.
wange omusomesa owunyenda agambire ngu nkaba nyine ekisembo kyokuhandika ebigambo ebi bikasigara nanye,My favorite teacher has told me that i had a gift- for writing those words stayed with me.
ntangainege munywani wange owaira ijo,I ran into an old friend yesterday.
omulimi ayombire omusiri gwamuhogo wiiki ehwaire,The farmer weeds his cassava field last week.
okubura kwamaizi kutalibaniza ebyobulimi n'obulisa omukicweka,The water scarcity affects agricultural production in the region.
taxi empyaka nejakutandika ogurukwija omwaka,The new tax is implemented next year.
eka yaitu nija kujaguzaga amagesa namazina itaka agokusima,Our family will always celebrate the harvest with a dance that thanks the earth.
obujanjabi byasente nyingi baitu nibukoraho,The treatment was expensive but effective.
irwaro rigagira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo,The hospital has had a patient library with health information.
tuzikire abafu baitu nambere omwitaka baisenkuru itwe bahumura,We have buried our dead in the ground where our ancestors rest.
omukazi akozire mukeeto kumara emyaka nyingi atakafokere CFO,She has worked in the accounting department for years before she became
omusomesa wange owunyenda naija kungamba nkaba nyina ekisembo kyokuhandika ebigambo ebi nanye bikasigara,My favorite teacher will tell me that i had a gift- for writing those words stayed with me.
okucamuka kwamabale hansi omwitaka kukabaruka kwaletaho okuhangwaho obuhanga muhagati y'enyanja,The volcanic eruption created a new island in the middle of the ocean.
"nyikaire ntakukinihira ngu ninyija kugura eka yange, baitu ndi hanu, ninyija kutekaho omukono hakipapura wiiki ekwija","I never will think l'd be able to buy mu own home, but here l am, signing the papers next week."
etandikire NRA enkora endi,The NRA has developed a parallel administration.
"kakuba obaire noyenda okwetegereza ebyobuhangwa baitu, n'ebyokulya tandika baitu.","If you wanted to understand our culture, start with our food."
"hakumalira y'omusomo gunu, nitwegesa abalimi orukumi omukukozesa rumu orwezo kuruga omubijuzire","By the end of this project, we trained one thousand farmers in organic methods."
omusomesa wange owunyenda agambire ngu nkaba nyine ekisembo kyokuhandika ebigambo ebi bikasigara nanye,My favorite teacher has told me that i had a gift- for writing those words stayed me.
owenanga ruhuhwa nayongeramu okukwatwaho kwobujure nokwecumitiriza gebidongp omumaraka,The harmonica player adds a bluesy feel to the band's sound.
"mutabani wange naija kukaguza,""ruhanga ali nkaha?"" ninjakusomnga hamutima gwange n'ogwe","My son will ask me,""Where is God?""I pointed to my heart and his."
cukamba y'omuyanja ekaturukya ehuzo z'amakamba okwerwanaho,The sea cucumber squirted sticky threads to defend itself.
ninja kwirukira mwa wange munyani omukuru nyencya,I will run into an old friend yesterday.
ekika kaitu kigira engeri y'okutangira omwaka omuhyaka eyembaganiza,Our clan has had its own special way of welcoming the new year.
nyinenkuru nyowe arukaka ebigega eby'akatale kumara emyaka nyingi,My grandmother weaves baskets for the market for many years.
eka yaitu nija kujaguzaga amagesa namazina agokusima itaka,Our family will always celebrate the harvest with a dance that thanks the earth.
cukamba y'omuyanja eturukize ehuzo zamakamba okwerwanaho,The sea cucumber has squirted sticky threads defend itself.
tuzika abafu baitu omwitaka nambere baisenkuru itwe bahumura,We bury our dead in the ground where our ancestors rest.
ebihuka bikarubatira hamu murukara bihimbire ebisosonkole nibibigara omukiju,The ants marched in a long line carrying crumbs back to their
nkega nyeka nobukuba ndi muburumi-nikimanyisa nkyali mwomezi,I learned to be grateful even in pain-it means I'm still alive to feel.
nguzire ebuntu omu supamaketi buli wiiki,I have bought groceries from the supermarket every week.
"dora ebinyonyi omumwanya; bitasige rundi okugesa, baitu iwe ise owomwiguru obirisa","Look at the birds of the air; they did not sow or reap, yet your heavenly father feeds them."
"gunu omurundi wiiki erukwija, tubyamire hamusa gwenyanja","This time next week, we have lied on a beach."
"omukazi abaire agambire,""izoba nirija kwimuka nyenkya,kandi naiwe oti.""","She has told me,""The sun will rise again tomorrow, and so will you""."
yaitu eka ekajaguza amagesa namazina agokusima itaka,Our family always celebrated the harvest with a dance that thanks the earth.
kajanjaire akahuka muno mubantu,The virus has widely circulated in the community.
nyinenkuru nyowe ebigega arukaka eby'akatale kumara emyaka nyingi,My grandmother weaves baskets for the market for many years.
obujanjabi bubaire nyingi bwasente baitu nibukoraho,The treatment has been expensive but effective.
gavumenti eresireho enkora empyaka hali abalimi abakulima ebyokulya,The provided subsidies farmers who practice sustainable agriculture.
"kakuba nkugambire mba ekintu kimu hali ekiniga, ngu tokwija kukirugaho-nokirabam","If I have told you one thing about grief, it's that you never get over it-you get through it."
taxi empyaka bagitandikireho omwaka ogurukwija,The new tax has been implemented next year.
omwaka gw'enkumi ibiri tutungire okukeha kwingi muno mukukeha kw'ebyobuhanga,"By 2030, we have achieved a significant reduction in the loss of biodiversity."
gavumenti eresireho enkora empyaka hali abalimi abakulima ebyokulya,The government provided subsidies for farmers who practice sustainable agriculture.
tukhaire hali okusima emyoyo y'omurusozi habwe emyandara na amabale,We have given thanks to the spirits of the mountains for the rocks and stones.
omulimi ayombire omusiri gwe gwamuhogo wiiki ehwaire,The farmer has weeded his cassava field last week.
omutezi naijakuteranizaho wenanga omulere ha bandi,The harmonica player will add a bluesy feel to the band's sound.
ekika kaitu nikija kugira engeri y'okutangira omwaka omuhyaka eyemabaganiza,Our clan will have its own special way of welcoming the new year.
"kakuba nkugambira ekintu kimu hali ekiniga,kiri ngu tokwija kukirugaho-nokirabamu","If I told you one thing about grief, it's that you never get over it-you get through it."
akasoroza omukazi embibo entoro z'okwahura,She collects indigenous seeds for preservation.
cukamba y'omuyanja ehuzo eturukize zamakamba okwerwanaho,The sea cucumber has squirted sticky threads to defend itself.
"Rora ebinyonyi omumwanya, tibisiga, tibigesa baitu Isinywe anyakuli abiriisa. omwiguru","Look at the birds of the air; they do not sow or reap, yet your heavenly father feeds them."
"omukazi agambire,""izoba abaire nirija kwimuka nyenkya,kandi naiwe oti.""","She has told me,""The sun will rise again tomorrow, and so will you""."
arolerire kumara ekitebe emyaka atakabaire mukuru,She has managed a team for years before she became director.
omulimi agesa amacande ge kandi yagatwara hakyoma ijo,The farmer harvests his sunflower and took it for pressing yesterday.
omutezi naija kuteranizaho omulere ha bandi,The harmonica player has added bluesy feel to the band's sound.
kakuba gavumenti yataireho omuhendo gwahansiho habwengo zamani gizooba abantu abaingi bakubaire nibakozesa amaani agaani agarukugarurwa buhyaaka,"the government had subsidized solar panels, more people would use renewable energy now."
omukazi asoraize embibo entoro z'okwahura,She has collected indigenous seeds for preservation.
ekyaro kaitu kiguma nikiyamba abo boona abatakwesobora,Our village always helped those who are in need.
tukhaire okusima hali emyoyo y'omurusozi habwe emyandara na amabale,We have given thanks to the spirits of the mountains for the rocks and stones.
nyegere okwenyumirizamu ndi nobukuba muburumi-nikimanyisa nkyali mwomezi,I have learned to be grateful even in pain-it means I'm still alive to feel.
nibaija kulima omusiri ni bakozesa turakita,They will plow the fields using a tractor.
omunya nigwija okucicya omukira gwako kandi katoroke hali ekinyonyi,The skink will wiggle its tail and escaped from the bird's grasp.
embya y'omukisaka nija kuhambya impala mayiro nyingi ejwahire okuhikya,The wild dog will chase the impala for miles until it tired out.
ebizina byenzarwa n'okucekeca hamu n'orunyegebirabaga mubuli mukoro,Traditional music and will dance accompained ceremonies.
akaire ruko kamu sabbiti erukwija nitwija kuhumuraho ha mwaro,"This time next week, we'll be lying on a beach."
ekitebe ky'abantu kisagikire bandi okuterayo kandi akazina kamu,The crowd has cheered for the band to play one more song.
NRA etandikire enkora endi,The NRA has developed a parallel administration.
ninyija kusunga ekituru kyomutini ekirikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo,I will watch a shadow puppet show that told the story of a great king yesterday.
"Omwehanga hangi ekisisani nyaisatu akaiihamu kurungi ,mukikuya kyomuti kimu kiti.",The sculptor has chiseled a figure out of a single block of wood.
"hakumalira kyasa kinu, tuhindura ekoragana yaitu n'ebyobuhangwa","The end of century, we transform our relationship with"
nitwija kuha okusima emyoyo y'murusozi habwe emyandara amabale,We will give thanks to spirits of the mountains for the rocks and stones.
nkairukira mwamunwani wange ijo omukuru,I run into an old friend yesterday.
"ye hakumalira kyasa kinu, tuhindwire enkoragana yaitu n'ebyobuhangwa","The the end of this century, we have transformed our relationship with nature."
noyetagisibwa okuyonja amaino gawe ebiri emirundi buli mwaka,You needed to have your teeth cleaned twice a year.
tukaha okusima hali emyoyo y'omurusozi habwa emyandara na amabale,We gave thanks to the spirits of the mountains for the rocks and stones.
tukazika abafu baitu omwitaka nambere baisenkuru itwe bahumura,We buried our dead in the ground where our ancestors rest.
obujanjabi byasente nyingi baitu nibukoraho,The treatment was expensive but effective.
eka yaitu ebaire nejaguza amagesa namazina agokusima itaka,Our family has always celebrated the harvest with a dance that thanks the earth.
aija kurolera ekitebe kumare emyaka atakabaire mukuru,She will manage a team for years before she became director.
ebiro omurubuga bisaatu orututekanizaga kubungira,Three days in a city we have never planned to visit.
ebizina byenzarwa hamu n'okucekeca n'orunyege bibaire mokijaguzo,Traditional music and has danced accompained ceremonies.
omusaija ateka sente ze omumasamba,He invests in a real estate investment trust.
ekitebe kikasagika kyabantu bandi okuterayo akazina kandi kamu,The crowd cheered for the band to play one more song.
tihabaireho ekintu ekibi nkoku rubata omukigana otaine sokisi,There has been nothing worse than stepping in a puddle with socks on.
"kakuba gavumenti ekehya omuhendo gwa pano, sola abantu baingi nibaija kutandi kukozesa amasanyarazi","If the government subsidizes solar panels, more people would use renewable energy now."
ebiro murubuga bisaatu orutubaire tutwetekanizi kubungira,Three days in a city we never planned to visit.
obujanjabi bwali bwasente nyingi baitu nibukoraho,The treatment will be expensive but effective.
"mutabani wange akagwize,""ruhanga ali nkaha?"" nasonga hamutima gwange n'ogwe","My son is God?""I pointed to my heart and his."
nitwija kuha okusima hali emyoyo y'murusozi habwe emyandara na amabale,We will give thanks to the spirits of the mountains for the rocks and stones.
Akatebe akeby'ensimbi nikamaliiriza ensoborra ( ripoota ) eyabuli mwaka.,The finance team is finalizing the annual report.
igana lyabantu nirija kusemererwa omukoro gutakatandikire,crowd will buzz with excitement before the show starts.
obujanjabi bubaire bwasente nyingi baitu nibukoraho,The treatment has been expensive but effective.
ebiro bisaatu omurubuga orututekanizaga kubungira,Three days in a city we have never planned to visit.
nyinenkuru nyowe arukire ebigega eby'akatale kumara emyaka nyingi,My grandmother has woven baskets for the market for many years.
cukamba y'omuyanja nejakuturukya ehuzo zamakamba okwerwanaho,The sea cucumber will squirt sticky threads to defend itself.
ebizina byenzarwa hamu n'okucekeca n'orunyege biba mubulimukoro,Traditional music and danced accompained ceremonies.
omusaija naija kuteka ze sente omumasamba,He will invest in a real estate investment trust.
Akarwarro kaheereza obuheereza obukwatiraine n'okuzaara.,The clinic provides prenatal care for expectant mothers.
omunya gucikize omukira gwako kandi katoroka hali ekinyonyi,The skink has its tail and escaped from the grasp.
